SA1_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
10102100910,0,7,0,8,0,28,0,34,7,75,6,91,0,32,0,37,0,22,5,35,3,24,3,28,0,16,0,18,0,5,0,10,0,0,0,0,17,215,25,253,0,0,0,0,0,14,0,20,9,83,4,96,4,32,0,40,4,18,6,26,13,18,5,27,0,19,5,19,0,3,0,5,0,0,0,0,24,189,18,237,0,10,0,10,5,48,0,55,8,163,16,183,5,66,0,76,7,48,14,66,9,41,5,54,5,29,5,34,0,9,6,11,0,0,0,0,41,404,40,489
10102100911,0,16,0,16,4,12,0,15,4,46,5,55,0,21,0,26,3,24,0,27,5,19,3,32,0,9,0,10,0,7,0,5,0,3,0,0,22,155,20,192,0,3,0,3,0,13,0,17,6,43,0,57,10,19,3,31,3,21,0,27,4,12,0,22,4,7,3,17,0,12,0,13,0,4,0,4,31,144,14,189,0,20,0,20,4,26,6,31,12,92,11,109,6,41,5,58,7,44,4,58,13,37,5,55,5,19,3,21,6,15,0,20,0,9,0,6,51,298,26,379
10102100912,0,8,0,10,0,4,0,4,0,21,3,24,3,16,0,23,3,12,0,18,4,17,0,19,7,15,0,16,0,5,0,8,0,0,0,0,16,103,7,126,0,6,0,6,0,9,0,8,0,19,5,27,0,15,0,20,6,9,0,15,7,9,0,11,4,14,3,24,0,5,0,7,0,5,0,11,18,92,9,127,0,12,0,16,0,10,0,10,6,41,7,55,3,31,5,40,7,22,0,32,8,26,0,35,3,31,3,38,4,13,0,16,0,10,4,11,33,202,21,248
10102100913,0,21,0,25,0,21,0,22,0,39,0,40,3,29,0,38,6,37,0,46,8,45,0,58,5,25,0,30,5,7,0,11,0,3,3,11,33,231,14,271,0,24,0,24,0,16,0,13,0,47,0,47,6,25,0,36,7,35,0,42,12,33,0,47,7,23,0,31,0,26,0,26,3,4,0,8,35,228,8,269,0,44,0,40,0,31,0,38,0,86,0,88,13,59,8,78,14,74,0,89,20,74,0,103,5,52,5,61,5,35,0,38,3,13,5,18,65,460,18,545
10102100914,0,8,0,8,0,13,0,15,5,26,0,26,0,23,0,30,5,26,0,30,11,16,0,29,0,14,0,13,0,4,0,6,0,6,0,3,24,136,9,166,0,8,0,10,0,9,0,11,3,27,0,32,3,28,3,34,9,18,4,28,12,19,5,32,4,14,0,21,5,10,0,11,0,13,0,13,38,143,12,188,0,19,0,17,0,22,3,26,5,52,0,64,7,49,6,60,14,35,3,58,21,35,4,60,6,30,0,33,5,19,0,22,0,16,0,19,58,285,18,361
10102100915,0,16,0,18,0,31,0,31,3,78,6,86,9,67,4,78,7,52,0,61,4,36,3,44,0,29,0,30,0,8,0,14,0,4,0,4,26,316,17,361,0,15,0,15,0,22,0,24,3,66,3,79,16,46,5,64,6,29,0,40,11,40,0,43,4,22,3,27,0,14,0,17,0,6,0,6,40,262,14,314,0,33,0,37,0,53,0,53,6,142,6,165,24,112,8,143,14,78,8,99,14,69,3,92,6,50,0,57,0,26,0,32,0,10,0,10,68,576,29,679
10102100916,0,10,0,10,0,8,0,11,0,43,8,49,4,26,0,41,4,18,0,23,0,25,0,21,0,14,3,21,0,4,0,10,0,3,0,3,16,149,20,180,4,9,0,13,0,17,0,21,4,33,7,38,10,22,0,33,10,25,0,37,0,20,5,28,6,18,4,25,0,10,3,13,0,0,0,0,31,150,22,203,4,16,0,21,0,24,0,30,0,68,18,90,18,51,3,73,19,38,3,63,0,43,5,49,6,30,6,41,0,12,3,19,0,9,0,9,48,300,37,386
10102100917,0,9,0,9,0,7,0,7,0,25,0,29,0,13,0,13,0,13,0,18,3,17,3,25,3,15,0,17,0,3,0,6,0,0,0,0,10,104,14,125,0,0,0,0,0,5,0,5,0,15,0,21,3,9,0,10,4,10,5,16,5,12,0,17,0,7,0,14,0,5,0,5,0,4,0,3,12,80,6,93,0,7,0,7,0,9,0,9,0,44,3,40,0,24,0,31,7,27,3,38,8,36,3,49,4,24,0,32,0,13,0,11,0,4,3,5,24,182,17,221
10102100918,0,3,0,3,0,9,0,9,0,21,0,22,0,24,0,27,9,23,0,30,5,21,0,28,3,15,3,26,0,16,6,27,0,17,13,29,27,157,21,202,0,5,0,7,0,8,0,13,5,22,7,30,6,18,0,25,10,28,0,31,12,30,5,36,8,27,0,32,5,46,15,64,0,36,19,61,38,222,41,301,0,5,0,9,0,17,0,17,5,44,5,51,5,47,0,52,17,48,0,63,10,49,4,67,9,43,3,55,10,68,20,91,3,55,27,88,63,380,59,497
10102100919,0,14,0,14,0,16,0,18,0,42,4,50,6,33,3,42,4,28,4,30,8,25,0,35,0,19,3,26,0,5,0,12,0,0,0,0,25,183,19,220,0,9,0,9,3,14,0,15,4,40,3,47,0,32,3,36,6,26,0,33,12,19,0,30,5,17,8,24,7,8,0,16,0,4,0,5,30,171,13,211,0,17,5,18,3,28,0,39,5,83,7,95,4,63,7,76,10,53,0,61,14,51,0,68,0,40,10,48,3,20,0,20,0,6,0,4,55,354,30,441
10102100920,0,5,0,5,0,5,0,5,6,35,5,39,4,25,0,37,0,15,0,19,3,16,0,20,0,16,3,14,0,16,0,12,0,11,0,11,13,154,12,170,0,9,0,9,0,5,0,5,0,38,3,42,3,23,0,28,5,8,0,15,0,11,6,13,0,13,0,19,0,12,0,16,0,21,0,21,14,131,13,155,0,11,0,10,0,8,0,8,7,70,3,84,5,47,0,62,7,24,0,32,5,26,6,34,0,28,4,29,0,29,0,30,0,35,0,35,22,285,19,327
10102100921,0,7,0,5,0,7,0,12,0,49,6,54,0,29,0,26,0,34,3,41,0,18,0,16,0,5,3,13,0,10,0,10,0,0,0,0,11,156,12,177,0,7,0,7,0,14,0,15,5,61,0,67,4,23,0,27,7,19,3,21,8,14,0,28,0,12,5,12,0,5,0,5,0,0,0,0,20,152,12,186,0,16,0,19,0,25,0,30,7,110,3,122,9,50,0,51,6,53,5,63,8,32,5,41,0,18,3,26,0,13,0,13,0,0,0,0,32,310,22,365
10102100923,5,14,0,17,0,15,0,17,0,29,0,30,0,32,5,35,6,28,0,37,3,20,6,25,4,12,0,15,0,10,0,12,0,7,0,8,17,167,6,186,0,3,0,3,3,6,0,5,3,25,3,27,4,26,0,36,8,24,0,31,8,13,0,21,3,17,0,21,4,14,0,17,0,8,0,8,35,138,8,174,5,20,0,22,4,19,0,27,4,52,3,59,8,53,3,68,15,50,0,68,7,37,3,49,10,31,0,34,5,22,0,29,0,12,0,13,49,302,12,364
10102100924,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,4,0,4,0,8,0,8,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,19
10102100925,0,6,0,5,0,21,0,25,0,61,6,73,7,50,3,53,4,23,0,29,9,17,0,25,0,12,0,14,0,3,0,3,0,0,0,0,20,197,11,223,0,3,0,3,0,18,0,17,3,75,3,78,6,33,0,39,3,12,0,17,0,16,0,19,3,7,0,7,0,7,0,3,0,0,0,0,17,165,10,191,0,14,0,11,5,37,0,40,0,141,7,152,16,77,6,96,8,31,0,38,7,28,3,42,0,15,0,18,0,8,0,8,0,4,0,5,32,360,20,414
10102100926,0,3,0,3,0,4,0,8,0,25,4,31,0,26,0,30,0,15,3,20,0,13,0,18,0,6,0,6,0,0,0,0,0,0,0,0,5,101,11,113,0,6,0,6,0,10,0,5,3,39,4,48,0,12,3,19,0,7,0,6,0,9,0,12,0,9,0,9,0,4,0,4,0,0,0,0,7,88,10,109,0,4,0,4,0,12,0,18,3,70,6,82,0,42,4,50,0,18,3,25,0,24,3,28,0,10,0,10,0,3,0,3,0,0,0,0,13,190,17,219
10102100927,0,13,0,13,0,4,0,6,3,24,0,28,0,27,3,30,7,16,0,21,5,6,0,7,0,6,0,6,0,0,0,0,0,0,0,0,17,103,0,125,0,3,0,8,0,8,3,10,3,14,0,15,4,35,0,38,0,19,0,26,3,6,0,13,3,12,0,10,0,0,0,6,0,3,0,3,16,101,6,128,0,20,0,19,0,9,3,20,8,39,0,46,6,59,0,67,11,38,0,50,3,17,0,19,3,19,0,17,0,0,0,6,0,7,0,7,35,206,9,254
10102100928,0,8,0,13,0,10,0,8,5,37,3,45,3,17,0,20,4,29,0,32,0,23,4,23,0,18,5,24,0,4,0,5,0,0,0,0,20,147,10,172,0,9,0,9,0,18,0,18,7,28,4,36,4,22,0,23,3,21,0,24,3,15,3,24,0,14,0,15,0,4,0,6,0,3,0,7,19,136,12,168,0,18,0,16,0,28,0,24,8,70,6,85,3,34,0,43,7,48,3,53,5,35,9,43,7,30,3,36,0,10,0,17,0,3,0,7,40,277,23,338
10102100929,0,9,3,7,0,13,4,19,0,42,4,45,0,29,0,30,4,27,4,33,5,17,8,29,0,16,0,23,0,16,0,16,0,14,0,14,10,188,22,218,0,3,5,9,4,10,0,13,3,65,6,77,0,28,5,35,4,18,0,23,4,16,3,25,0,20,3,26,0,26,0,27,0,37,4,39,17,228,20,268,0,10,4,17,5,20,4,29,6,106,6,117,6,60,6,65,3,45,3,56,11,37,8,55,3,41,6,46,0,46,0,43,0,46,4,53,31,416,33,485
10102101001,0,0,0,0,0,4,0,0,0,19,6,20,0,9,0,12,4,12,6,15,0,6,0,10,0,8,0,8,0,0,0,0,0,0,0,0,9,55,11,68,0,5,0,8,0,0,0,0,0,14,0,13,0,14,3,18,0,12,0,11,0,12,0,10,0,7,3,10,0,3,0,3,0,8,0,8,7,66,4,79,0,5,0,8,0,8,0,9,4,33,6,34,0,20,3,30,3,19,6,29,5,19,0,22,0,13,3,10,0,7,0,7,0,8,0,8,13,120,13,149
10102101002,0,12,0,16,0,8,0,8,0,9,0,11,0,15,0,16,6,21,0,29,7,23,3,35,0,25,0,25,0,9,0,11,0,0,0,0,19,123,8,147,0,7,0,7,0,6,0,5,4,18,0,24,0,11,0,14,6,17,0,23,9,22,0,32,10,18,0,27,0,12,0,9,0,0,0,0,35,115,9,153,0,23,0,20,0,13,0,15,4,26,4,34,0,28,4,36,12,40,4,57,19,49,3,68,7,38,0,52,4,18,0,20,0,0,0,0,49,236,15,297
10102101003,5,12,0,16,0,13,0,13,0,11,0,11,0,9,0,9,5,13,0,18,4,29,3,36,7,23,0,24,0,15,0,15,0,0,0,3,21,119,3,142,0,11,0,11,5,11,0,12,0,14,0,14,0,4,0,9,6,25,0,34,11,25,0,33,5,18,0,23,0,10,0,13,0,0,0,0,28,115,4,146,5,26,0,25,5,26,0,28,0,30,0,30,0,14,0,15,10,37,0,47,14,52,4,71,9,39,0,52,0,18,0,19,0,0,0,3,51,231,3,287
10102101004,0,6,0,7,0,8,0,8,0,13,0,24,0,17,0,19,0,27,0,30,0,15,0,15,0,6,0,6,0,0,0,5,0,0,0,0,9,105,3,121,0,11,0,11,0,3,0,3,0,20,0,22,6,22,0,22,0,33,0,37,0,9,0,7,3,7,0,5,0,5,0,7,0,0,0,0,13,106,0,121,0,18,0,18,0,7,0,10,0,39,4,42,7,40,0,43,9,64,0,70,0,22,0,23,3,12,0,15,4,10,0,11,0,0,0,0,21,209,8,237
10102101006,0,5,0,5,0,15,5,19,9,68,13,81,3,39,5,43,4,30,3,37,0,27,5,35,3,20,6,21,0,4,0,3,0,3,0,3,14,207,36,254,0,8,0,8,0,19,0,23,3,40,6,46,3,33,0,41,0,19,0,24,4,15,0,21,0,4,0,8,0,5,0,5,0,0,0,6,17,144,6,172,0,11,0,11,0,35,7,45,9,104,21,129,11,72,5,89,5,49,3,58,4,43,5,52,4,21,6,27,0,8,0,10,0,4,0,7,28,354,45,423
10102101007,0,4,0,4,0,4,0,4,0,23,0,25,0,21,0,22,4,20,0,25,3,14,6,22,0,10,0,9,0,0,0,0,0,0,0,0,11,88,11,109,0,3,0,3,0,6,0,8,3,27,3,30,9,4,3,15,0,8,4,15,4,11,5,19,0,14,0,11,0,0,0,3,0,4,0,4,18,82,9,107,0,6,0,10,0,13,0,14,3,51,6,55,3,27,3,35,6,29,6,33,5,19,10,33,3,18,0,21,0,3,0,4,0,3,0,3,24,171,25,215
10102101008,0,13,4,14,0,18,0,18,0,58,6,71,7,38,0,46,3,23,6,29,3,28,3,33,0,22,0,25,0,3,0,4,0,0,0,0,18,197,16,234,0,6,0,5,0,13,0,19,8,50,5,63,0,34,0,40,7,17,0,23,0,22,8,25,5,18,0,23,0,7,0,11,0,0,0,0,26,166,19,217,0,18,5,25,0,34,0,35,11,112,12,130,11,68,0,84,7,41,3,57,3,48,8,59,8,39,0,45,5,10,0,15,0,7,0,4,47,366,37,451
10102101009,0,8,0,8,0,8,0,8,3,21,0,28,3,29,5,41,3,21,0,22,3,20,0,29,0,13,0,12,6,9,0,8,0,0,0,0,20,143,3,169,0,3,0,4,0,14,0,13,4,32,0,32,0,18,0,22,0,18,3,23,9,20,3,29,0,14,0,14,0,4,0,10,0,3,0,3,21,131,8,154,0,10,0,16,0,23,0,28,4,52,0,60,8,51,4,62,3,40,3,48,10,40,5,60,0,26,0,27,0,15,0,23,0,7,0,7,40,272,7,319
10102101010,0,10,0,10,0,10,0,11,0,50,0,54,5,29,0,32,0,20,4,25,3,20,0,23,0,9,0,9,0,4,0,4,0,0,0,0,15,140,9,165,0,3,0,0,0,21,0,22,3,46,5,55,7,31,0,35,0,16,0,23,0,13,5,18,0,11,0,13,0,5,0,0,0,4,0,3,15,144,11,174,0,11,0,13,0,31,0,32,8,98,10,109,11,53,6,66,10,36,7,47,3,35,4,46,0,20,0,23,0,7,0,9,0,4,0,3,32,287,22,338
10102101011,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,0,0,0,0,0,9,3,16,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,3,0,7,0,9,0,4,0,6,0,0,0,0,0,0,0,0,0,22,7,27
10102101012,0,6,0,6,0,0,0,0,0,10,0,10,0,5,0,6,0,7,0,7,0,4,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,30,0,36,0,0,0,0,0,0,0,3,0,11,0,12,5,11,0,16,0,6,0,5,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,33,0,34,0,4,0,4,0,0,0,3,0,19,0,22,3,16,0,18,0,12,0,10,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,65,0,77
10102101013,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
10102101014,0,3,0,3,0,3,0,3,0,8,0,7,0,3,0,9,0,8,5,11,4,8,5,18,4,9,0,12,0,10,0,8,0,0,0,0,13,56,10,76,0,0,0,0,0,4,0,4,4,0,0,6,5,3,3,8,6,3,0,12,0,7,0,11,5,9,0,17,0,3,4,10,0,0,0,0,17,42,11,68,0,4,0,4,0,7,0,7,3,13,0,18,6,10,3,21,9,13,6,27,8,18,5,26,8,16,0,18,6,16,4,24,0,0,0,0,32,99,13,146
10102101015,0,0,0,0,0,29,0,25,5,109,12,128,0,47,6,50,5,26,0,27,3,30,4,38,7,24,0,29,0,6,0,6,0,0,0,3,22,271,22,313,0,3,0,3,4,26,3,32,5,78,6,90,4,45,3,51,7,19,0,25,0,10,0,16,0,9,0,12,0,8,0,8,0,0,0,0,24,200,16,239,0,5,0,5,4,53,6,65,9,186,21,222,4,87,7,105,10,45,0,56,8,42,3,53,5,26,0,40,0,14,0,14,0,0,0,3,47,473,38,559
10102101016,0,10,0,10,0,13,0,9,0,12,0,17,9,27,0,43,0,35,0,37,3,13,0,22,0,8,0,15,0,10,0,10,0,3,0,3,19,137,3,160,0,6,0,12,0,13,0,13,3,21,0,27,7,30,0,36,4,36,0,38,4,18,0,18,0,10,0,11,0,7,0,9,0,0,0,0,17,153,4,171,4,18,0,20,0,21,0,23,3,40,0,42,17,65,0,80,4,74,0,79,4,38,0,40,0,18,0,22,0,17,0,24,0,7,0,3,39,289,4,332
10102101017,0,8,0,8,3,16,0,23,4,68,3,76,4,31,0,40,3,21,0,24,3,24,0,25,4,16,0,15,0,4,0,5,0,0,0,0,20,187,8,221,0,3,0,3,0,21,0,23,0,72,5,76,3,36,0,37,0,22,0,23,6,22,0,21,6,9,3,16,0,6,0,7,0,3,0,3,14,192,6,214,0,11,0,11,3,37,0,40,7,137,6,154,7,68,0,79,5,41,3,49,4,42,0,49,7,24,3,28,0,11,0,11,0,4,0,4,39,379,15,432
10102101201,4,5,0,11,0,4,0,4,0,14,0,13,3,12,0,16,3,13,0,17,0,11,0,12,0,6,0,6,0,7,0,8,0,0,0,0,13,64,0,76,0,0,0,3,0,3,0,5,0,13,0,14,4,16,5,18,4,12,0,19,3,15,0,14,0,3,0,4,0,0,0,3,0,0,0,0,16,65,5,81,0,3,0,11,0,6,0,6,3,25,0,27,7,24,5,37,5,23,0,33,3,25,0,29,0,10,0,9,4,0,0,5,0,0,0,0,21,131,3,157
10102101202,0,9,0,9,0,3,0,6,0,13,0,16,5,9,0,15,5,16,0,19,4,22,0,33,0,7,0,7,0,0,0,0,0,0,0,0,15,94,0,106,0,7,0,7,0,8,0,7,0,7,0,10,0,11,0,16,3,24,0,31,7,14,0,21,0,0,0,5,0,0,0,0,0,0,0,0,18,82,0,100,0,13,0,13,5,15,0,16,0,25,0,31,13,25,0,33,9,38,0,51,14,39,0,47,0,10,0,10,0,3,0,3,0,0,0,0,36,173,3,207
10102101203,0,16,0,15,6,15,4,24,0,22,0,22,6,34,3,43,4,45,5,55,9,26,0,31,0,9,0,9,0,4,0,4,0,0,0,0,21,168,8,201,0,31,0,31,0,13,0,16,0,35,0,35,6,41,5,49,14,42,0,56,9,23,0,35,0,12,0,15,0,9,0,5,0,0,0,0,33,199,6,239,0,47,4,52,7,25,0,39,0,53,0,53,10,73,3,93,17,91,3,113,16,43,0,63,0,25,0,25,3,9,0,9,0,0,0,0,53,367,16,444
10102101204,0,13,0,13,0,8,0,8,0,9,0,12,4,25,0,33,0,28,0,32,3,21,0,22,0,6,0,9,0,0,0,0,0,0,0,0,11,118,3,133,0,14,0,14,0,8,0,8,0,15,0,14,12,25,0,33,4,29,0,34,0,17,0,22,0,3,0,3,0,0,0,0,0,0,0,0,14,113,0,129,0,29,0,33,0,20,0,20,5,23,0,27,10,50,0,71,9,57,0,65,5,37,0,44,0,12,0,17,0,0,0,0,0,0,0,0,32,231,3,265
10102101205,0,22,0,22,0,13,0,13,0,13,0,17,0,22,0,22,0,26,0,28,5,19,0,28,0,5,0,5,0,3,0,3,0,0,0,0,6,122,0,135,0,16,0,16,0,6,0,6,0,14,0,14,0,20,0,20,4,35,0,39,4,17,0,22,0,3,0,3,0,0,0,0,0,0,0,0,9,119,0,127,0,41,0,41,0,24,0,24,0,32,0,31,0,41,0,41,3,61,0,69,13,33,0,48,0,7,0,7,0,3,0,3,0,0,0,0,15,241,0,260
10102101206,0,17,0,17,0,15,0,15,0,17,0,21,4,21,0,23,4,32,0,37,6,33,0,34,0,11,0,11,0,5,0,5,0,0,0,0,15,143,0,156,0,16,0,16,0,13,0,13,0,12,0,12,0,20,0,25,12,35,0,49,8,25,0,31,4,9,0,12,0,0,0,0,0,0,0,0,22,132,0,155,0,31,0,31,0,25,0,25,0,26,0,26,3,44,0,47,12,71,0,84,11,53,0,68,8,18,0,25,0,4,0,4,0,0,0,0,36,278,4,315
10102101207,0,3,0,3,0,8,0,8,0,15,0,20,3,7,0,12,0,14,0,17,6,15,5,19,0,8,0,11,0,0,0,0,0,0,0,0,7,78,3,93,0,4,0,4,0,3,0,3,0,20,0,16,3,3,0,9,6,16,0,19,4,15,0,19,3,9,4,11,0,0,0,0,0,0,0,0,18,73,6,93,0,10,0,10,0,9,0,9,5,37,0,37,3,16,0,18,4,33,0,40,10,30,6,43,3,15,3,20,0,3,0,5,0,0,0,0,23,149,11,183
10102101208,0,20,4,22,0,5,0,5,0,30,0,34,5,29,0,30,4,25,0,26,11,26,3,37,4,23,0,22,0,10,0,16,0,0,0,0,23,160,8,192,0,11,0,16,0,10,0,11,4,26,0,29,3,21,3,25,3,24,0,29,9,21,5,29,4,24,0,26,0,0,5,8,0,0,0,0,24,137,9,166,0,27,4,38,0,19,0,16,4,51,4,59,4,48,3,58,6,43,0,54,16,45,3,67,5,41,0,47,0,15,4,15,0,4,0,4,49,302,13,359
10102101209,0,30,0,35,0,18,0,25,0,29,3,34,3,42,0,43,7,74,4,79,9,48,0,59,3,14,0,16,0,4,0,7,0,0,0,0,27,263,14,296,4,35,0,41,5,26,0,30,0,34,5,37,11,52,3,63,17,52,3,76,10,37,0,45,4,11,0,15,6,4,0,7,0,3,0,3,56,245,8,308,7,65,0,77,7,41,0,49,0,60,3,70,10,90,3,105,23,130,7,154,19,87,0,104,10,28,0,35,6,13,0,16,0,3,0,3,79,508,19,608
10102101210,0,18,0,18,0,9,0,9,0,22,0,22,4,29,0,38,5,28,0,29,6,19,0,24,3,13,0,18,0,7,0,9,0,0,0,0,27,140,0,167,0,17,0,19,0,10,0,10,3,27,0,33,0,24,4,27,11,24,0,38,3,30,0,33,0,12,0,16,0,10,0,13,0,0,0,0,18,154,7,176,0,34,0,35,0,16,0,16,0,50,3,58,10,51,3,64,12,54,0,72,9,47,0,57,0,24,0,32,0,17,0,17,0,0,0,0,46,296,12,346
10102101211,0,41,0,40,0,24,0,24,0,19,0,22,5,39,0,39,10,48,0,61,3,35,0,39,0,13,0,13,0,0,0,0,0,0,0,3,20,218,0,239,0,25,0,28,0,18,0,18,4,29,0,33,6,40,0,53,10,54,0,64,0,28,0,31,3,10,0,9,0,4,0,4,0,0,0,0,34,209,0,241,3,66,0,67,0,38,0,40,3,46,0,47,14,83,0,93,21,101,0,122,3,67,0,69,3,20,0,19,0,5,0,8,0,5,0,3,55,429,0,484
10102101212,0,16,0,17,0,6,0,6,0,12,0,17,0,13,0,21,4,33,0,38,5,9,0,12,0,0,0,5,0,5,0,5,0,4,0,4,11,107,5,124,0,17,0,17,0,17,0,15,0,18,0,19,5,21,0,27,4,29,0,37,3,12,0,16,0,9,0,7,0,0,0,3,0,0,0,0,19,128,4,153,0,32,0,35,0,23,0,23,4,32,3,39,4,41,0,47,8,65,0,75,3,18,0,28,5,9,0,12,0,9,0,7,0,3,0,3,36,234,6,277
10102101213,0,23,0,23,0,19,0,19,4,18,0,21,4,32,3,41,5,32,3,40,4,37,0,42,0,16,0,25,0,8,0,8,0,0,0,0,22,192,11,222,0,13,0,13,0,14,0,14,0,18,0,18,4,32,0,39,11,46,0,60,0,29,0,31,8,13,0,18,3,3,0,8,0,4,0,4,25,168,3,201,0,34,0,34,0,33,0,33,3,37,0,40,6,64,9,75,20,74,0,100,11,67,0,77,6,28,3,39,3,15,0,16,0,4,0,4,49,358,12,420
