UCL_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
UCL322037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,12,0,10,14,6,8,9,84
UCL322038,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,4,10,10,20,17,11,17,17,7,26,7,126
UCL322039,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,3,0,10,5,6,11,10,18,22,11,16,0,91
UCL322040,0,0,4,0,3,7,0,5,0,20,0,0,3,0,4,0,0,3,0,15,15,28,24,12,43,44,17,46,4,236
UCL322041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,12,13,10,16,9,0,18,9,91
UCL322042,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,5,16,18,17,22,19,12,35,3,142
UCL322043,0,0,3,0,5,4,0,0,0,9,0,0,0,0,0,0,0,0,6,12,10,27,20,9,25,34,5,27,7,169
UCL322044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,10,4,12,16,7,4,21,3,20,0,84
UCL322045,0,0,0,0,0,3,0,0,0,9,0,0,0,0,3,0,0,0,0,6,7,36,22,9,40,27,11,12,0,159
UCL322046,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,9,21,38,23,16,19,25,9,20,0,171
UCL322047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,15,9,15,0,52
UCL322048,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,6,11,10,12,3,18,13,8,36,9,113
UCL322049,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,5,3,6,6,5,23,22,7,34,0,115
UCL322050,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,9,17,16,17,4,13,44,33,120,6,272
UCL322051,0,0,0,0,3,3,0,4,0,13,0,0,0,0,0,3,0,0,0,0,3,14,16,10,32,29,3,14,3,120
UCL322052,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,4,4,18,4,4,18,19,9,12,0,92
UCL322053,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,6,0,0,0,10,11,17,19,10,27,34,12,48,0,170
UCL322054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,12,5,17,15,6,22,26,5,31,4,134
UCL322055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,7,20,22,3,31,29,9,22,5,147
UCL322056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,11,27,26,0,9,0,79
UCL322057,0,6,0,0,0,8,0,0,0,14,0,0,0,0,3,0,0,0,6,13,17,33,24,8,40,36,18,28,10,223
UCL322058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,8,26,14,8,10,15,15,27,7,139
UCL322059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,30,4,0,15,0,78
UCL322060,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,10,27,20,25,30,19,8,18,5,153
UCL322061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,21,4,10,30,13,5,25,4,98
UCL322062,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,5,0,4,7,19,20,11,23,11,18,37,8,147
UCL322063,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,5,4,11,8,8,16,8,30,49,8,72,4,195
UCL322064,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,4,6,0,19,15,7,33,23,14,29,4,141
UCL322065,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,3,13,12,9,16,11,5,8,6,80
UCL322066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,7,9,0,16,10,0,6,3,67
UCL322067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,26,20,15,20,24,20,16,68,15,225
UCL322068,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,17,19,7,12,21,17,6,8,5,112
UCL322069,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,3,4,11,13,12,15,23,19,9,28,10,137
UCL322070,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,6,9,12,15,12,22,19,9,20,5,117
UCL322071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,0,0,0,9,3,23
UCL322072,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,6,8,7,13,23,17,9,8,0,94
UCL322073,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,12,7,35,13,15,27,32,11,19,0,162
UCL322074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,4,11,7,3,5,3,44
UCL322075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,6,3,3,6,0,13,3,53
UCL322076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,8,4,47,0,0,5,6,92
UCL322077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,20,11,9,20,6,9,3,4,91
UCL322078,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,3,5,6,4,14,17,4,22,4,90
UCL322079,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,23,20,15,32,37,9,26,4,158
UCL322080,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,5,6,6,3,6,17,5,15,6,79
UCL322081,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,8,24,9,12,22,11,0,24,0,110
UCL322082,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0,6,9,8,21,20,14,25,13,10,22,8,143
UCL322083,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,4,16,12,9,14,18,3,24,5,95
UCL322084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,5,4,3,3,11,3,42
UCL322085,0,0,6,0,0,5,0,0,0,14,0,0,0,0,3,0,0,5,7,15,10,21,39,18,43,38,18,44,10,228
UCL322086,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,4,7,8,16,7,4,18,9,14,17,4,86
UCL322087,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,8,23,38,30,13,39,42,15,23,0,218
UCL322088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,5,5,4,9,0,4,21,3,52
UCL322089,0,0,0,0,0,5,0,3,0,9,0,0,0,0,9,0,0,0,3,19,3,19,23,14,39,32,7,25,13,173
UCL322090,0,0,0,0,3,6,0,0,0,10,0,0,0,0,0,0,0,0,0,4,16,25,7,5,19,20,11,19,0,119
UCL322091,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,5,9,11,14,17,14,7,17,3,92
UCL322092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,24,4,8,20,13,3,25,8,96
UCL322093,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,3,23,17,15,27,27,4,26,3,149
UCL322094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,21,16,8,13,15,6,19,0,100
UCL322095,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,8,11,7,22,11,10,22,23,7,19,8,131
UCL322096,3,0,5,0,6,0,0,3,0,17,0,4,0,0,4,0,0,0,0,9,10,21,38,14,57,51,15,33,3,239
UCL322097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,22,26,11,20,20,7,25,9,147
UCL322098,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,16,30,18,16,40,25,16,29,0,199
UCL322099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,14,12,6,4,17,5,7,0,71
UCL322100,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,3,4,15,11,19,20,21,54,44,15,62,7,244
UCL322101,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,7,10,5,8,23,22,37,54,12,53,6,226
UCL322102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,5,4,3,6,0,43
UCL322103,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,0,0,0,14,13,17,9,9,23,25,13,42,5,150
UCL322104,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,11,15,20,15,24,32,39,11,27,3,187
UCL322105,0,3,0,0,4,0,0,0,0,8,4,0,0,0,0,0,0,0,0,5,4,10,8,9,7,6,7,23,0,79
UCL322106,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,10,4,13,11,47,13,5,24,0,120
UCL322107,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,3,11,3,4,0,0,7,0,42
UCL322108,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,10,6,12,22,3,20,6,85
UCL322109,0,4,0,0,3,3,0,0,0,9,0,0,0,4,0,0,0,4,0,4,8,16,24,14,38,47,13,15,0,171
UCL322110,0,0,0,0,4,0,0,0,0,6,0,3,0,6,4,4,0,0,0,13,3,20,30,14,45,22,12,26,6,173
UCL322111,0,4,0,3,0,4,0,0,0,11,0,0,0,0,3,3,0,0,4,9,7,12,9,7,36,24,4,20,3,129
UCL322112,3,4,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,4,0,6,16,22,15,4,22,16,6,14,6,117
UCL322113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,9,4,16,12,0,11,9,79
UCL322114,0,0,0,0,0,3,0,0,0,5,0,0,4,0,0,0,0,3,0,11,9,19,12,13,27,30,10,31,9,157
UCL322115,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,17,11,10,22,34,3,33,4,138
UCL322116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,20,8,8,22,10,0,15,0,93
UCL322117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,9,8,16,11,10,11,0,85
UCL322118,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,9,17,12,9,21,21,6,20,0,126
UCL322119,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,9,14,8,3,24,34,3,30,0,120
UCL322120,0,0,0,0,5,3,0,0,0,8,0,0,0,0,0,3,0,0,0,5,10,16,25,20,25,38,16,60,5,207
UCL322121,0,4,0,0,0,3,0,0,0,9,0,4,0,0,0,0,0,0,0,11,8,15,11,12,24,20,6,8,0,109
UCL322122,0,0,4,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,3,8,8,17,10,7,16,27,7,18,3,117
UCL322123,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,6,7,5,10,9,17,13,4,16,0,85
UCL322124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,6,0,4,11,16,10,5,13,3,75
UCL322125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,13,15,12,12,27,7,0,18,5,102
UCL322126,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,11,9,4,17,23,3,25,0,106
UCL322127,0,4,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,26,12,15,26,40,6,35,7,167
UCL322128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,9,9,10,22,9,0,15,4,82
UCL322129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,6,23,17,4,13,0,83
UCL322130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,5,20,17,8,19,16,6,12,0,108
UCL322131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,5,18,11,3,19,4,78
UCL322132,0,0,0,0,0,3,0,0,0,7,0,0,0,0,4,0,0,8,0,21,8,24,16,11,26,32,11,49,0,168
UCL322133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,7,22,4,5,11,0,68
UCL322134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,21
UCL322135,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,8,0,4,6,3,14,5,0,0,4,44
UCL322136,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,4,14,13,18,17,13,19,37,16,27,6,173
UCL322137,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,4,3,12,10,5,11,15,0,16,0,78
UCL322138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,5,4,0,19,0,53
UCL322139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,10,15,7,0,13,0,51
UCL331001,658,1177,762,558,1268,1533,482,1369,92,7906,601,1210,802,565,1356,1575,382,1547,2154,10202,12323,27606,21830,15441,31112,34997,11620,46939,5305,207163
UCL379997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,5,0,26,5,29
UCL399994,14,12,11,7,23,12,4,5,0,95,14,23,10,14,17,25,0,27,57,194,371,466,404,251,535,500,136,436,124,3219
UCL401001,727,3905,3414,2085,5892,4294,1275,2063,204,23860,682,2301,1956,1232,4545,3160,785,1568,3315,19542,24619,89863,78747,53966,145287,107432,34249,57851,7680,599698
UCL412001,19,79,54,46,124,123,34,46,4,525,16,47,29,27,92,87,24,37,61,412,642,1908,1638,1140,3105,2581,840,1354,161,13372
UCL412002,13,78,44,38,127,105,19,53,0,476,17,38,22,21,59,47,19,30,54,300,519,1724,1320,947,2388,2007,698,1204,140,10948
UCL412003,10,72,58,42,121,122,36,61,4,515,23,60,28,20,89,70,38,43,84,448,517,1816,1609,1059,2665,2133,828,1435,215,12280
UCL412004,10,50,39,22,61,44,28,29,8,280,12,29,13,8,45,39,13,40,81,274,424,1131,1029,646,1861,1393,614,1445,176,8715
UCL413001,8,53,38,13,36,45,10,28,0,234,3,28,25,11,38,39,11,28,17,210,340,1467,1025,728,1365,1483,581,1104,47,8135
UCL413002,8,45,34,17,62,61,30,27,5,285,9,30,23,14,51,33,4,14,60,236,288,1001,911,574,1529,1156,384,683,151,6672
UCL413003,8,21,24,21,64,43,11,30,0,223,16,18,10,16,26,13,4,25,43,159,298,658,597,389,1240,849,269,684,109,5091
UCL413004,12,41,40,31,63,60,20,24,0,294,13,29,20,11,43,27,3,18,48,211,421,1014,931,625,1330,1022,340,683,140,6509
UCL413005,11,36,32,19,51,43,15,26,5,234,3,17,11,9,22,23,17,14,35,148,228,849,725,475,960,930,533,588,103,5391
UCL413006,13,49,26,25,47,40,13,18,4,237,4,31,26,12,10,19,3,11,38,152,304,1195,837,590,860,698,224,448,96,5252
UCL414001,7,22,20,11,27,26,3,9,0,127,4,19,17,6,10,5,0,12,28,93,138,514,451,294,425,357,123,246,58,2600
UCL414002,5,12,18,16,19,21,6,8,0,113,4,11,5,5,20,18,4,20,12,99,148,393,360,258,559,471,188,277,47,2703
UCL414003,0,10,12,7,22,13,0,9,0,72,8,14,8,8,34,14,5,10,20,117,83,335,256,298,580,458,148,237,61,2453
UCL414004,0,19,13,7,32,17,5,9,0,110,3,10,4,3,11,7,0,4,12,67,151,456,330,246,617,609,186,262,31,2891
UCL414005,3,22,12,12,18,26,7,14,0,112,3,11,13,9,24,10,4,0,13,85,126,427,389,266,506,459,161,313,29,2674
UCL415001,0,5,8,0,3,10,0,0,0,20,0,6,0,0,0,0,0,0,0,19,43,179,117,74,171,235,66,126,11,1028
UCL415002,0,16,15,7,28,18,7,13,0,108,6,3,0,4,24,8,4,14,10,71,119,248,284,175,495,401,154,297,27,2197
UCL415003,0,3,6,0,4,0,0,4,0,22,6,3,0,3,0,3,0,0,6,34,35,122,104,79,122,138,37,101,24,769
UCL415004,0,8,7,4,4,7,0,5,0,32,4,0,0,0,6,5,0,0,6,19,48,127,106,68,136,152,65,99,16,818
UCL415005,0,3,0,8,8,4,0,0,0,21,0,0,3,5,8,4,0,0,9,29,19,86,100,62,146,125,36,72,14,652
UCL415006,0,9,12,7,15,17,4,7,0,67,0,15,6,8,27,3,5,4,5,74,58,255,190,180,421,322,94,158,34,1705
UCL415007,0,7,5,6,18,23,9,10,0,75,3,3,0,0,8,4,3,6,12,45,61,178,140,100,409,252,98,168,30,1443
UCL415008,0,8,3,5,7,15,0,8,0,51,3,10,4,4,11,8,0,3,9,45,41,141,108,77,233,202,53,120,22,997
UCL415009,6,16,9,4,15,8,0,8,0,66,3,7,7,0,9,5,0,3,18,53,84,262,200,133,260,269,116,214,39,1570
UCL415010,0,6,0,0,0,4,0,3,0,11,4,4,0,3,0,3,0,3,14,30,30,56,47,31,99,73,24,89,22,482
UCL415011,3,3,3,0,4,8,0,5,0,26,0,0,0,3,0,0,0,4,5,12,27,95,52,46,67,93,23,62,7,464
UCL415012,0,8,6,0,6,12,4,3,0,43,0,3,0,4,12,16,0,5,3,48,57,157,118,120,263,230,71,137,21,1184
UCL415013,3,8,3,0,9,7,5,9,0,46,0,3,3,0,0,0,0,0,0,17,57,172,130,103,181,174,53,138,6,1012
UCL415014,0,8,0,7,0,9,5,4,0,29,4,5,5,0,0,0,0,5,4,22,21,99,72,60,85,133,44,116,13,653
UCL415015,5,11,12,7,25,17,5,9,5,86,6,4,6,0,11,7,5,3,24,69,84,326,263,174,349,337,115,200,39,1885
UCL415016,3,12,4,4,8,13,4,4,0,60,0,8,7,4,3,14,3,3,0,47,61,186,142,101,211,190,66,141,16,1100
UCL415017,4,3,9,3,4,9,4,0,0,35,0,0,3,3,7,6,0,0,5,30,60,139,118,73,145,140,40,80,17,818
UCL415018,0,4,3,3,0,4,0,0,0,13,0,0,0,0,0,0,0,4,9,12,50,117,101,71,96,120,33,74,10,672
UCL415019,0,3,9,3,16,21,5,5,0,53,3,0,6,0,15,8,4,10,4,55,50,156,147,99,290,207,73,139,16,1183
UCL415020,0,5,9,4,10,10,7,0,0,47,3,0,0,0,9,6,3,0,4,29,47,145,143,106,213,201,77,96,12,1031
UCL415021,0,7,5,8,12,17,4,9,0,62,0,5,3,0,14,0,0,5,11,53,76,208,195,164,352,296,89,197,37,1614
UCL415022,0,0,4,0,8,3,0,0,0,21,3,0,3,3,4,7,0,6,9,25,61,150,105,74,168,201,60,94,29,933
UCL415023,0,0,0,3,3,3,4,0,0,11,0,0,3,0,0,5,0,0,3,14,15,49,55,40,50,73,16,50,9,353
UCL415024,4,8,9,6,8,5,4,0,0,33,0,4,8,4,9,7,0,0,7,44,47,152,117,75,139,107,43,91,24,789
UCL415025,5,4,3,0,4,4,0,0,0,29,0,0,0,0,3,0,0,0,0,4,35,103,94,53,115,102,42,74,4,620
UCL415026,3,12,3,4,10,3,0,9,0,49,0,5,0,4,12,6,0,3,6,35,55,215,172,129,268,245,82,147,21,1334
UCL415027,0,3,5,0,7,9,3,3,0,32,0,0,0,0,0,0,0,0,3,13,22,71,58,61,137,119,42,61,16,588
UCL415028,4,8,4,0,0,4,0,8,0,24,0,5,0,0,0,3,0,0,0,15,26,101,90,44,75,61,26,46,0,466
UCL415029,0,22,18,7,13,20,4,11,0,87,5,14,8,4,10,0,0,3,17,75,100,319,243,165,367,337,119,145,47,1832
UCL415030,0,10,10,9,18,16,4,4,0,62,8,7,8,3,4,5,0,5,7,50,65,269,192,159,252,231,85,162,28,1439
UCL415031,0,0,3,4,3,4,0,4,0,22,0,3,5,0,4,4,0,7,0,24,25,88,77,54,97,123,43,55,8,577
UCL415032,4,4,6,3,8,0,0,6,0,31,0,4,3,4,8,0,0,4,6,25,42,188,108,73,136,92,35,81,17,773
UCL415033,0,0,5,0,4,4,0,4,0,14,0,0,0,0,5,10,0,0,0,13,24,62,45,34,96,82,34,107,0,489
UCL415034,0,0,4,0,9,4,0,0,0,21,0,0,0,0,3,4,0,0,12,21,25,103,72,54,122,157,39,92,22,685
UCL415035,0,0,0,0,3,0,0,5,0,8,0,0,3,0,6,0,0,0,0,12,32,78,46,46,49,46,13,57,11,378
UCL415036,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,7,12,47,59,35,48,50,19,73,5,346
UCL415037,0,7,6,4,13,3,4,8,0,50,4,8,7,7,19,14,8,11,14,96,75,285,254,192,436,318,97,190,51,1906
UCL415038,0,4,3,0,4,4,3,0,0,22,3,6,0,0,3,5,0,5,3,24,57,96,71,51,72,97,43,55,16,544
UCL415039,5,7,0,0,0,0,4,15,0,31,3,3,4,0,3,5,0,11,10,37,130,143,117,90,187,263,165,918,46,2057
UCL415040,0,0,3,0,9,0,0,3,0,17,3,0,0,0,7,3,0,7,10,25,24,103,73,41,87,77,15,49,14,480
UCL415041,4,11,8,9,9,12,4,5,0,65,0,3,8,9,18,12,4,3,4,60,69,284,264,155,385,418,157,303,20,2055
UCL415042,0,3,0,4,0,0,0,6,0,17,0,0,0,6,8,0,3,0,10,30,30,86,89,71,69,108,32,89,10,586
UCL415043,5,17,9,7,21,12,5,11,0,81,3,4,3,0,13,11,3,9,22,69,78,151,175,102,347,327,97,176,35,1494
UCL415044,0,3,3,3,14,3,5,0,0,38,0,5,3,0,11,7,0,3,5,31,41,102,105,65,243,188,76,110,12,936
UCL415045,0,7,3,0,0,5,0,0,0,23,0,3,4,0,11,3,0,0,7,28,31,84,70,50,122,104,30,73,12,585
UCL415046,9,16,10,3,7,9,0,6,0,67,5,3,5,0,9,6,0,7,26,60,97,236,196,123,210,211,67,174,39,1352
UCL415047,0,5,0,0,9,6,0,6,0,31,4,3,0,3,12,11,0,3,6,49,59,156,141,119,248,231,57,143,24,1170
UCL415048,0,4,8,3,4,0,0,5,0,24,0,3,4,4,3,4,0,0,4,17,46,205,174,128,194,178,64,102,11,1099
UCL415049,0,4,0,3,8,11,0,0,0,31,3,4,3,0,4,5,4,3,0,30,50,162,103,75,188,158,51,94,5,886
UCL421001,0,0,0,3,0,0,0,0,0,7,0,3,3,0,0,0,4,0,6,15,31,68,49,23,49,59,26,52,3,373
UCL421002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,41,31,23,23,28,16,39,6,219
UCL421003,0,0,3,0,9,4,0,5,0,20,0,0,0,3,5,5,0,0,0,11,25,57,48,48,96,98,25,38,6,456
UCL421004,0,0,0,0,0,4,0,0,0,9,0,3,4,5,0,4,5,6,8,19,19,81,45,31,50,46,33,34,7,351
UCL421005,0,6,4,3,6,5,0,4,0,23,0,5,0,0,0,0,0,0,7,11,21,45,46,33,68,54,9,54,8,341
UCL421006,0,0,4,0,5,7,0,3,0,16,0,0,3,0,6,0,0,0,3,19,16,49,39,27,70,83,19,51,7,373
UCL421007,0,5,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,8,27,24,40,32,46,48,18,36,7,276
UCL421008,0,3,0,3,3,0,0,4,0,15,0,0,0,0,0,4,0,0,6,9,37,70,50,38,49,68,21,75,12,409
UCL421009,0,3,0,0,6,0,0,0,0,17,0,0,0,4,0,0,0,0,0,11,15,51,45,22,47,82,24,50,3,347
UCL421010,0,0,0,3,0,0,0,0,0,8,0,0,0,0,3,4,0,0,0,14,19,57,35,37,63,64,19,35,3,323
UCL421011,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,11,34,24,10,50,35,19,27,6,206
UCL421012,0,3,0,0,3,0,0,4,0,11,0,0,3,0,0,0,0,0,0,12,4,47,28,11,34,36,4,24,7,203
UCL421013,0,7,0,7,4,0,6,9,0,23,0,6,0,0,0,3,0,4,0,18,28,92,60,53,84,103,42,62,6,533
UCL421014,0,0,6,0,0,0,4,0,0,19,0,0,0,0,3,3,0,0,5,11,29,45,49,34,67,70,20,38,12,352
UCL421015,0,0,0,0,0,0,0,0,0,7,0,3,0,0,4,6,0,0,0,14,3,26,36,16,48,41,6,20,12,208
UCL421016,0,3,4,0,0,5,3,0,0,16,0,4,0,0,0,3,6,0,3,13,16,47,38,40,52,51,27,33,4,300
UCL421017,0,0,5,0,5,3,3,0,0,16,0,0,6,0,0,0,0,5,3,12,13,30,45,21,47,44,19,34,10,268
UCL421018,0,3,0,0,9,7,0,0,0,19,0,4,4,0,3,5,0,3,0,24,26,74,73,44,107,108,39,79,3,555
UCL421019,0,4,0,4,0,6,4,4,0,17,5,0,0,0,0,6,0,0,0,10,15,30,36,20,38,46,16,70,3,282
UCL421020,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,6,27,20,15,38,40,22,54,0,222
UCL421021,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,17,33,25,10,32,25,7,32,4,186
UCL421022,0,0,4,3,9,4,0,4,0,17,0,3,0,0,5,8,0,7,0,27,26,68,70,62,111,89,32,46,11,518
UCL421023,0,3,0,4,0,3,0,0,0,12,3,0,5,0,3,0,0,0,0,13,19,44,58,66,99,70,23,50,3,428
UCL421024,0,0,0,0,0,5,0,0,0,7,0,0,0,0,4,0,0,0,3,14,17,54,28,30,49,39,11,71,21,318
UCL421025,0,4,0,0,0,0,4,0,0,9,0,4,0,0,11,0,0,0,0,14,20,59,38,18,57,48,11,42,0,302
UCL421026,0,3,0,3,0,0,3,0,0,17,0,0,0,0,0,5,0,0,5,10,18,51,40,30,34,36,15,32,12,255
UCL421027,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,4,0,0,0,12,11,40,31,20,50,50,14,30,4,249
UCL421028,0,0,0,0,4,0,0,0,0,8,0,3,0,0,5,3,0,0,0,11,15,43,41,29,63,62,15,37,0,310
UCL421029,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,0,0,0,3,6,5,42,26,11,31,37,6,56,3,218
UCL421030,0,4,0,0,6,9,3,5,0,17,0,0,3,0,0,0,0,0,0,9,9,46,25,18,41,50,17,66,5,282
UCL421031,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,4,0,0,3,13,22,48,30,26,47,34,22,37,13,278
UCL421032,0,0,4,0,0,3,0,0,0,10,4,0,0,0,4,3,0,0,6,15,7,29,41,20,70,34,21,21,10,245
UCL421033,0,0,0,4,3,0,0,0,5,12,0,0,0,0,0,0,0,0,0,3,4,8,12,17,29,18,9,7,4,106
UCL421034,0,0,0,0,0,0,0,3,0,5,0,0,3,0,6,0,0,4,3,18,30,69,48,36,74,59,17,105,13,446
