UCL_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
UCL112018,31,0,0,0,31,3,0,34,1391,160,44,7,1602,12,13,22,1628,68,3,1698,1321,148,10,5,1486,21,0,17,1509,72,0,1585,171,33,27,4,240,0,0,0,240,3,0,247,18,16,0,10,41,0,0,0,41,0,3,42,2906,356,86,29,3368,33,14,48,3414,145,11,3571,22,13,0,0,38,7,0,8,43,3,0,51,52,3,0,5,59,4,0,6,68,3,0,72,76,17,0,6,97,7,6,18,117,4,0,119,2976,377,86,33,3469,42,24,58,3528,156,11,3693,619,95,21,17,753,53,10,55,809,186,0,994,3,3,0,0,16,0,0,0,16,4,11,29,3601,470,105,51,4231,89,29,122,4350,341,22,4711
UCL112019,85,3,0,3,91,21,0,112,2408,282,26,0,2721,22,7,26,2747,99,0,2846,2525,272,36,24,2855,16,13,23,2882,63,0,2948,320,30,63,4,413,0,0,3,415,11,0,430,18,0,0,17,35,0,0,0,35,6,9,47,5262,593,119,47,6026,36,21,53,6080,182,11,6269,29,4,0,0,34,9,0,9,45,7,0,51,32,15,0,0,48,9,3,11,63,14,0,80,63,18,0,0,81,20,3,27,108,20,0,122,5322,616,121,51,6108,58,21,80,6191,196,11,6397,880,203,40,43,1163,62,18,80,1245,417,3,1671,0,3,3,8,14,0,0,0,14,4,21,39,6213,820,169,95,7292,122,43,165,7452,618,36,8104
UCL113001,8,0,0,0,8,0,0,11,412,69,13,0,506,6,0,10,513,22,0,535,604,152,34,5,799,0,3,6,801,55,0,852,90,12,9,0,111,0,0,0,111,4,0,120,4,0,0,8,12,0,0,0,12,0,3,17,1112,238,61,18,1422,8,0,12,1440,84,3,1520,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,9,0,0,6,7,5,0,0,11,0,0,0,11,0,0,10,1116,242,61,18,1435,8,0,12,1449,87,3,1534,207,73,9,4,290,4,0,4,296,54,0,348,5,0,0,0,10,0,0,0,10,0,0,12,1330,316,67,28,1735,16,0,16,1755,140,8,1893
UCL113002,3,0,0,0,3,0,0,3,273,43,0,7,325,11,0,13,332,35,0,367,298,73,9,3,387,3,0,6,390,29,0,416,38,9,5,0,54,0,0,0,54,15,0,66,8,4,0,7,19,0,0,0,19,0,0,19,616,129,22,18,780,11,3,15,795,73,0,867,0,4,0,0,4,0,0,4,5,0,0,5,5,3,0,0,9,0,0,5,13,0,0,13,5,8,0,0,13,3,3,5,16,0,0,16,621,132,22,18,795,16,3,20,810,73,0,881,134,41,10,5,183,6,0,6,189,68,0,253,3,0,0,0,3,0,0,0,3,0,5,8,757,172,29,21,983,16,3,22,1006,136,0,1146
UCL113003,8,0,0,0,8,0,0,8,489,48,29,5,568,5,4,11,575,37,0,611,476,66,19,5,562,7,0,7,570,29,0,595,84,13,6,0,116,0,0,0,116,4,0,116,3,0,0,9,22,0,0,0,22,3,0,27,1060,126,55,29,1263,14,4,20,1283,66,7,1351,6,5,0,0,8,0,0,0,10,0,0,10,18,3,0,0,24,0,0,0,27,5,0,29,24,3,0,0,33,5,0,5,35,5,0,38,1084,130,56,29,1298,13,4,18,1314,74,7,1390,264,30,18,12,323,16,14,26,347,75,3,418,0,0,0,4,7,0,0,0,7,0,8,11,1349,160,68,42,1625,27,13,44,1665,146,7,1820
UCL113004,8,0,0,0,8,0,0,8,218,39,0,3,269,0,0,0,269,19,0,286,337,167,8,4,515,4,0,5,522,32,0,554,34,11,7,0,52,0,0,0,52,4,0,56,6,0,0,0,5,0,0,0,9,0,0,12,597,214,24,9,849,8,0,10,859,55,0,909,5,6,0,0,10,0,0,0,10,0,0,10,6,0,5,0,11,0,4,4,12,3,0,17,8,14,5,0,23,0,4,4,24,3,0,26,609,226,30,9,875,8,6,8,884,54,0,936,95,53,8,0,160,0,7,6,167,29,0,193,0,0,0,0,0,0,0,0,0,0,11,15,704,284,35,10,1034,7,10,16,1052,79,11,1135
UCL113005,3,0,0,0,3,0,0,3,501,74,15,7,591,10,0,10,600,31,0,635,556,96,17,0,670,6,0,6,673,44,0,719,75,18,8,0,101,0,0,0,101,6,0,104,4,0,0,12,13,0,0,0,13,9,0,22,1139,187,38,15,1379,13,0,13,1392,88,4,1484,18,0,0,4,27,0,0,0,24,6,0,33,11,3,0,0,15,11,3,13,24,0,0,28,31,7,0,4,39,11,3,13,54,3,0,62,1166,196,38,17,1421,20,3,25,1449,96,4,1542,283,77,6,15,384,14,13,31,405,108,5,517,0,0,0,0,0,0,0,0,0,0,8,10,1457,269,43,32,1803,36,15,49,1854,199,14,2077
UCL113006,3,0,0,0,3,0,0,3,204,52,5,3,259,0,6,5,267,36,0,302,210,77,3,3,288,4,0,4,296,32,0,325,34,3,3,0,42,0,0,0,42,3,0,45,3,0,0,3,6,0,0,0,6,0,4,16,450,127,12,8,599,6,6,9,610,70,4,688,3,0,0,0,3,4,0,4,8,5,0,16,6,0,0,0,6,0,0,0,6,7,0,12,10,0,0,0,15,4,0,4,17,9,0,25,460,132,12,8,608,13,6,14,623,79,4,710,100,41,14,10,170,16,11,26,192,117,0,308,0,0,0,0,0,0,0,0,0,0,5,5,566,173,21,21,781,25,13,40,819,197,12,1021
UCL113007,43,0,0,0,43,11,0,53,599,65,30,0,697,3,0,3,695,21,0,722,919,153,30,5,1122,16,0,16,1134,40,3,1176,111,13,18,0,147,0,0,0,147,0,5,147,19,0,0,0,19,0,0,0,19,0,4,20,1652,235,80,8,1975,20,0,21,1995,70,8,2065,8,0,0,0,8,0,0,0,4,0,0,4,17,5,0,0,18,0,0,0,19,0,0,21,18,5,0,0,22,0,0,0,28,0,0,25,1670,238,80,8,1995,19,0,24,2019,66,8,2093,223,47,9,0,279,4,3,7,289,52,5,343,0,0,0,5,3,0,0,0,3,0,0,3,1895,281,84,15,2281,23,6,30,2311,119,13,2439
UCL113008,5,0,0,0,5,0,0,7,250,32,8,0,290,13,0,13,309,26,0,331,392,70,12,0,476,0,0,0,478,27,0,506,77,11,0,0,89,3,0,3,95,0,0,97,11,4,0,4,20,0,0,0,20,0,0,20,730,115,24,15,882,17,0,20,901,52,0,949,0,6,0,0,10,0,0,3,11,0,0,11,6,0,0,0,7,3,0,3,9,3,0,19,7,3,0,0,12,5,0,5,18,3,0,26,740,114,24,15,895,23,0,29,917,57,0,976,160,51,15,3,228,4,3,3,235,60,6,299,4,0,0,0,4,0,0,0,4,0,5,5,902,167,39,15,1125,24,3,35,1155,118,7,1289
UCL113009,28,0,0,0,28,3,0,31,543,46,16,6,611,13,0,13,626,26,0,653,745,57,8,10,828,6,4,12,836,34,4,872,97,11,7,9,121,0,0,0,121,8,3,129,16,3,0,12,38,0,0,0,38,6,0,44,1398,120,34,38,1594,23,4,22,1620,75,6,1694,4,0,0,0,4,0,0,0,4,0,0,4,16,0,0,0,16,0,0,0,19,7,0,23,17,0,0,0,21,0,0,0,25,7,0,29,1420,120,37,34,1612,21,4,26,1640,73,6,1719,306,18,16,9,344,7,0,7,355,51,0,401,0,0,0,5,5,0,0,0,5,0,12,14,1722,136,54,42,1959,33,4,35,1997,126,15,2135
UCL113010,0,0,0,0,0,0,0,0,401,31,13,0,441,4,0,4,450,10,5,462,756,57,19,6,840,6,0,6,845,14,0,863,125,0,22,0,146,0,0,0,146,7,0,153,15,4,0,6,24,0,0,0,24,0,0,21,1297,91,52,14,1456,6,0,8,1461,31,5,1497,9,0,0,0,9,3,0,3,14,0,0,14,17,0,0,0,17,0,3,5,21,0,0,21,27,0,0,0,27,4,3,11,33,0,0,33,1322,91,52,14,1480,10,3,14,1495,31,5,1531,264,38,12,13,324,11,0,11,337,55,0,392,4,0,0,0,0,0,0,0,0,0,4,3,1591,129,70,22,1811,24,3,22,1833,80,6,1923
UCL113011,13,0,0,0,13,0,0,13,377,53,5,0,441,4,3,9,447,15,0,457,515,60,16,6,599,4,3,10,608,22,0,628,64,12,10,0,88,4,0,4,94,5,0,94,5,0,0,4,5,0,0,0,5,3,0,12,954,128,42,8,1128,13,8,20,1152,41,0,1192,8,0,0,0,10,0,0,0,10,3,0,16,25,8,0,0,32,0,0,0,32,8,0,35,34,11,0,0,42,0,0,0,43,12,0,56,990,134,42,15,1178,14,8,26,1197,49,0,1247,300,35,25,14,365,22,6,25,391,75,8,467,0,0,0,4,4,0,0,0,4,0,4,15,1288,168,59,38,1551,37,12,48,1594,125,9,1730
UCL113012,21,0,0,0,21,6,0,29,377,48,17,7,451,0,4,4,449,38,0,487,593,101,24,8,725,3,0,3,730,46,0,775,57,22,13,5,92,10,0,10,102,8,0,108,0,0,0,5,9,0,0,0,9,0,0,9,1030,172,52,24,1274,15,4,16,1286,86,0,1374,8,0,0,0,8,0,0,0,8,0,0,8,15,0,0,0,12,0,0,0,17,0,0,17,27,0,0,0,24,0,0,0,33,0,0,33,1053,175,52,24,1298,14,0,21,1315,86,0,1404,193,49,19,6,264,9,0,9,278,54,0,328,5,0,0,0,6,0,0,0,6,0,6,10,1249,218,77,29,1569,24,0,30,1594,138,6,1740
UCL113013,24,0,0,0,24,4,0,27,400,80,19,9,504,6,0,6,513,23,0,534,504,78,23,3,608,9,6,12,622,42,0,668,69,21,11,0,103,0,0,0,103,7,0,112,8,0,0,12,17,0,0,0,17,0,0,18,985,182,50,23,1240,16,6,16,1257,71,7,1333,9,0,0,0,13,6,0,6,15,0,0,22,25,3,3,0,27,0,0,0,27,0,0,27,36,5,3,0,41,6,0,6,50,0,0,49,1024,184,55,23,1281,20,6,27,1305,70,7,1387,269,46,13,13,350,13,8,27,374,133,3,509,4,0,0,0,4,0,0,0,4,0,4,9,1301,233,71,37,1639,36,9,49,1688,204,15,1906
UCL113014,20,0,0,0,20,0,0,20,549,69,16,3,645,14,0,14,653,36,3,688,855,71,26,6,948,9,5,14,963,30,0,994,108,17,18,0,143,0,0,0,143,3,4,151,16,0,4,9,28,0,0,0,28,0,5,37,1523,160,60,22,1764,16,5,19,1785,68,14,1867,10,0,0,0,7,0,0,0,7,0,0,7,28,0,0,0,36,0,0,0,36,0,0,36,36,6,0,0,44,0,0,0,44,0,0,44,1564,160,60,22,1809,16,5,19,1827,68,14,1908,462,38,23,13,542,13,6,14,560,47,0,604,5,0,0,4,6,0,0,0,6,0,3,12,2030,202,86,36,2357,28,8,37,2389,114,14,2519
UCL113015,8,0,0,0,8,0,0,8,248,28,5,0,284,3,0,3,291,44,0,332,362,81,9,0,455,7,0,7,465,32,0,493,57,4,10,0,72,0,0,0,75,5,0,78,3,0,0,9,11,0,0,0,11,0,0,11,663,122,25,11,822,13,0,13,835,77,0,913,7,7,0,0,12,0,0,0,15,3,0,13,8,0,0,0,9,0,0,0,9,0,0,9,14,3,0,0,17,0,0,0,24,3,0,24,676,132,25,8,838,12,0,12,860,79,0,941,189,39,6,4,244,5,3,6,253,65,0,320,0,0,0,0,0,0,0,0,0,0,3,3,864,169,34,14,1084,20,3,23,1106,144,8,1259
UCL113016,5,0,0,0,5,0,0,6,392,81,13,0,481,5,0,5,488,30,0,514,528,129,12,4,671,12,4,14,690,36,0,729,47,18,3,3,65,0,0,0,65,0,0,65,3,0,0,5,15,0,0,0,15,6,0,18,969,220,26,18,1233,22,4,28,1261,69,0,1331,19,0,0,0,20,7,0,7,30,3,0,30,28,0,0,4,33,9,0,15,43,5,0,46,45,4,0,4,56,21,0,23,73,8,0,83,1022,221,26,16,1285,41,0,48,1330,77,0,1408,216,94,15,18,347,39,0,38,382,173,0,556,0,0,0,0,0,0,0,0,0,3,16,18,1241,318,41,36,1630,81,4,84,1709,255,18,1981
UCL113017,9,0,0,0,9,7,0,10,301,79,12,0,392,5,0,7,405,24,0,433,608,135,9,5,754,0,0,0,753,67,0,822,78,17,13,0,112,0,0,0,112,0,0,116,10,0,0,8,14,0,0,0,14,8,0,22,990,229,36,13,1276,8,0,10,1283,101,4,1392,4,4,3,5,16,0,0,0,17,0,0,17,21,3,0,0,25,4,0,7,31,0,0,33,24,6,3,5,36,4,0,9,46,0,0,48,1014,241,40,14,1314,18,5,20,1332,99,4,1434,180,43,7,12,241,10,8,16,262,59,0,319,4,8,0,0,4,0,0,0,4,0,0,4,1204,281,45,24,1558,24,11,37,1599,161,4,1764
UCL113018,3,0,0,0,3,0,0,3,106,3,4,0,109,0,0,0,109,10,0,123,129,18,3,0,147,0,0,0,147,7,0,150,14,0,3,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,241,21,9,0,276,0,0,0,276,19,0,292,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,5,4,0,0,0,3,0,0,0,3,0,0,3,245,24,9,0,282,0,0,0,282,19,0,301,22,4,8,0,27,0,0,0,27,0,0,25,0,0,0,0,0,0,0,0,0,0,3,3,262,27,15,0,308,0,0,0,308,17,3,326
UCL114001,7,0,0,0,7,0,0,5,148,30,5,0,186,7,0,7,189,17,0,203,231,54,0,0,288,0,0,0,288,7,0,295,32,5,4,0,40,0,0,0,40,0,0,48,0,4,0,4,3,0,0,0,3,0,0,8,414,88,11,3,521,7,0,7,522,26,0,556,4,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,3,0,0,3,7,3,0,0,4,0,3,3,9,0,0,9,417,87,11,3,524,7,3,4,531,26,0,560,77,28,3,0,115,0,0,0,115,5,0,120,0,0,0,0,0,0,0,0,0,0,3,3,497,112,17,5,635,7,3,4,645,38,5,688
UCL114002,6,0,0,0,6,3,0,9,134,28,4,3,174,0,0,0,176,14,0,188,174,22,3,0,199,3,0,5,203,16,0,225,21,5,0,0,25,0,0,0,25,5,0,29,0,0,0,4,5,0,0,0,5,0,0,10,336,54,7,3,401,3,3,5,410,39,0,452,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,8,8,0,8,3,0,0,0,8,0,0,0,8,8,0,8,346,53,7,3,409,3,3,5,419,38,0,464,57,20,3,0,81,8,0,8,85,28,0,114,0,0,0,0,0,0,0,0,0,0,4,4,399,77,13,3,496,8,3,14,507,69,9,585
UCL114003,6,0,0,0,6,4,0,13,252,45,3,0,295,5,0,5,308,29,0,341,295,64,15,4,375,0,0,0,380,24,5,405,48,13,10,0,69,0,0,0,72,4,0,72,4,0,0,9,10,3,0,3,13,0,0,13,598,116,25,15,759,9,0,9,769,61,6,833,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,3,0,0,0,3,0,0,3,605,117,25,15,763,9,0,9,774,61,6,840,174,60,9,5,244,3,0,7,252,64,0,318,0,0,0,0,0,0,0,0,0,0,0,8,778,178,35,19,1008,22,0,18,1028,125,6,1160
UCL114004,9,0,0,0,9,0,0,4,194,35,6,0,233,0,0,0,233,33,0,266,230,63,0,0,293,0,0,4,296,5,0,305,36,0,5,0,38,0,0,0,38,0,0,38,0,0,0,9,9,0,0,0,9,0,3,9,452,99,10,12,565,0,0,4,568,41,7,613,6,0,0,0,6,0,0,0,6,0,0,6,4,0,0,0,5,0,0,0,10,0,0,10,15,0,0,0,15,0,0,0,16,0,0,16,463,94,10,12,577,3,0,6,587,41,7,633,141,37,4,3,189,0,0,3,189,34,0,217,0,0,0,0,0,0,0,0,0,0,3,3,603,130,16,11,766,6,0,10,778,65,10,851
UCL114005,0,0,0,0,0,0,0,3,133,17,3,5,163,0,0,0,163,10,0,172,185,30,5,9,221,0,4,0,227,18,5,250,17,5,0,0,24,0,0,0,25,0,0,27,4,0,0,4,7,0,0,0,7,0,0,7,339,54,7,23,412,4,4,0,414,28,5,453,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,5,12,0,0,0,12,0,0,12,13,0,0,5,12,0,0,0,16,0,0,16,350,54,7,19,427,3,4,3,435,28,5,467,119,17,0,0,135,4,0,4,140,42,4,183,0,0,0,0,0,0,0,0,0,0,0,0,466,72,7,19,564,9,4,9,578,72,5,658
UCL114006,8,0,0,0,8,0,0,8,160,32,0,0,193,0,0,0,193,4,0,202,201,24,8,0,231,3,0,3,233,5,0,240,36,4,0,0,42,0,0,0,42,3,0,44,7,0,0,0,7,0,0,0,7,0,0,7,403,65,12,0,475,3,0,3,479,14,0,493,6,0,5,0,5,0,0,0,5,0,0,8,4,4,0,0,8,0,6,6,12,0,0,15,10,4,5,0,13,0,6,6,20,0,0,19,411,65,10,0,490,3,6,10,490,16,0,510,85,11,0,0,105,0,0,0,107,14,0,119,0,0,0,0,0,0,0,0,0,0,4,4,495,80,10,3,589,9,6,12,600,30,4,632
UCL114007,4,0,0,0,8,0,0,4,228,22,5,0,260,0,0,0,259,14,0,273,343,55,5,0,404,0,0,0,409,19,0,422,35,16,3,0,47,0,0,0,47,0,0,47,4,0,0,0,8,0,0,0,8,0,0,8,607,88,14,5,715,4,0,4,719,32,0,744,12,0,3,0,11,6,0,6,21,0,0,21,8,0,0,0,13,5,3,11,23,0,0,23,19,0,3,0,25,12,3,16,42,0,0,42,633,94,20,5,743,15,3,18,761,32,0,787,144,25,0,0,172,0,0,3,178,43,0,226,0,0,0,0,0,0,0,0,0,0,0,0,777,115,21,4,915,16,7,23,938,74,0,1016
UCL114008,3,0,0,0,3,0,0,3,210,22,5,3,232,0,0,0,232,14,0,245,262,24,0,4,284,0,0,0,284,14,0,301,34,10,0,0,42,0,0,0,42,0,0,42,0,0,0,5,5,0,0,0,5,0,0,5,498,53,3,9,565,0,0,0,565,25,0,593,0,0,0,0,0,3,0,3,8,0,0,8,15,6,0,0,18,0,0,0,18,0,0,18,16,6,0,0,19,3,0,3,20,0,0,20,520,51,3,9,586,3,0,3,587,25,0,616,73,29,10,6,115,3,0,8,118,43,0,162,0,0,0,0,0,0,0,0,0,0,0,4,589,81,15,13,694,8,0,12,705,71,6,781
UCL114009,14,0,0,0,14,0,0,16,450,73,5,3,534,3,3,10,545,29,0,575,492,47,0,3,541,3,0,7,551,12,0,558,74,6,13,0,100,4,0,4,104,0,0,104,15,0,0,10,23,0,0,0,23,0,0,23,1032,124,23,15,1199,10,7,14,1216,36,0,1259,9,0,0,0,7,0,0,0,7,0,0,7,11,0,0,0,11,0,0,0,11,0,0,11,21,0,0,0,21,0,0,0,21,0,0,21,1049,128,23,15,1217,10,7,14,1234,36,0,1275,124,17,0,0,147,0,0,0,150,6,0,157,0,0,0,3,4,0,0,0,4,0,0,4,1174,143,27,22,1373,13,7,18,1388,45,0,1437
UCL114010,3,0,0,0,3,0,0,3,255,15,0,0,271,0,0,0,271,17,0,289,367,13,0,0,382,0,0,0,382,11,0,392,24,0,4,0,35,0,0,0,35,0,0,33,0,0,0,6,8,0,0,0,8,3,0,9,643,30,4,5,693,0,0,0,693,30,0,721,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,0,7,3,0,0,0,3,9,0,9,10,0,0,10,651,30,4,5,695,9,0,9,700,30,0,733,102,23,0,6,132,0,6,7,137,26,0,159,0,0,0,0,0,0,0,0,0,0,3,3,752,53,4,15,833,8,6,7,842,54,3,893
UCL114011,0,0,0,0,0,0,0,0,105,20,0,0,123,0,0,0,126,22,0,152,119,25,4,0,146,5,0,6,148,20,0,175,21,0,3,0,24,0,0,0,24,0,0,24,5,0,0,0,5,0,0,0,5,4,0,9,252,43,5,0,297,5,6,6,307,50,0,353,3,0,0,0,3,3,0,3,10,0,0,12,6,3,0,0,4,0,0,0,8,0,0,8,9,3,0,0,11,7,0,7,14,0,0,17,256,47,5,0,310,6,6,10,319,52,0,370,68,8,3,0,81,4,5,10,92,36,0,129,0,0,0,0,0,0,6,6,6,0,0,6,332,57,9,0,393,10,15,21,418,90,0,505
UCL114012,13,0,0,0,13,0,0,15,749,54,24,0,837,3,3,3,838,15,3,851,498,39,9,0,546,0,0,0,546,17,0,560,145,3,20,4,175,0,0,0,175,0,0,175,7,0,0,0,14,0,0,0,14,0,0,13,1399,101,53,5,1572,3,3,3,1573,28,3,1607,13,0,0,0,13,0,0,0,13,0,0,13,15,0,0,0,15,0,0,0,15,0,0,15,30,0,0,0,30,0,0,0,30,0,0,30,1430,101,53,5,1602,3,3,3,1600,28,3,1636,164,11,0,0,174,0,0,0,174,8,0,186,0,0,0,0,0,0,0,0,0,0,6,6,1594,117,59,5,1777,3,3,3,1781,36,7,1826
UCL114013,0,0,0,0,0,0,0,0,363,19,3,8,392,0,0,0,399,10,0,408,395,35,16,3,455,0,0,0,455,3,0,459,69,7,9,0,85,0,0,0,85,0,0,85,13,0,0,0,13,0,0,0,13,0,4,14,838,69,31,13,943,0,0,0,944,16,4,968,9,0,0,0,9,0,0,0,9,0,0,9,3,0,0,0,9,0,0,0,8,0,0,8,12,0,0,0,15,0,0,0,18,0,0,18,854,70,31,13,959,0,0,0,963,16,4,985,175,3,4,12,191,3,3,6,201,48,0,253,0,0,0,0,0,0,0,0,0,0,5,4,1024,72,31,23,1155,4,4,11,1168,65,9,1240
UCL114014,30,0,0,0,30,3,0,36,292,49,25,0,368,6,0,7,375,14,0,392,537,101,42,10,683,3,0,9,693,23,0,721,128,25,16,0,168,5,0,5,170,4,0,178,0,0,0,0,3,0,0,0,3,0,0,3,962,170,84,7,1224,15,8,19,1241,44,0,1292,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,10,0,0,0,10,0,0,10,4,3,0,0,10,0,0,0,14,0,0,14,970,171,84,7,1236,19,8,22,1260,44,0,1302,175,33,6,0,214,0,3,3,219,12,0,232,0,3,0,0,3,0,0,0,3,0,0,3,1143,206,97,7,1451,19,7,24,1477,53,0,1536
UCL114015,0,0,0,0,0,0,0,0,295,44,6,0,346,10,3,10,360,21,0,379,299,47,6,0,352,0,4,3,351,19,0,378,36,5,0,0,40,0,0,0,40,0,0,41,5,0,4,7,12,0,0,0,12,0,0,12,632,94,16,7,754,6,6,12,767,42,0,805,11,4,0,0,11,3,0,3,15,0,0,15,19,3,0,0,24,4,0,4,29,0,0,31,33,5,0,0,38,3,0,3,49,0,0,48,666,106,16,7,792,14,6,23,814,42,0,858,162,39,0,4,200,5,0,11,208,57,0,260,0,0,0,0,0,0,0,0,0,0,8,8,823,143,17,7,997,21,4,25,1022,92,9,1130
UCL114016,7,0,0,0,7,0,0,7,332,15,9,0,351,0,0,0,351,21,0,377,305,40,0,4,346,0,5,6,348,19,3,376,48,0,3,0,55,0,0,0,55,0,0,55,0,0,0,4,7,0,0,0,7,0,0,5,683,57,12,12,753,0,5,6,762,42,6,811,4,0,0,0,4,0,0,0,4,0,0,4,11,8,0,0,18,0,0,0,18,0,0,18,9,8,0,0,17,0,0,0,23,0,0,23,697,62,12,12,778,4,5,9,780,42,6,834,147,22,3,0,175,0,4,4,183,53,0,236,4,0,0,9,5,0,0,0,5,0,0,5,847,82,17,16,958,4,3,8,969,99,6,1078
