UCL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL112018,..,141,140,37,52,60,37,8,6,486,..,114,215,157,261,432,539,550,307,2576,73,91,51,30,32,46,40,16,13,398,3138,1948,2429,1920,1865,1970,1722,1226,511,16726,..,67,1373,1777,1638,1901,1744,1154,269,9916,..,599,1106,563,432,305,132,47,10,3203,..,125,452,538,450,224,116,105,69,2085,6337,..,..,..,..,..,..,..,..,6337,..,1126,..,..,..,..,..,..,..,1126,..,1005,401,167,142,89,23,0,0,1821,..,195,141,60,83,130,113,60,32,809,..,152,224,66,40,22,25,0,0,537,..,303,417,109,118,132,92,27,9,1199,..,222,497,375,518,798,872,757,390,4431,170,145,104,78,70,70,58,30,23,758,6503,3936,4712,3736,3498,3671,3176,2180,807,32213
UCL112019,..,287,219,54,50,68,51,15,0,742,..,188,366,235,321,627,683,619,373,3412,70,96,76,21,35,44,50,32,11,439,4583,3136,3350,2928,2776,2821,2360,1436,593,23989,..,122,1990,3177,2981,3046,2643,1400,327,15686,..,789,1621,659,513,386,181,52,4,4196,..,145,471,612,640,321,169,97,75,2526,9237,..,..,..,..,..,..,..,..,9237,..,2039,..,..,..,..,..,..,..,2039,..,1625,644,238,152,100,16,0,0,2774,..,242,158,57,66,137,136,77,39,917,..,159,146,47,28,20,11,5,0,408,..,496,563,188,128,134,99,31,7,1642,..,313,771,540,728,1090,1075,866,486,5864,134,174,165,66,72,79,84,53,17,837,9370,6093,6517,5580,5308,5319,4416,2576,948,46126
UCL113001,..,41,78,26,42,72,51,23,3,337,..,24,53,66,111,300,461,437,275,1726,23,16,25,12,16,25,27,12,10,162,1110,690,798,904,1040,1248,1553,1053,458,8857,..,14,400,721,805,1052,1612,1044,275,5927,..,124,448,375,287,224,176,52,10,1699,..,14,91,218,289,145,89,67,60,985,2267,..,..,..,..,..,..,..,..,2267,..,503,..,..,..,..,..,..,..,503,..,481,176,105,104,82,15,0,0,959,..,66,40,22,40,51,69,37,28,351,..,63,66,32,24,17,12,0,0,217,..,81,158,74,99,133,110,50,9,708,..,44,99,172,263,564,735,626,380,2886,35,41,49,26,36,39,48,24,19,324,2303,1439,1535,1742,1938,2319,2864,1912,768,16818
UCL113002,..,12,25,11,15,36,18,11,3,134,..,12,41,37,92,195,267,254,114,1008,14,9,6,6,12,16,22,16,3,107,796,444,509,508,657,899,991,639,199,5648,..,21,246,427,515,811,1165,662,128,3973,..,91,260,176,201,208,111,39,4,1098,..,28,107,134,172,91,47,43,21,645,1574,..,..,..,..,..,..,..,..,1574,..,298,..,..,..,..,..,..,..,298,..,304,144,76,64,43,12,0,0,634,..,64,18,22,27,48,48,33,23,276,..,47,29,12,17,3,3,4,0,109,..,26,47,33,39,66,48,14,6,286,..,34,87,94,218,349,476,374,152,1789,25,31,24,15,36,32,42,17,8,244,1596,942,971,985,1283,1659,1953,1194,345,10931
UCL113003,..,30,36,12,21,35,20,12,0,166,..,53,107,73,139,278,310,279,168,1406,42,46,32,18,18,37,33,16,5,244,1352,777,1015,855,901,1215,1032,642,267,8050,..,8,405,652,772,1128,1075,569,136,4742,..,221,605,301,234,223,93,29,0,1711,..,38,228,255,223,134,93,54,36,1059,2611,..,..,..,..,..,..,..,..,2611,..,429,..,..,..,..,..,..,..,429,..,552,238,118,98,69,9,0,0,1083,..,109,46,30,38,70,52,27,18,397,..,45,19,12,11,6,5,5,0,112,..,49,75,29,44,59,44,24,6,336,..,114,258,197,335,578,591,409,220,2699,94,71,64,54,35,68,63,27,5,478,2703,1650,1934,1650,1800,2335,2022,1124,432,15646
UCL113004,..,119,361,105,42,42,36,9,0,713,..,9,65,63,80,114,166,82,31,602,0,17,30,18,18,23,14,4,3,127,638,421,951,741,590,596,511,196,66,4707,..,4,160,489,489,508,463,183,28,2327,..,54,461,337,224,168,102,16,3,1354,..,4,19,84,122,75,34,18,14,367,1267,..,..,..,..,..,..,..,..,1267,..,243,..,..,..,..,..,..,..,243,..,160,83,42,28,16,5,0,0,329,..,26,17,7,9,18,35,20,10,137,..,48,169,51,15,22,11,0,0,318,..,165,679,220,98,82,63,11,0,1323,..,19,98,140,167,240,271,140,46,1117,6,28,63,38,30,44,37,5,3,245,1278,747,1741,1418,1179,1167,1023,395,99,9039
UCL113005,..,42,34,21,38,50,25,7,3,223,..,40,73,59,134,215,307,339,182,1349,36,41,17,15,16,22,20,11,6,186,1433,849,941,885,946,1027,968,728,310,8088,..,37,457,721,762,959,945,624,152,4663,..,292,469,239,197,161,90,15,7,1466,..,53,233,301,253,135,60,53,50,1141,2954,..,..,..,..,..,..,..,..,2954,..,500,..,..,..,..,..,..,..,500,..,531,202,102,79,58,11,0,0,976,..,96,57,20,44,70,83,49,26,444,..,77,40,24,43,11,5,0,3,200,..,80,81,43,77,96,72,21,10,474,..,74,156,164,276,421,524,478,241,2333,54,78,49,45,42,43,34,26,6,373,3018,1811,1742,1662,1770,1953,1823,1272,497,15539
UCL113006,..,18,13,6,22,27,20,4,0,119,..,12,27,30,52,144,165,145,64,648,28,26,15,13,13,20,12,11,4,139,920,564,523,508,553,643,587,371,107,4774,..,7,215,321,323,488,558,330,41,2284,..,141,254,153,162,99,78,23,0,918,..,37,171,200,195,119,44,44,15,821,1776,..,..,..,..,..,..,..,..,1776,..,305,..,..,..,..,..,..,..,305,..,399,167,73,64,36,0,0,0,743,..,92,39,17,46,79,75,29,13,386,..,44,25,23,20,20,7,0,0,139,..,35,29,17,47,54,43,8,0,248,..,29,70,84,132,284,282,233,91,1201,52,47,38,33,29,26,17,15,12,262,1822,1141,1015,921,1013,1204,1109,684,177,9085
UCL113007,..,21,22,0,3,17,22,8,3,100,..,3,38,29,44,120,240,209,130,827,14,18,16,12,15,17,13,10,5,120,1110,636,640,819,841,1071,1099,605,251,7074,..,0,385,1046,1071,1417,1478,746,172,6324,..,71,389,224,176,148,107,35,4,1148,..,7,43,107,152,82,33,30,30,483,2308,..,..,..,..,..,..,..,..,2308,..,654,..,..,..,..,..,..,..,654,..,420,206,66,53,39,7,0,0,786,..,41,19,15,19,23,40,32,27,211,..,28,21,12,15,7,4,3,0,85,..,36,55,14,15,28,34,16,5,200,..,15,70,67,110,237,375,284,170,1330,30,32,39,22,33,37,30,18,6,249,2340,1311,1226,1564,1630,2020,2105,1163,418,13774
UCL113008,..,19,29,12,16,22,25,12,6,136,..,20,48,40,100,199,251,257,116,1026,12,12,19,9,11,10,11,7,5,100,819,491,594,527,639,762,742,526,190,5293,..,19,371,427,546,702,713,416,86,3285,..,119,254,168,138,105,54,21,4,870,..,28,96,135,158,105,67,47,33,667,1683,..,..,..,..,..,..,..,..,1683,..,322,..,..,..,..,..,..,..,322,..,361,162,82,64,45,12,0,0,724,..,45,15,14,19,33,42,27,10,216,..,23,19,17,13,17,3,0,0,97,..,44,69,29,40,51,41,24,5,308,..,57,132,124,240,387,443,382,157,1913,25,31,38,17,22,25,22,6,7,206,1705,1050,1171,1015,1241,1463,1399,938,306,10284
UCL113009,..,10,6,4,6,6,6,0,0,45,..,8,15,12,27,47,46,47,18,213,11,16,8,5,5,8,15,0,0,77,1110,555,575,681,690,577,417,196,36,4831,..,14,462,828,877,817,612,265,31,3913,..,105,300,198,175,91,48,17,0,928,..,18,64,118,108,63,28,23,4,431,2254,..,..,..,..,..,..,..,..,2254,..,501,..,..,..,..,..,..,..,501,..,393,138,58,37,10,0,0,0,643,..,37,14,6,11,33,35,29,10,177,..,21,25,13,9,3,10,6,0,84,..,25,22,4,15,6,17,4,0,99,..,21,55,43,73,97,91,75,26,473,21,29,23,21,10,12,18,0,0,141,2277,1161,1108,1287,1320,1149,859,411,64,9643
UCL113010,..,56,38,14,3,9,14,0,6,146,..,21,42,45,67,138,163,166,77,726,26,25,14,9,12,13,11,9,3,122,1152,572,839,680,623,589,503,376,130,5465,..,30,540,713,646,636,518,354,57,3490,..,190,548,233,156,91,43,19,7,1289,..,23,110,129,146,53,35,25,21,546,2283,..,..,..,..,..,..,..,..,2283,..,328,..,..,..,..,..,..,..,328,..,314,107,47,54,22,8,0,0,552,..,45,30,16,27,31,36,25,14,230,..,56,30,16,8,4,4,0,0,120,..,120,96,33,30,20,30,8,3,345,..,55,122,115,150,256,248,226,102,1268,49,45,30,31,15,24,18,10,3,225,2329,1203,1613,1341,1225,1141,936,671,214,10675
UCL113011,..,20,15,8,8,11,12,8,0,88,..,23,77,38,76,131,124,101,55,628,13,14,22,6,12,10,9,5,0,83,1037,573,744,628,652,609,459,238,84,5026,..,20,422,630,650,644,533,235,28,3160,..,204,381,220,162,99,37,25,3,1122,..,30,146,159,144,79,29,13,13,600,2186,..,..,..,..,..,..,..,..,2186,..,392,..,..,..,..,..,..,..,392,..,379,138,45,39,21,0,0,0,618,..,51,30,6,24,44,43,10,15,221,..,30,43,24,13,13,0,0,0,121,..,50,77,34,32,26,23,8,3,246,..,52,180,123,192,275,216,144,68,1251,36,35,38,26,21,20,17,5,0,203,2229,1232,1444,1263,1269,1211,907,445,132,10127
UCL113012,..,23,24,10,27,42,26,4,0,158,..,17,37,39,77,187,268,232,125,985,10,22,15,14,8,29,28,14,9,140,958,611,544,702,893,1138,1198,716,226,6993,..,35,313,720,910,1264,1505,905,157,5805,..,81,225,194,211,186,127,46,12,1067,..,10,64,142,224,111,46,30,29,651,1912,..,..,..,..,..,..,..,..,1912,..,536,..,..,..,..,..,..,..,536,..,398,209,77,54,44,14,0,0,790,..,50,22,11,14,31,39,40,21,227,..,40,50,19,17,12,4,4,0,148,..,57,58,25,51,80,57,24,0,356,..,35,80,101,164,345,464,370,164,1727,19,39,28,20,23,43,60,25,9,272,1934,1266,1050,1299,1677,2123,2316,1439,385,13487
UCL113013,..,36,25,16,20,32,17,9,0,164,..,12,51,44,90,180,207,156,69,809,20,29,15,11,8,10,11,5,4,117,1285,832,866,823,842,843,670,373,129,6670,..,43,435,686,695,777,681,328,69,3717,..,223,489,282,226,146,76,16,0,1454,..,34,188,241,269,139,60,50,26,1010,2628,..,..,..,..,..,..,..,..,2628,..,507,..,..,..,..,..,..,..,507,..,599,248,116,72,37,6,0,0,1085,..,92,57,23,41,68,49,31,16,372,..,60,51,24,21,17,6,0,0,173,..,78,74,48,55,59,49,14,0,372,..,39,137,131,212,354,343,230,81,1534,46,52,40,38,31,27,18,7,8,263,2679,1717,1718,1587,1616,1620,1292,683,209,13126
UCL113014,..,28,31,3,13,17,13,0,0,106,..,22,65,39,84,127,159,123,75,695,19,22,16,14,8,11,8,3,0,103,1484,767,1045,848,878,737,559,321,124,6750,..,24,726,941,934,899,646,312,62,4537,..,242,580,258,233,95,36,12,0,1450,..,25,148,172,182,76,52,33,12,691,2927,..,..,..,..,..,..,..,..,2927,..,498,..,..,..,..,..,..,..,498,..,545,213,70,39,29,10,0,0,906,..,67,48,11,50,39,34,33,8,283,..,51,42,18,15,17,5,0,0,141,..,67,104,21,34,39,25,8,0,294,..,60,187,156,218,280,257,189,97,1439,42,40,30,26,15,20,17,10,9,202,2972,1613,2070,1666,1708,1492,1075,583,194,13368
UCL113015,..,13,12,8,10,31,30,13,0,119,..,6,30,24,54,136,179,179,68,677,15,24,10,10,15,17,21,9,3,124,779,482,513,550,622,756,884,503,150,5235,..,22,305,488,559,734,1071,551,91,3819,..,127,314,173,157,148,135,41,0,1100,..,26,99,126,156,95,58,38,30,628,1594,..,..,..,..,..,..,..,..,1594,..,312,..,..,..,..,..,..,..,312,..,358,137,82,63,38,5,0,0,692,..,38,16,12,29,44,40,32,23,243,..,31,19,13,15,7,9,0,0,105,..,31,24,18,25,66,46,27,3,249,..,21,58,75,133,274,333,288,106,1285,30,35,23,31,24,31,35,20,3,235,1628,1006,1002,1023,1169,1433,1725,1000,262,10253
UCL113016,..,37,38,30,27,41,37,13,0,222,..,21,72,60,112,302,338,354,203,1464,30,32,14,21,18,22,19,17,4,172,1449,883,936,868,959,1146,1109,834,330,8509,..,43,447,673,771,958,1124,772,188,4982,..,239,410,263,210,191,92,53,9,1455,..,47,249,275,269,150,99,80,36,1199,2878,..,..,..,..,..,..,..,..,2878,..,512,..,..,..,..,..,..,..,512,..,598,233,125,105,66,12,0,0,1144,..,108,51,19,49,65,80,41,28,446,..,64,62,22,27,16,13,3,0,215,..,74,92,70,60,87,65,30,7,490,..,47,175,142,248,538,577,520,271,2516,55,69,50,45,32,42,25,28,8,357,2931,1803,1774,1633,1774,2104,2086,1526,555,16185
UCL113017,..,26,32,17,13,34,22,10,4,158,..,7,23,26,60,214,312,272,147,1061,20,27,14,13,9,26,29,4,5,142,1001,496,606,694,758,1087,1293,725,273,6916,..,13,316,680,760,1108,1605,863,150,5489,..,86,330,264,189,180,131,31,0,1221,..,11,83,152,207,80,53,60,41,694,2023,..,..,..,..,..,..,..,..,2023,..,435,..,..,..,..,..,..,..,435,..,369,185,84,56,74,16,0,0,772,..,36,35,16,17,40,43,32,28,237,..,26,34,21,17,11,9,0,0,116,..,39,85,38,26,54,45,21,7,317,..,30,59,70,151,373,481,399,222,1783,41,35,26,26,26,50,52,15,6,277,2061,1075,1145,1347,1448,1978,2431,1432,453,13371
UCL113018,..,3,0,0,6,3,5,0,0,20,..,7,4,0,12,24,33,43,17,138,3,3,5,0,0,5,6,4,0,24,154,95,97,98,123,161,187,121,33,1076,..,3,70,116,139,190,242,138,26,921,..,16,51,30,40,32,26,10,0,210,..,0,5,9,12,7,3,11,12,70,323,..,..,..,..,..,..,..,..,323,..,74,..,..,..,..,..,..,..,74,..,46,13,0,16,4,0,0,0,92,..,5,0,3,4,3,10,4,3,35,..,0,4,0,0,5,0,0,0,10,..,3,3,0,4,9,20,5,0,46,..,10,12,3,23,49,71,76,33,283,3,3,10,3,3,4,7,3,0,43,328,170,177,172,248,295,377,252,72,2094
UCL114001,..,6,13,4,9,5,14,6,4,65,..,8,9,17,38,83,135,125,101,518,4,6,4,5,11,3,10,5,5,59,395,195,232,278,318,365,412,322,160,2680,..,5,117,267,282,345,430,328,101,1875,..,33,118,75,74,72,20,18,0,413,..,0,38,53,78,46,18,23,9,262,790,..,..,..,..,..,..,..,..,790,..,183,..,..,..,..,..,..,..,183,..,124,62,27,31,25,5,0,0,266,..,19,13,0,6,6,29,16,16,108,..,9,24,6,9,0,0,0,0,43,..,11,19,10,14,13,16,6,4,93,..,10,24,40,61,138,193,154,120,742,5,17,14,10,16,11,12,9,12,95,792,410,417,487,562,651,719,551,265,4867
UCL114002,..,6,5,4,0,31,24,14,0,92,..,3,13,18,35,111,205,218,158,761,3,10,6,4,12,20,19,12,3,93,354,199,179,248,337,683,918,661,270,3862,..,6,107,202,296,659,1190,770,195,3422,..,26,89,79,116,156,124,75,13,671,..,6,27,62,66,45,17,34,35,285,689,..,..,..,..,..,..,..,..,689,..,172,..,..,..,..,..,..,..,172,..,152,53,31,45,45,11,0,0,332,..,21,5,5,10,21,16,14,15,115,..,15,10,3,10,8,3,6,0,58,..,8,10,6,7,58,51,28,0,180,..,13,23,32,89,219,384,380,217,1347,16,25,12,12,20,31,35,20,5,166,698,444,337,428,661,1238,1831,1321,484,7442
UCL114003,..,23,9,11,14,24,16,4,0,97,..,14,35,35,55,125,190,190,132,774,15,17,9,5,5,12,10,3,10,86,850,521,521,421,482,565,623,443,200,4624,..,31,283,330,353,481,635,419,100,2631,..,194,253,147,127,120,61,18,4,932,..,35,124,145,152,80,38,45,27,643,1672,..,..,..,..,..,..,..,..,1672,..,254,..,..,..,..,..,..,..,254,..,318,127,59,57,44,9,0,0,612,..,61,33,12,17,39,37,22,14,242,..,33,32,7,14,10,0,3,0,108,..,58,36,18,39,40,37,12,0,236,..,42,82,78,143,254,334,280,162,1378,29,28,23,13,13,20,14,12,10,165,1700,1060,1004,809,923,1087,1174,810,311,8880
UCL114004,..,11,23,3,10,13,7,3,3,69,..,13,29,35,60,103,106,104,61,507,8,8,6,3,3,14,6,4,3,63,481,264,352,346,348,423,337,264,92,2924,..,3,216,334,302,437,356,261,60,1977,..,66,219,113,94,61,34,12,4,601,..,5,35,68,84,36,27,20,14,295,1001,..,..,..,..,..,..,..,..,1001,..,176,..,..,..,..,..,..,..,176,..,189,76,22,34,19,8,0,0,350,..,26,6,10,11,12,17,8,0,82,..,19,9,5,5,3,3,0,0,46,..,34,47,18,27,26,17,9,3,181,..,29,85,88,120,199,174,153,83,930,13,13,21,14,10,10,14,8,3,105,1018,565,712,668,681,809,656,474,174,5756
UCL114005,..,3,9,6,3,15,5,4,0,49,..,5,27,20,29,93,118,135,72,508,4,7,0,3,0,11,16,0,0,40,406,235,230,250,301,396,466,315,101,2700,..,7,141,228,283,423,540,330,56,2012,..,68,110,64,65,63,44,9,0,418,..,15,47,64,66,27,28,18,13,276,868,..,..,..,..,..,..,..,..,868,..,173,..,..,..,..,..,..,..,173,..,132,50,32,23,22,0,0,0,256,..,33,8,4,13,14,20,15,0,113,..,23,5,8,4,4,0,0,0,41,..,4,15,13,15,24,26,9,3,105,..,22,47,43,69,174,220,200,102,886,12,14,9,5,8,15,28,6,0,96,870,493,421,458,554,762,902,597,177,5246
UCL114006,..,5,5,0,7,11,11,8,0,56,..,16,23,17,43,82,115,124,74,483,3,14,4,4,0,5,12,3,3,51,355,253,229,221,317,393,416,283,113,2579,..,4,126,199,284,446,469,277,52,1865,..,67,131,85,97,68,43,8,8,507,..,7,44,47,79,30,14,15,8,244,726,..,..,..,..,..,..,..,..,726,..,169,..,..,..,..,..,..,..,169,..,167,55,12,19,14,4,0,0,271,..,22,7,0,4,16,11,11,4,77,..,9,4,8,6,3,5,3,0,35,..,5,9,3,14,11,24,12,3,98,..,30,48,47,92,161,203,181,100,859,11,23,14,3,13,12,30,13,4,114,739,496,439,416,615,760,808,528,181,4985
UCL114007,..,13,15,4,5,13,11,6,0,65,..,24,33,14,50,127,174,158,92,671,7,15,12,3,7,6,10,6,0,64,670,416,420,356,450,485,560,362,141,3860,..,23,208,338,414,500,602,347,85,2508,..,128,204,105,117,73,45,21,4,692,..,26,102,114,101,49,33,19,10,455,1346,..,..,..,..,..,..,..,..,1346,..,263,..,..,..,..,..,..,..,263,..,252,100,52,36,27,0,0,0,464,..,34,21,15,18,29,29,15,10,180,..,15,18,11,0,5,7,0,0,56,..,39,28,14,21,24,27,9,0,161,..,50,93,65,141,239,297,235,126,1244,20,31,31,14,15,16,14,8,3,150,1363,849,811,727,854,964,1052,659,240,7519
UCL114008,..,18,14,0,12,21,6,4,0,69,..,22,38,31,50,99,120,122,78,559,12,14,6,0,3,13,7,6,0,60,438,320,302,280,378,437,398,269,119,2942,..,7,155,256,318,428,462,254,72,1954,..,107,183,84,100,91,44,18,3,627,..,8,32,61,82,39,17,14,11,264,914,..,..,..,..,..,..,..,..,914,..,181,..,..,..,..,..,..,..,181,..,174,67,18,29,13,4,0,0,318,..,30,10,4,8,18,25,18,5,112,..,6,3,0,5,0,0,0,0,21,..,28,24,12,29,30,22,6,0,152,..,39,85,76,101,199,212,159,104,968,25,27,16,12,13,17,24,12,4,141,933,608,587,526,682,833,803,477,196,5651
UCL114009,..,204,63,3,3,4,0,3,0,286,..,20,40,23,20,34,28,43,48,246,4,23,18,0,0,3,0,0,0,51,766,536,694,441,256,176,120,112,65,3167,..,20,582,617,371,199,157,98,36,2074,..,138,369,97,51,31,12,5,0,697,..,4,27,51,42,16,7,8,3,158,1488,..,..,..,..,..,..,..,..,1488,..,226,..,..,..,..,..,..,..,226,..,98,48,7,6,9,0,0,0,166,..,26,31,15,4,13,15,6,0,109,..,34,19,12,0,0,0,0,0,62,..,295,141,14,5,8,0,3,3,479,..,45,72,46,39,50,39,49,55,383,9,39,21,7,3,4,3,0,5,94,1498,927,1311,857,514,329,228,166,105,5943
UCL114010,..,18,18,6,9,6,7,3,0,62,..,22,35,26,51,96,90,116,66,498,11,15,4,4,8,14,3,0,3,60,621,343,356,336,369,376,373,278,111,3173,..,10,174,322,345,402,460,284,54,2054,..,99,208,99,70,49,36,20,0,588,..,22,66,113,90,32,16,27,17,376,1187,..,..,..,..,..,..,..,..,1187,..,204,..,..,..,..,..,..,..,204,..,198,62,25,25,16,6,0,0,339,..,38,11,4,15,16,17,12,11,121,..,21,16,10,4,3,0,0,0,46,..,29,35,6,26,25,15,3,0,135,..,59,89,61,108,190,191,185,89,963,19,31,17,19,9,19,14,4,3,126,1202,700,681,648,685,761,760,533,179,6143
UCL114011,..,16,6,0,8,6,12,4,0,65,..,12,20,19,42,104,133,104,67,505,5,8,11,5,4,12,11,0,0,58,352,224,255,222,274,349,368,229,97,2372,..,8,134,159,191,297,361,222,40,1400,..,67,124,74,75,50,42,11,0,441,..,11,59,70,76,43,18,16,13,312,752,..,..,..,..,..,..,..,..,752,..,123,..,..,..,..,..,..,..,123,..,124,54,30,18,18,0,0,0,248,..,23,16,5,12,21,22,11,11,110,..,13,11,3,0,4,4,0,0,37,..,32,25,16,20,22,21,10,0,143,..,25,42,45,76,188,219,171,78,858,11,13,10,6,13,12,23,0,0,106,765,436,484,415,485,655,702,442,144,4521
UCL114012,..,3,9,0,0,0,0,0,0,15,..,0,27,22,24,19,11,4,0,104,9,5,3,9,5,4,0,0,0,28,887,221,699,637,336,133,81,22,3,3015,..,10,725,983,505,195,100,35,0,2555,..,55,328,170,72,9,3,0,0,647,..,4,31,51,39,18,6,4,0,154,1818,..,..,..,..,..,..,..,..,1818,..,227,..,..,..,..,..,..,..,227,..,128,48,11,3,0,0,0,0,193,..,18,23,8,0,20,16,7,0,89,..,9,23,6,0,0,0,0,0,40,..,8,19,7,4,0,0,0,0,39,..,3,52,42,30,30,18,4,0,171,16,16,10,13,4,3,0,0,0,59,1830,473,1255,1282,672,268,146,48,4,5980
UCL114013,..,32,23,6,7,12,5,4,3,99,..,33,47,34,62,97,110,158,73,602,13,10,8,6,8,5,10,4,6,71,777,392,572,435,381,426,371,329,111,3802,..,12,319,424,351,461,391,263,61,2279,..,135,342,135,89,53,36,7,0,803,..,24,104,108,74,42,29,31,14,430,1630,..,..,..,..,..,..,..,..,1630,..,187,..,..,..,..,..,..,..,187,..,202,78,35,45,28,4,0,0,385,..,58,31,3,22,36,21,18,5,208,..,23,15,3,5,3,0,0,0,54,..,77,70,14,14,32,21,14,3,251,..,62,123,83,115,171,189,209,91,1042,33,20,33,18,18,22,19,12,6,168,1658,806,1112,826,722,844,711,556,187,7428
UCL114014,..,6,11,4,0,10,4,3,0,30,..,0,8,4,14,35,42,43,23,169,3,11,4,0,0,0,0,0,0,29,712,382,363,479,445,379,216,112,34,3114,..,4,290,662,611,523,308,119,15,2528,..,54,217,139,121,67,15,0,0,614,..,0,11,40,90,48,15,8,8,223,1416,..,..,..,..,..,..,..,..,1416,..,339,..,..,..,..,..,..,..,339,..,329,108,37,14,11,3,0,0,500,..,6,12,10,6,13,17,14,5,81,..,12,7,3,0,0,3,0,0,32,..,15,13,4,5,10,9,3,0,54,..,4,22,13,31,80,65,71,23,308,10,18,7,10,3,7,0,0,0,57,1422,767,694,922,885,756,432,213,53,6151
UCL114015,..,26,23,21,8,16,15,0,0,117,..,24,47,23,53,127,151,202,98,740,20,20,11,11,11,10,8,3,3,107,834,526,584,481,453,521,525,416,159,4489,..,22,300,359,416,486,539,382,81,2584,..,208,277,151,103,73,40,12,0,866,..,39,145,150,112,68,48,27,22,609,1635,..,..,..,..,..,..,..,..,1635,..,263,..,..,..,..,..,..,..,263,..,266,90,58,45,26,7,0,0,492,..,87,38,18,22,29,32,18,9,241,..,29,36,10,13,8,4,0,0,101,..,65,79,46,19,36,33,7,0,282,..,72,124,91,127,235,253,272,126,1308,48,43,36,30,18,18,21,10,3,228,1682,1091,1126,905,888,986,959,727,240,8602
