UCL_CODE_2021,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
UCL322023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
UCL322024,0,0,0,0,0,0,0,0,0,4,0,4,7,0,0,0,9,6,0,18
UCL322025,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,0,3,12,0,11
UCL322026,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,8,0,0,13
UCL322027,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
UCL322028,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,5,0,12
UCL322029,0,0,0,0,0,0,0,0,0,6,3,0,9,0,0,0,9,11,0,20
UCL322030,0,0,0,0,0,0,0,0,0,0,7,3,7,0,0,0,7,11,0,17
UCL322031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL322032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
UCL322033,0,0,0,0,0,0,0,0,0,6,6,0,7,0,0,0,10,9,0,14
UCL322034,0,0,0,0,0,0,0,0,0,8,5,0,14,0,6,5,19,16,0,36
UCL322035,0,0,0,0,0,0,0,0,0,6,5,0,6,4,0,3,12,8,0,20
UCL322036,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,4,8,0,11
UCL322037,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,4,7,0,12
UCL322038,0,0,0,0,0,0,0,0,0,3,7,0,13,5,0,3,18,10,0,27
UCL322039,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,4,0,14
UCL322040,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5
UCL322041,0,0,0,0,0,0,0,0,0,4,3,0,11,0,0,0,9,22,0,33
UCL322042,0,0,0,0,0,0,0,0,0,7,4,0,6,0,0,0,6,6,0,12
UCL322043,0,0,0,0,0,0,0,0,0,7,5,0,7,0,0,0,7,0,0,8
UCL322044,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,6,3,0,10
UCL322045,0,0,0,0,0,0,0,0,4,3,4,0,4,0,0,0,9,4,0,15
UCL322046,0,0,0,0,0,0,0,0,0,13,4,0,11,0,0,0,13,9,0,26
UCL322047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL322048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL322049,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,4,0,8
UCL322050,0,0,0,0,0,0,0,0,5,10,5,0,16,0,0,0,16,0,0,18
UCL322051,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,5,4,0,11
UCL322052,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,5,0,3,10
UCL322053,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,0,0,7
UCL322054,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,5,4,0,3
UCL322055,0,0,0,0,0,0,0,0,0,9,0,3,11,0,0,0,11,8,0,20
UCL322056,0,0,0,0,0,0,0,0,0,8,3,0,9,0,0,0,9,11,0,22
UCL322057,0,0,0,0,0,0,0,0,0,10,6,0,14,0,0,0,14,8,0,24
UCL322058,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,4,0,0,8
UCL322059,0,0,0,0,0,0,0,0,0,9,3,0,6,0,0,0,9,14,0,27
UCL322060,0,0,0,0,0,0,0,0,0,0,5,5,8,0,0,0,7,20,0,26
UCL322061,0,0,0,0,0,0,0,0,0,8,3,0,13,0,0,0,15,23,0,37
UCL322062,0,0,0,0,0,0,0,0,0,9,5,0,13,0,0,0,13,0,0,16
UCL322063,0,0,0,0,0,0,0,0,0,7,3,0,9,0,0,0,9,0,0,11
UCL322064,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,9,0,0,4
UCL322065,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
UCL322066,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,4,4,0,11
UCL322067,0,0,0,0,0,0,0,0,4,5,0,4,9,0,0,0,9,7,0,20
UCL322068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6
UCL322069,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,6,0,14
UCL322070,0,0,0,0,0,0,0,0,0,4,6,0,8,0,0,0,8,14,0,19
UCL322071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
UCL322072,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,5,10,0,17
UCL322073,0,0,0,0,0,0,0,0,0,8,7,0,12,0,0,0,14,6,0,19
UCL322074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6
UCL322075,0,0,0,0,0,0,0,0,0,3,4,3,6,0,0,0,6,16,0,22
UCL322076,0,0,0,0,0,0,0,0,0,9,10,0,11,4,0,4,15,13,0,27
UCL322077,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,8,12,0,19
UCL322078,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,7
UCL322079,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,5,5,0,8
UCL322080,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,3,0,6
UCL322081,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,13,8,0,14
UCL322082,0,0,0,0,0,0,0,0,0,4,5,0,6,0,0,3,11,5,0,20
UCL322083,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,4,0,10
UCL322084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,22
UCL322085,0,0,0,0,0,0,0,0,0,3,4,0,11,0,0,0,10,8,0,18
UCL322086,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,5,10,0,9
UCL322087,0,0,0,0,0,0,0,0,0,3,4,3,10,0,3,3,12,0,0,13
UCL322088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,16
UCL322089,0,0,0,0,0,0,0,0,0,7,3,3,9,0,0,0,9,9,0,20
UCL322090,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,8,0,0,6
UCL322091,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,0,13
UCL322092,0,0,3,0,3,3,0,0,3,7,4,0,12,7,0,8,21,6,4,24
UCL322093,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,9
UCL322094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10
UCL322095,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,10,0,13
UCL322096,0,0,0,0,0,0,0,0,0,10,0,0,16,0,0,0,14,6,0,23
UCL322097,0,0,0,0,0,0,0,0,0,3,4,0,11,0,0,0,12,9,0,13
UCL322098,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,7,0,9
UCL322099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9
UCL322100,0,0,0,0,0,0,0,0,0,5,3,0,13,0,0,0,13,3,0,14
UCL322101,0,0,0,0,0,0,0,0,0,11,5,0,11,0,0,0,11,3,0,16
UCL322102,0,0,0,0,0,0,3,0,3,4,0,0,4,5,0,5,8,25,0,34
UCL322103,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,0,5,9,0,11
UCL322104,0,0,0,0,0,0,0,0,0,10,6,0,14,0,0,0,17,5,0,22
UCL322105,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,6,10,0,14
UCL322106,0,0,0,0,0,0,0,0,0,10,0,0,13,0,0,0,13,9,0,25
UCL322107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL322108,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,10
UCL322109,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,3,5,0,0,9
UCL322110,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,3,13,11,0,19
UCL322111,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,13,9,0,17
UCL322112,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,6,9,0,13
UCL322113,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,20,0,29
UCL322114,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,11,5,0,18
UCL322115,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,9,3,0,11
UCL322116,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,4,4,0,11
UCL322117,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,4,0,8
UCL322118,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,3,0,0,6
UCL322119,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4
UCL322120,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,11,8,0,22
UCL322121,0,0,0,0,0,0,0,0,0,6,9,0,14,3,3,4,14,13,0,35
UCL322122,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,4,4,0,10
UCL322123,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,10,5,0,13
UCL322124,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,4
UCL322125,0,0,0,0,0,0,0,0,0,8,9,3,13,0,0,0,15,18,0,37
UCL322126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL322127,0,0,0,0,0,0,0,0,0,9,3,0,7,0,0,0,7,7,0,21
UCL322128,0,0,0,0,0,0,0,5,3,4,4,0,14,0,0,4,19,15,3,45
UCL322129,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,8,4,0,5
UCL322130,0,0,0,0,0,0,0,0,0,5,3,0,10,0,0,0,13,7,0,20
UCL322131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
UCL322132,0,0,0,0,0,0,0,0,0,4,6,0,11,0,0,0,9,13,0,21
UCL322133,0,0,0,0,0,0,0,0,0,3,7,0,3,4,0,4,8,11,0,21
UCL322134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
UCL322135,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,3,7,18,0,27
UCL322136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3
UCL322137,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9
UCL322138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,15
UCL322139,0,0,0,0,0,0,0,0,0,6,5,0,12,3,0,3,15,13,0,24
UCL331001,35,78,3,5,8,90,99,131,321,3625,2768,597,6987,283,246,531,7514,5568,243,13328
UCL379997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL399994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL401001,65,162,12,13,25,191,234,239,660,17779,13609,1727,33114,1220,1328,2546,35657,22195,508,58358
UCL412001,0,3,0,0,0,3,6,5,19,543,410,70,1019,38,36,71,1092,514,15,1620
UCL412002,0,4,0,0,0,4,4,0,10,369,331,30,735,13,17,29,763,293,9,1056
UCL412003,0,3,0,0,0,3,12,4,19,374,395,48,822,33,33,64,884,470,15,1365
UCL412004,5,6,3,0,3,9,17,6,33,276,268,45,585,40,40,78,665,509,15,1196
UCL413001,0,0,0,0,0,0,0,0,4,190,146,14,354,5,11,21,368,119,0,492
UCL413002,0,3,0,0,0,4,8,3,15,225,213,27,464,39,21,57,525,400,7,938
UCL413003,0,0,0,0,0,5,10,9,19,166,129,30,324,22,29,47,373,310,15,699
UCL413004,0,0,0,0,0,0,3,10,12,154,218,25,390,12,11,25,418,292,17,724
UCL413005,0,0,0,0,0,0,14,13,26,169,189,19,373,28,24,53,426,376,22,825
UCL413006,0,0,0,0,0,0,0,0,9,140,233,26,403,10,14,19,419,294,4,713
UCL414001,0,0,0,0,0,0,3,0,4,64,94,13,173,9,0,9,177,138,7,322
UCL414002,0,0,0,0,0,0,0,0,0,93,85,19,190,4,3,4,197,54,0,247
UCL414003,0,0,0,0,0,0,0,0,0,61,55,4,113,5,4,3,120,57,0,178
UCL414004,0,0,0,0,0,0,0,0,3,87,84,5,175,7,6,13,189,76,0,271
UCL414005,0,3,0,0,0,3,0,0,3,92,90,14,195,0,7,9,202,100,0,304
UCL415001,0,0,0,0,0,0,0,0,0,30,29,0,62,4,0,3,68,36,0,97
UCL415002,0,0,0,0,0,0,0,0,0,40,20,4,55,0,0,0,61,23,0,85
UCL415003,0,0,0,0,0,0,0,0,0,11,34,0,40,0,0,4,48,39,0,84
UCL415004,0,0,0,0,0,0,0,0,0,22,25,3,45,0,5,0,48,26,0,75
UCL415005,0,0,0,0,0,0,0,0,0,15,20,8,47,3,3,10,47,52,0,107
UCL415006,0,0,0,0,0,0,0,0,5,59,71,4,138,9,8,18,156,109,8,273
UCL415007,0,0,0,0,0,0,0,0,0,28,36,4,70,3,0,0,72,29,0,101
UCL415008,0,0,0,0,0,0,0,0,0,42,22,0,69,3,4,5,71,41,3,116
UCL415009,0,0,0,0,0,0,0,0,0,30,50,0,87,3,8,5,100,37,5,139
UCL415010,0,0,0,0,0,0,0,3,5,4,8,0,14,3,0,3,18,29,6,50
UCL415011,0,0,0,0,0,0,0,0,0,10,24,0,30,0,0,0,29,17,0,47
UCL415012,0,5,0,0,0,5,0,0,5,38,34,3,71,0,6,0,73,28,0,108
UCL415013,0,0,0,0,0,0,0,0,0,28,23,0,55,0,0,3,52,18,0,71
UCL415014,0,0,0,0,0,0,0,0,0,16,10,0,23,0,0,0,23,20,0,44
UCL415015,0,0,0,0,0,0,4,3,10,40,75,7,125,8,8,10,141,97,8,242
UCL415016,0,0,0,0,0,0,0,0,0,27,40,9,72,5,0,5,78,59,0,140
UCL415017,0,0,0,0,0,0,0,0,0,15,15,3,35,0,0,0,32,24,0,57
UCL415018,0,0,0,0,0,0,0,0,3,14,17,0,32,0,0,0,32,12,0,49
UCL415019,0,0,0,0,0,0,0,3,3,20,12,0,36,0,0,0,37,32,0,67
UCL415020,0,0,0,0,0,0,0,0,0,29,19,3,58,0,0,3,60,28,0,85
UCL415021,0,0,0,0,0,0,4,0,8,53,42,4,101,3,0,5,109,69,0,173
UCL415022,0,5,0,0,0,5,0,0,5,26,21,3,51,0,4,9,56,15,0,71
UCL415023,0,0,0,0,0,0,0,0,0,6,5,0,10,0,0,0,16,29,0,38
UCL415024,0,0,0,0,0,0,0,0,0,15,42,3,61,7,0,10,70,63,8,139
UCL415025,0,0,0,0,0,0,0,0,0,5,11,5,23,0,0,0,23,7,0,32
UCL415026,0,0,0,0,0,0,0,0,0,38,36,0,70,7,0,9,83,43,0,126
UCL415027,0,0,0,0,0,0,0,0,0,13,13,0,28,0,0,0,28,17,0,39
UCL415028,0,0,0,0,0,0,0,0,0,8,11,0,23,0,0,0,23,12,0,33
UCL415029,3,3,0,0,0,3,0,3,3,50,56,15,116,8,0,10,125,93,3,222
UCL415030,7,7,0,0,0,7,5,0,11,34,31,10,79,6,7,12,90,69,4,161
UCL415031,0,0,0,0,0,0,0,0,0,15,15,0,25,0,0,0,26,14,0,43
UCL415032,0,3,0,0,0,3,0,0,3,17,25,0,43,3,0,3,44,29,0,71
UCL415033,0,0,0,0,0,0,0,0,0,12,15,0,24,0,0,0,24,19,0,45
UCL415034,0,0,0,0,0,0,0,0,0,13,16,0,27,0,0,0,33,14,0,43
UCL415035,0,0,0,0,0,0,0,0,0,10,16,6,29,0,5,5,33,44,0,81
UCL415036,0,0,0,0,0,0,0,0,0,10,11,0,16,0,0,0,16,13,0,29
UCL415037,0,0,0,0,0,0,0,0,6,66,76,7,143,3,7,18,157,103,3,265
UCL415038,0,0,0,0,0,0,0,0,0,8,8,4,18,0,0,0,18,7,0,27
UCL415039,0,0,0,0,0,0,0,0,0,58,15,4,71,0,0,0,75,11,0,90
UCL415040,0,0,0,0,0,0,0,0,0,10,28,4,44,4,4,6,46,45,0,87
UCL415041,0,0,0,0,0,0,0,0,0,67,45,3,121,0,5,3,127,34,0,157
UCL415042,0,0,0,0,0,0,0,0,0,16,18,0,37,0,0,0,37,11,0,47
UCL415043,0,0,0,0,0,0,4,0,5,29,18,0,53,0,0,0,54,51,0,106
UCL415044,0,0,0,0,0,0,0,0,0,25,17,0,36,0,4,6,42,16,0,58
UCL415045,0,0,0,0,0,0,0,0,0,20,20,3,40,4,0,4,42,29,0,69
UCL415046,0,0,0,0,0,0,0,0,7,29,50,7,82,11,7,14,98,104,4,204
UCL415047,0,0,0,0,0,0,0,0,0,26,29,5,58,3,4,10,65,25,0,90
UCL415048,0,0,0,0,0,0,0,0,0,30,36,0,67,0,0,0,68,18,0,82
UCL415049,0,0,0,0,0,0,0,0,0,21,35,0,57,0,0,0,54,17,0,74
UCL421001,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,12,14,0,27
UCL421002,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,0,6,3,0,13
UCL421003,0,0,0,0,0,0,0,0,0,13,11,0,25,0,0,0,29,6,0,35
UCL421004,0,0,0,0,0,0,0,0,0,0,15,0,20,0,0,0,21,9,0,27
UCL421005,0,0,0,0,0,0,0,0,0,8,11,0,17,0,0,0,17,6,0,22
UCL421006,0,0,0,0,0,0,0,0,0,7,3,0,14,0,0,0,14,8,0,18
UCL421007,0,0,0,0,0,0,0,0,5,4,5,0,11,0,0,0,11,7,0,20
UCL421008,0,0,0,0,0,0,0,0,0,3,0,4,9,0,0,0,9,17,0,26
UCL421009,0,0,0,0,0,0,0,0,0,10,9,0,16,0,3,4,20,0,0,25
UCL421010,0,0,0,0,0,0,0,0,0,10,5,0,10,0,0,0,8,10,0,19
UCL421011,0,0,0,0,0,0,0,0,0,3,10,0,14,0,0,4,15,9,0,27
UCL421012,0,0,0,0,0,0,0,0,0,3,8,0,13,0,0,0,13,14,0,26
UCL421013,0,0,0,0,0,0,0,0,0,9,6,3,24,0,0,0,19,12,0,36
UCL421014,0,0,0,0,0,0,0,0,0,6,10,0,17,0,0,0,17,6,0,29
UCL421015,0,0,0,0,0,0,0,0,0,5,10,0,13,0,4,3,16,20,0,42
UCL421016,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,8,0,4,12
UCL421017,0,0,0,0,0,0,0,0,0,8,7,0,12,0,0,0,12,0,0,20
UCL421018,0,0,0,0,0,0,0,0,3,10,12,0,18,0,0,0,23,13,6,39
UCL421019,0,0,0,0,0,0,0,0,0,5,4,0,6,0,0,0,6,0,0,12
UCL421020,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,10,12,0,15
UCL421021,0,0,0,0,0,0,0,0,0,6,9,0,10,0,0,0,11,6,0,18
UCL421022,0,0,0,0,0,0,0,0,0,10,20,0,23,0,0,0,27,8,0,32
UCL421023,0,0,0,0,0,0,0,0,0,16,13,4,30,0,0,0,30,12,0,40
UCL421024,0,0,0,0,0,0,3,0,3,7,0,6,16,0,0,0,18,15,0,31
UCL421025,0,0,0,0,0,0,0,0,0,5,15,0,18,0,0,0,19,12,0,33
UCL421026,0,0,0,0,0,0,0,0,0,6,0,0,16,0,0,0,13,8,0,25
UCL421027,0,0,0,0,0,0,0,0,0,9,8,0,14,0,0,0,18,20,0,34
UCL421028,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,5,0,0,6
UCL421029,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,7,4,0,12
UCL421030,0,0,0,0,0,0,0,0,0,5,10,4,10,0,0,0,10,4,0,14
UCL421031,0,0,0,0,0,0,0,0,0,7,3,0,15,0,0,0,15,12,0,26
UCL421032,0,0,0,0,0,0,0,0,0,3,5,0,9,0,0,0,9,13,4,29
UCL421033,0,0,0,0,0,0,0,0,0,4,9,0,14,6,3,7,18,20,0,35
UCL421034,0,0,0,0,0,0,0,0,0,11,10,0,20,0,3,3,27,23,0,50
UCL421035,0,0,0,0,0,0,0,0,4,7,14,0,23,0,0,0,23,23,0,49
UCL421036,0,0,0,0,0,0,0,0,0,9,9,0,23,0,0,0,19,10,0,32
UCL421037,0,0,0,0,0,0,0,0,0,9,5,0,16,0,0,0,17,13,0,29
UCL421038,0,0,0,0,0,0,0,0,0,12,13,0,24,0,0,0,25,11,0,29
UCL421039,0,0,0,0,0,0,0,0,0,10,3,0,16,0,0,0,14,8,0,23
UCL421040,0,0,0,0,0,0,0,0,0,6,8,0,15,0,0,0,18,5,0,20
UCL421041,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,0,13,3,0,13
UCL421042,0,0,0,0,0,0,0,0,0,3,10,0,16,0,0,3,13,13,0,26
UCL421043,0,0,0,0,0,0,3,0,4,0,3,0,6,0,0,0,6,8,0,12
UCL422001,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,7,7,0,14
UCL422002,0,0,0,0,0,0,3,4,4,0,15,3,15,0,0,0,19,12,4,34
UCL422003,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,6,0,0,6
UCL422004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10
UCL422005,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,3,0,0,9
UCL422006,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,6,7,0,14
UCL422007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,7
UCL422008,0,0,0,0,0,0,0,0,0,4,8,4,10,0,0,0,14,6,0,23
UCL422009,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,6,4,0,7
UCL422010,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,7,0,0,7
UCL422011,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,4,3,6,0,11
UCL422012,0,0,0,0,0,0,0,0,0,7,5,4,18,0,0,0,18,6,0,26
UCL422013,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,7
UCL422014,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,4,0,0,4
UCL422015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
UCL422016,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,4,0,8
UCL422017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,15
UCL422018,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,10
UCL422019,0,0,0,0,0,0,0,0,0,6,3,4,14,0,0,0,14,9,0,21
UCL422020,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,8,0,0,10
UCL422021,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,5
UCL422022,0,0,0,0,0,0,0,3,3,0,10,0,5,0,0,0,6,13,3,24
UCL422023,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,11,9,3,16
UCL422024,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,3,4,14,0,21
UCL422025,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,8,0,9
UCL422026,0,0,0,0,0,0,0,0,0,3,6,0,10,0,0,0,10,4,0,11
UCL422027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL422028,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,8
UCL422029,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,4,8,10,0,19
UCL422030,0,0,0,0,0,0,0,0,0,5,3,0,7,3,4,6,11,6,0,23
UCL422031,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,8,0,14
UCL422032,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,10,0,0,11
UCL422033,0,0,0,0,0,0,0,0,0,6,5,0,3,0,0,0,3,4,0,12
UCL422034,0,0,0,0,0,0,0,0,0,9,3,0,11,0,0,0,11,0,0,9
UCL422035,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,7,9,0,10
UCL422036,0,0,0,0,0,0,0,0,4,3,0,0,5,0,0,0,9,15,0,25
UCL422037,0,0,0,0,0,0,0,0,0,3,3,0,9,0,3,3,9,3,0,13
UCL422038,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,10,0,15
UCL422039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
UCL422040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5
UCL422041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8
UCL422042,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,8,4,4,11
UCL422043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL422044,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,6,0,11
UCL422045,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,3,3,0,9
UCL422046,0,0,0,0,0,0,0,0,0,5,9,5,12,0,0,0,16,11,0,24
UCL422047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL422048,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,4,5,11,0,19
UCL422049,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,6,4,0,12
UCL422050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10
UCL422051,0,0,0,0,0,0,0,0,0,6,8,0,21,0,0,0,21,8,0,24
UCL422052,0,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,6,0,0,7
UCL422053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10
UCL422054,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,4,0,7
UCL422055,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,4,10,12,0,22
UCL422056,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,10
UCL422057,0,0,0,0,0,0,0,0,0,3,6,0,11,0,0,0,11,4,0,17
UCL422058,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,3,7,0,16
UCL422059,0,0,0,0,0,0,0,0,0,3,6,0,9,0,0,0,13,0,0,10
UCL422060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
UCL422061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL422062,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,9,0,0,9
UCL422063,0,0,0,0,0,0,5,0,3,3,3,0,3,3,0,3,4,12,0,17
UCL431001,11,29,0,4,0,32,37,29,91,1116,856,143,2116,73,53,126,2246,1382,52,3680
UCL479997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL499994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL501001,133,272,17,21,34,309,290,449,1050,28161,20268,2610,51041,1959,2149,4104,55145,27632,809,83590
UCL511001,3,13,0,0,0,13,16,10,39,1103,918,141,2161,75,89,162,2327,1169,19,3519
UCL512001,3,3,0,0,0,3,7,8,18,378,392,46,809,22,26,42,859,518,18,1390
