UCL_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
UCL321046,5,0,0,0,0,5,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,17,0,0,0,0,17,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,74,0,0,0,0,74
UCL321047,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,18,0,0,0,0,19,42,0,0,0,0,42,18,0,0,0,0,18,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,116,0,0,0,0,115
UCL321048,5,0,0,0,0,5,4,0,0,0,0,4,8,0,0,0,0,8,6,0,0,0,0,6,10,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35
UCL321049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,12,0,0,0,0,12,47,0,0,0,0,44,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,108,0,0,0,0,111
UCL321050,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,11,0,0,0,0,11,34,0,0,0,0,34,11,0,0,0,0,11,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,89,0,0,0,0,89
UCL321051,4,0,0,0,0,4,5,0,0,0,0,5,6,0,0,0,0,6,6,0,0,0,0,7,10,0,0,0,0,16,19,0,0,0,0,19,14,0,0,0,0,14,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,11,84,0,0,0,0,85
UCL321052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
UCL321053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12
UCL321054,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,8,0,0,0,0,8,16,0,0,0,0,16,16,0,0,0,0,16,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,72,0,0,0,0,72
UCL321055,0,0,0,0,0,0,5,0,0,0,0,5,9,4,0,0,0,9,14,0,0,0,0,14,11,4,0,0,0,11,11,0,0,0,0,14,3,4,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,58,16,0,0,0,70
UCL321056,8,0,0,0,0,7,6,0,0,0,0,6,8,0,0,0,0,8,13,0,0,0,0,13,13,0,0,0,0,19,17,0,0,0,0,17,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,72,4,0,0,0,78
UCL321057,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,11,0,0,0,0,11,7,0,0,0,0,7,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,46,0,0,0,0,51
UCL321058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,10,0,0,0,0,10,41,0,0,0,0,41,29,0,0,0,0,29,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,3,12,0,0,0,0,12,124,0,0,4,0,126
UCL321059,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,6,0,0,0,0,6,20,0,0,0,0,20,21,0,0,0,0,21,39,0,0,0,0,39,31,0,0,0,0,31,14,0,0,0,0,14,19,0,0,0,0,19,11,0,0,0,0,11,176,0,0,0,0,176
UCL321060,3,0,0,0,0,3,10,0,0,0,0,10,0,0,0,0,0,0,12,0,0,0,0,12,5,0,0,0,0,5,20,0,0,0,0,20,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,67
UCL321061,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,6,13,0,0,0,0,13,14,0,0,0,0,14,10,0,0,0,0,11,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,59,0,0,0,0,67
UCL321062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL321063,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,3,0,0,0,0,3,19,0,0,0,0,19,15,0,0,0,0,15,26,0,0,0,0,26,11,0,0,0,0,11,13,0,0,0,0,13,17,0,0,0,0,17,12,0,0,0,0,12,139,0,3,0,0,138
UCL321064,10,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,8,0,0,0,0,8,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,44,0,0,0,0,47
UCL321065,8,0,0,0,0,8,6,0,0,0,0,6,10,0,0,0,0,10,11,0,0,0,0,11,16,0,0,0,0,16,65,0,0,0,0,65,50,0,0,0,0,50,30,0,0,0,0,30,7,0,0,0,0,7,9,0,0,0,0,9,0,0,0,0,0,0,10,0,0,0,0,10,218,0,0,0,0,218
UCL321066,8,0,0,0,0,8,4,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,7,11,0,0,0,0,11,12,0,0,0,0,12,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,52,0,0,0,0,52
UCL321067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL321068,8,0,0,0,0,8,10,0,0,0,0,10,0,0,0,0,0,0,14,0,0,0,0,14,11,0,0,0,0,11,25,0,0,0,0,25,49,0,0,0,0,49,44,0,0,0,0,44,12,0,0,0,0,12,9,0,0,0,0,9,4,0,0,0,0,4,11,0,0,0,0,11,186,0,0,0,0,186
UCL321069,9,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,14,0,0,0,0,14,23,0,0,0,0,23,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,7,0,0,0,0,7,88,0,0,0,0,92
UCL321070,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,37,0,0,0,0,37,27,0,0,0,0,27,28,0,0,0,0,28,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,132,0,0,0,0,132
UCL321071,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,13,0,0,0,0,13,23,0,0,0,0,23,33,0,0,0,0,33,9,0,0,0,0,9,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,92,0,0,0,0,92
UCL321072,9,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,37,0,0,0,0,37,60,0,0,0,0,60,35,0,0,0,0,31,6,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,8,174,3,0,0,0,173
UCL321073,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,20,0,0,0,0,19,19,0,0,0,0,19,5,0,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,4,0,3,0,0,7,71,3,3,0,0,78
UCL321074,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,11,0,0,0,0,11,9,0,0,0,0,9,15,0,0,0,0,15,12,0,0,0,0,12,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,62,0,0,0,0,60
UCL321075,14,0,0,0,0,14,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,32,0,0,0,0,32,80,0,0,0,0,80,66,0,0,0,0,66,18,0,0,0,0,18,16,0,0,0,0,16,11,0,0,0,0,11,264,0,0,0,0,264
UCL321076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL321077,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,9,0,0,0,0,9,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,37
UCL321078,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,16,0,0,0,0,16,23,0,0,0,0,23,28,0,0,0,0,28,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,10,90,0,0,0,0,90
UCL321079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,6,0,0,0,0,4,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,25,0,0,0,0,23
UCL321080,14,0,0,0,0,14,14,0,0,0,0,14,6,0,0,0,0,6,16,0,0,0,0,16,12,0,0,0,0,17,64,0,0,0,4,74,84,0,0,0,0,83,62,0,0,0,0,62,14,0,0,0,0,14,6,0,0,0,0,6,4,0,0,0,0,4,16,0,0,0,0,16,319,0,0,5,4,325
UCL321081,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,12,0,0,0,0,12,15,0,0,0,0,15,21,0,0,0,0,21,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,12,0,0,0,0,12,88,0,0,0,0,88
UCL321082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,9,10,0,0,0,0,10,24,0,0,0,0,24,23,0,0,0,0,23,6,0,0,0,0,6,3,0,0,0,0,3,5,0,0,0,0,5,7,0,0,0,0,7,93,0,0,0,0,93
UCL321083,6,0,0,0,0,6,5,0,0,0,0,5,9,0,0,0,0,9,15,0,0,0,0,15,16,0,0,0,0,16,49,0,0,0,0,49,85,0,0,0,0,81,52,0,0,0,0,52,5,0,0,0,0,5,4,0,0,0,0,4,4,0,0,0,0,4,10,0,0,0,0,12,268,0,0,0,0,271
UCL321084,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,12,10,0,0,0,0,13,11,0,3,0,0,15,0,0,6,0,0,7,11,0,0,0,0,10,0,0,0,0,0,4,5,0,0,0,0,3,53,8,9,0,0,72
UCL321085,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,3,0,0,0,0,3,10,0,0,0,0,10,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,33,0,0,0,0,33
UCL321086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL321087,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,11,0,0,0,0,11,4,0,0,0,0,4,15,0,0,0,0,15,4,0,0,0,0,4,12,0,0,0,0,12,14,0,0,0,0,14,9,0,0,0,0,8,79,0,0,0,0,83
UCL321088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,7,10,0,0,0,0,10,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,37,0,0,0,0,43
UCL321089,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,20,0,0,0,0,22
UCL321090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,11,0,0,0,0,11,15,0,0,0,0,15,15,0,0,0,0,15,12,0,0,0,0,12,4,0,0,0,0,4,10,0,0,0,0,11,83,0,3,0,0,85
UCL321091,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,25
UCL321092,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,16,0,0,0,0,16,10,0,0,0,0,10,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,56,0,0,0,0,56
UCL321093,14,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,6,0,0,0,0,6,26,0,0,0,0,26,25,0,0,0,0,25,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,101,0,0,0,0,101
UCL321094,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,21,0,0,0,0,21,30,0,0,0,0,30,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,99,0,0,0,0,99
UCL321095,5,0,0,0,0,5,3,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,4,3,0,0,0,0,3,27,3,0,0,0,25,12,0,0,0,0,13,22,0,0,0,0,18,3,0,0,0,0,3,6,0,0,0,0,9,5,0,0,0,0,7,9,0,0,0,0,9,95,8,0,0,0,109
UCL321096,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,14,0,0,0,0,14,8,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,55
UCL321097,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,6,8,0,0,0,0,8,28,0,0,0,0,28,40,0,0,0,0,40,45,0,0,0,0,45,14,0,0,0,0,15,3,0,0,0,0,3,8,0,0,0,0,8,14,0,0,0,0,14,172,0,0,0,0,173
UCL321098,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,5,0,0,0,0,5,27,0,0,0,0,27,20,0,0,0,0,20,11,0,0,0,0,11,11,0,0,0,0,11,9,0,0,0,0,9,89,0,0,0,0,89
UCL321099,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,10,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,36
UCL321100,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,6,0,0,0,0,6,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,33,0,0,0,0,33
UCL321101,4,0,0,0,0,4,3,0,0,0,0,3,8,0,0,0,0,8,8,0,0,0,0,8,10,0,0,0,0,10,10,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,53,0,0,0,0,53
UCL321102,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,5,20,0,0,0,0,20,27,0,0,0,0,27,36,0,0,0,0,36,7,0,0,0,0,7,8,0,0,0,0,8,3,0,0,0,0,3,7,0,0,0,0,7,138,0,0,0,0,138
UCL321103,19,0,0,0,0,19,6,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,10,11,0,0,0,0,11,42,0,0,0,0,42,39,0,0,0,0,39,22,0,0,0,0,22,8,0,0,0,0,8,5,0,0,0,0,5,5,0,0,0,0,5,9,0,0,0,0,9,178,0,0,0,0,182
UCL321104,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL321105,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,9,0,0,0,0,9,37,0,0,0,0,37,43,0,0,0,0,43,56,0,0,0,0,56,15,0,0,0,0,15,10,0,0,0,0,10,7,0,0,0,0,7,14,0,0,0,0,14,204,0,0,0,0,204
UCL321106,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,11,0,0,0,0,11,30,0,0,0,0,30,44,0,0,0,0,43,18,0,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,11,0,0,0,0,11,140,0,0,6,0,147
UCL321107,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,14,0,0,0,0,14,26,0,0,0,0,26,17,0,0,0,0,17,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,82,0,0,0,0,81
UCL321108,6,0,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,14,0,0,0,0,14,21,0,0,0,0,21,12,0,0,0,0,12,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,65,0,0,0,0,65
UCL321109,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,15,0,0,0,0,15,10,0,0,0,0,9,21,0,0,0,0,21,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,5,0,77
UCL321110,5,0,0,0,0,5,4,0,0,0,0,4,8,0,0,0,0,8,5,0,0,0,0,5,13,0,0,0,0,13,10,0,0,0,0,10,15,0,0,0,0,17,33,0,0,0,0,33,11,0,0,0,0,11,9,0,0,0,0,9,5,0,0,0,0,5,6,0,0,0,0,6,121,0,0,0,0,123
UCL321111,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,20,0,0,0,0,20,22,0,0,0,0,24,10,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,3,5,0,0,0,0,9,95,0,0,3,0,99
UCL321112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL321113,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,7,24,0,0,0,0,24,24,0,0,0,0,24,14,0,0,0,0,14,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8,93,0,0,0,0,97
UCL321114,6,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,6,18,0,0,0,0,17,16,0,0,0,0,16,16,0,0,0,0,16,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,80
UCL322001,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,15,0,0,0,0,15,20,0,0,0,0,20,9,0,0,0,0,9,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,67,0,0,0,0,67
UCL322002,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
UCL322003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
UCL322004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,6,4,0,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,35
UCL322005,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
UCL322006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,18
UCL322007,7,0,0,0,0,7,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
UCL322008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,6,0,0,0,0,6,7,0,0,0,0,7,8,0,0,0,0,8,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30
UCL322009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,14
