UCL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
UCL321111,40,10,14,9,17,14,9,4,0,110,175,70,78,76,115,136,151,52,10,860
UCL321112,65,14,12,7,5,4,0,0,0,100,362,172,172,98,108,69,36,8,0,1019
UCL321113,22,8,5,15,14,25,14,4,0,102,111,63,64,98,84,123,77,23,4,651
UCL321114,25,5,5,7,16,20,14,24,5,117,150,79,60,70,107,136,180,126,29,932
UCL322001,4,5,3,0,4,6,0,0,0,32,66,39,25,43,51,74,41,16,0,352
UCL322002,5,5,6,0,3,7,5,4,3,33,35,21,40,18,44,44,32,24,7,259
UCL322003,3,0,0,0,3,11,3,8,0,28,18,14,6,11,23,37,39,25,5,171
UCL322004,11,8,5,5,10,5,8,9,4,69,40,29,30,37,57,77,107,43,7,425
UCL322005,0,0,0,0,0,5,0,0,0,9,45,20,23,26,31,41,26,15,0,226
UCL322006,3,4,0,0,5,5,0,5,0,24,13,5,9,26,19,65,68,37,8,248
UCL322007,7,0,7,7,6,7,8,5,0,43,58,18,41,26,46,65,41,27,9,328
UCL322008,3,3,0,5,0,0,0,0,0,19,53,28,19,35,30,26,27,15,0,225
UCL322009,6,5,0,6,4,6,0,10,5,36,37,18,31,30,28,47,18,37,12,260
UCL322010,3,0,5,5,10,12,13,6,0,52,13,17,21,19,67,99,113,37,3,384
UCL322011,4,0,0,3,3,8,3,0,0,40,54,26,38,63,58,97,80,22,3,440
UCL322012,0,0,3,6,0,11,10,8,0,38,34,21,21,36,34,64,77,61,13,349
UCL322013,10,5,10,7,4,7,0,0,0,48,115,56,70,73,52,62,32,20,3,487
UCL322014,0,0,5,0,0,3,6,0,4,16,44,24,16,29,28,33,44,23,9,246
UCL322015,7,5,0,3,13,5,5,0,0,38,65,22,18,42,62,80,57,20,9,367
UCL322016,4,0,0,0,3,0,8,0,0,18,25,18,23,23,47,47,27,8,0,229
UCL322017,4,0,0,0,0,3,0,0,0,14,64,38,32,15,16,22,6,0,0,199
UCL322018,7,0,0,0,8,10,24,4,0,56,50,19,8,40,50,109,181,43,3,497
UCL322019,0,0,3,5,7,13,6,0,3,29,21,10,14,23,46,88,90,34,13,336
UCL322020,3,0,10,6,9,4,0,0,0,29,52,23,27,27,32,26,25,12,0,218
UCL322021,0,0,3,0,0,3,4,0,0,16,10,0,11,8,12,30,52,18,5,150
UCL322022,0,6,0,4,0,3,5,5,0,21,25,29,26,11,19,20,19,8,3,167
UCL322023,6,3,4,3,7,7,3,3,0,34,44,32,20,28,63,102,98,33,5,430
UCL322024,4,7,0,9,0,3,6,0,0,36,83,44,44,72,66,74,77,40,6,500
UCL322025,8,3,5,0,0,4,0,0,0,27,39,19,23,15,18,24,16,0,0,152
UCL322026,12,3,9,0,0,4,0,3,0,35,45,18,34,17,38,36,24,25,0,238
UCL322027,8,3,0,5,6,4,0,0,0,19,28,9,11,16,30,25,25,9,5,150
UCL322028,0,0,0,0,7,4,0,0,0,15,19,22,19,18,23,37,35,24,10,208
UCL322029,8,6,5,0,4,9,0,0,0,37,75,33,58,31,27,27,14,11,0,279
UCL322030,10,5,3,8,3,12,6,3,4,49,51,31,35,36,31,67,66,38,8,358
UCL322031,0,0,3,3,3,3,0,0,0,21,43,12,23,28,37,74,66,25,5,307
UCL322032,4,0,0,0,0,0,0,0,0,3,12,11,0,13,21,19,25,9,0,93
UCL322033,19,0,0,3,0,0,0,0,0,23,56,18,23,12,13,13,3,0,0,131
UCL322034,15,5,7,0,6,3,6,4,3,54,67,40,36,22,53,46,42,41,10,366
UCL322035,4,4,4,0,11,3,4,0,0,37,57,32,36,26,52,63,47,28,8,364
UCL322036,0,0,5,0,3,4,6,3,3,26,37,29,41,40,54,115,111,71,3,500
UCL322037,0,0,0,5,10,8,0,4,0,16,45,16,27,10,36,29,26,14,9,192
UCL322038,12,10,4,7,16,0,9,8,3,73,83,37,30,46,48,60,68,40,8,426
UCL322039,12,4,3,0,5,4,3,0,0,34,43,24,28,26,31,43,29,17,7,245
UCL322040,14,0,9,6,7,7,0,3,0,45,94,58,35,65,85,51,25,13,0,423
UCL322041,7,0,3,0,3,5,9,0,0,26,94,41,55,39,31,39,23,5,5,326
UCL322042,5,0,7,0,3,9,0,0,0,20,75,22,49,53,28,35,26,15,0,296
UCL322043,14,12,3,0,9,9,0,0,0,43,57,43,33,28,49,57,18,15,3,303
UCL322044,4,4,5,3,7,7,9,3,0,48,55,8,20,30,35,33,32,27,3,250
UCL322045,9,10,0,3,8,3,4,0,0,39,64,47,22,36,61,73,63,20,8,395
UCL322046,14,13,11,7,3,0,3,4,0,54,70,103,47,33,50,52,41,9,5,418
UCL322047,0,8,6,0,0,5,0,0,0,10,0,8,25,0,9,11,0,0,0,67
UCL322048,5,0,7,8,11,3,3,5,0,39,46,11,36,23,35,27,24,9,6,222
UCL322049,0,0,3,6,0,3,5,0,0,20,32,23,27,30,36,43,48,29,0,272
UCL322050,17,7,27,14,19,12,3,0,0,105,106,43,84,96,83,53,11,0,0,477
UCL322051,4,4,0,3,4,3,3,0,0,16,30,24,19,24,37,29,47,7,3,222
UCL322052,4,0,0,6,0,0,0,7,0,18,31,26,19,24,24,31,23,15,3,202
UCL322053,0,5,8,4,5,13,9,9,0,42,47,26,42,35,47,97,61,29,6,389
UCL322054,6,5,0,9,14,15,5,5,0,55,25,26,13,37,52,98,59,33,3,334
UCL322055,3,4,3,3,0,0,7,0,3,26,47,31,17,27,41,85,91,40,5,390
UCL322056,0,0,0,0,0,0,0,0,0,3,89,50,31,26,40,12,8,9,0,261
UCL322057,13,3,0,4,4,3,3,0,0,32,106,66,49,66,58,68,48,27,0,490
UCL322058,0,0,0,4,6,3,11,5,6,28,31,19,12,28,43,108,113,39,15,390
UCL322059,0,0,0,5,11,3,0,0,0,18,79,39,54,27,38,24,10,0,0,275
UCL322060,15,8,0,7,5,14,7,0,0,53,74,42,19,49,56,103,79,28,11,467
UCL322061,36,12,7,5,3,0,4,3,0,76,218,94,73,45,13,31,22,4,0,493
UCL322062,14,4,6,0,3,8,4,0,0,40,60,27,43,21,38,46,40,16,10,301
UCL322063,5,9,10,10,8,9,8,3,0,63,74,44,59,45,39,58,34,12,5,377
UCL322064,15,5,5,6,3,0,0,0,0,38,46,34,26,33,37,49,35,17,0,276
UCL322065,16,5,6,7,11,5,4,0,0,58,54,22,25,21,32,38,20,19,3,234
UCL322066,0,0,0,3,0,5,13,6,0,28,10,10,9,14,22,68,74,26,0,240
UCL322067,6,8,8,7,10,10,3,10,0,64,41,28,41,46,78,125,84,44,6,487
UCL322068,0,0,0,0,0,4,3,0,0,12,47,19,31,26,29,43,49,21,5,272
UCL322069,6,7,0,3,7,8,5,3,0,37,29,24,19,23,52,72,73,55,8,346
UCL322070,6,0,6,7,8,8,3,3,4,49,73,23,27,39,63,75,76,43,14,429
UCL322071,10,4,11,5,4,5,5,4,0,45,24,8,17,15,13,16,14,3,0,101
UCL322072,12,0,3,6,4,4,0,0,0,31,47,27,22,27,36,36,31,25,3,257
UCL322073,9,0,7,0,3,3,7,5,0,38,59,19,34,39,36,78,102,51,15,431
UCL322074,0,0,0,0,0,15,4,3,3,25,4,9,3,11,15,75,88,35,7,249
UCL322075,6,6,0,0,0,0,0,0,0,22,84,52,35,30,26,15,5,0,0,253
UCL322076,21,14,11,9,14,7,3,0,0,78,128,70,75,48,33,40,29,7,0,425
UCL322077,3,11,0,3,3,4,0,0,0,27,99,83,51,55,46,32,34,9,0,406
UCL322078,4,5,3,8,4,8,6,5,0,33,38,28,22,19,29,38,36,15,3,228
UCL322079,11,4,4,4,0,0,0,0,0,25,92,35,37,50,48,34,16,8,0,317
UCL322080,0,0,0,10,4,4,0,0,0,15,28,10,11,32,33,46,36,26,3,221
UCL322081,10,5,5,6,5,8,9,3,5,52,51,28,30,26,31,64,53,19,12,314
UCL322082,5,11,7,4,0,7,7,9,3,44,53,34,29,42,53,66,54,40,7,385
UCL322083,8,7,0,8,4,0,0,0,0,31,50,18,20,29,25,30,30,13,4,221
UCL322084,16,3,8,8,13,9,13,5,0,71,51,12,33,19,42,38,35,22,4,253
UCL322085,15,9,7,6,18,10,4,3,0,70,75,56,44,55,89,72,61,23,6,477
UCL322086,20,3,7,6,0,0,4,4,0,43,40,25,19,25,25,45,38,12,3,238
UCL322087,7,4,0,7,6,8,0,0,0,35,62,29,46,61,81,75,61,19,0,430
UCL322088,8,5,6,0,13,8,12,0,0,49,40,20,19,22,33,42,56,18,4,250
UCL322089,9,3,3,0,3,4,4,4,3,46,75,37,43,45,55,53,44,25,11,391
UCL322090,0,5,0,4,0,9,0,0,0,19,45,24,33,31,34,42,22,3,3,233
UCL322091,5,6,5,0,4,5,0,4,0,27,45,17,19,15,26,49,32,12,4,227
UCL322092,46,14,7,7,7,13,0,0,0,94,132,71,71,30,45,34,14,0,0,398
UCL322093,0,0,9,6,4,15,0,5,0,42,32,13,25,36,48,70,33,42,4,313
UCL322094,4,0,4,0,3,6,5,0,0,21,14,15,9,17,26,59,30,11,5,186
UCL322095,0,0,6,0,0,0,8,3,0,25,36,19,23,31,42,62,87,53,11,364
UCL322096,10,0,4,6,11,0,0,3,0,35,132,48,45,77,78,55,40,24,4,498
UCL322097,3,10,5,3,8,12,10,3,0,58,29,38,28,27,45,95,97,19,9,383
UCL322098,0,8,0,4,4,4,3,0,0,28,64,61,22,48,57,57,38,10,4,354
UCL322099,11,7,0,7,4,3,9,4,0,53,46,29,27,19,34,37,57,29,0,281
UCL322100,15,0,7,5,3,3,4,0,0,44,97,31,69,51,56,76,50,21,6,451
UCL322101,24,8,13,10,15,9,18,6,4,107,107,31,71,46,55,68,51,29,6,459
UCL322102,34,3,0,0,0,3,0,3,0,50,127,35,57,41,26,24,19,7,5,340
UCL322103,11,0,3,5,9,6,3,0,0,45,53,30,28,34,59,59,60,25,10,363
UCL322104,10,0,3,3,3,7,3,4,0,33,60,38,24,40,74,91,39,22,7,385
UCL322105,8,0,10,0,4,4,0,5,0,45,65,21,30,15,30,46,38,20,6,268
UCL322106,14,7,3,12,11,11,7,3,0,57,73,48,45,37,37,35,18,5,0,293
UCL322107,3,5,3,3,0,7,0,0,0,22,11,8,16,15,8,31,21,11,0,125
UCL322108,0,0,0,4,3,0,4,0,0,18,34,18,25,16,35,29,33,15,3,211
UCL322109,9,0,6,3,5,7,6,0,0,36,70,38,47,47,56,58,57,14,0,398
UCL322110,20,11,13,10,5,16,14,3,0,89,71,41,60,48,67,83,50,19,5,442
UCL322111,17,8,11,3,0,0,3,0,0,48,71,44,35,34,37,46,27,16,0,311
UCL322112,10,6,3,10,3,0,3,0,0,36,44,17,35,47,41,49,35,9,4,292
UCL322113,10,0,6,3,10,3,0,3,0,46,77,22,46,35,36,31,22,12,0,278
UCL322114,5,0,3,5,6,6,4,3,0,36,82,21,50,46,39,65,61,26,9,402
UCL322115,3,4,0,0,5,3,7,7,0,31,50,21,30,26,32,45,49,27,3,283
UCL322116,9,4,3,8,0,12,9,4,0,48,40,17,13,21,32,61,43,21,3,244
UCL322117,3,4,0,5,3,11,3,4,4,26,12,13,13,21,22,66,83,49,11,297
UCL322118,8,0,3,0,3,4,3,3,0,23,44,31,39,24,29,39,30,23,4,254
UCL322119,0,0,0,0,0,4,0,0,0,9,38,17,30,37,22,32,16,5,0,194
UCL322120,9,5,9,4,0,5,6,9,4,56,88,38,77,48,43,50,46,52,15,451
UCL322121,12,5,7,3,7,6,11,6,0,50,68,26,41,31,49,88,118,46,8,472
UCL322122,0,9,0,0,0,8,4,3,0,28,9,23,20,15,31,58,64,59,6,290
UCL322123,10,9,0,6,0,0,4,0,0,24,33,21,13,22,42,35,24,17,6,218
UCL322124,0,4,0,0,3,5,3,3,0,25,20,12,18,16,24,53,25,27,0,193
UCL322125,14,9,5,4,11,5,8,3,0,60,96,42,38,37,47,64,72,26,4,428
UCL322126,0,0,0,0,3,0,8,0,0,15,42,24,13,21,16,36,39,36,42,270
UCL322127,7,0,5,5,7,3,7,8,6,43,48,31,24,37,51,93,110,70,12,477
UCL322128,34,8,5,8,3,9,0,0,0,60,159,66,58,40,34,26,6,3,0,394
UCL322129,0,0,0,0,3,0,0,0,0,13,39,14,18,22,22,41,36,20,0,213
UCL322130,3,0,4,7,0,6,6,0,0,28,43,23,28,36,38,86,78,19,8,360
UCL322131,0,0,0,0,3,4,7,0,0,18,31,20,19,18,30,34,34,17,4,199
UCL322132,12,6,11,7,9,4,7,3,0,52,102,42,71,41,48,48,34,24,5,417
UCL322133,0,0,5,0,0,0,0,0,0,7,101,39,54,47,23,14,11,0,4,287
UCL322134,0,0,8,0,0,0,0,3,0,6,3,0,7,5,15,20,26,15,5,101
UCL322135,23,6,3,0,0,3,0,0,0,32,80,29,53,29,35,36,10,8,0,276
UCL322136,3,4,0,3,4,7,15,0,0,35,69,30,33,37,58,66,47,18,0,365
UCL322137,6,3,0,0,5,3,0,0,0,12,37,16,9,18,24,37,28,10,3,189
UCL322138,4,4,0,3,3,3,0,6,0,27,39,22,18,17,24,29,39,30,4,222
UCL322139,6,0,0,3,0,0,0,0,0,23,98,26,58,28,24,27,13,3,0,283
UCL331001,8830,6212,6750,7334,8746,8280,5820,2728,588,55296,78009,46780,41750,51750,67583,74122,58073,25367,5145,448574
UCL379997,0,14,37,47,34,8,0,0,0,133,0,16,49,64,45,5,3,0,0,183
UCL399994,255,435,800,739,648,553,354,67,9,3862,1437,1495,2649,2077,1929,2468,2124,444,44,14670
UCL401001,13504,9946,10854,10289,10036,8794,6402,4285,2512,76619,211465,152601,178542,167621,155078,148698,124690,73023,33293,1245011
UCL412001,384,251,215,223,232,253,157,108,61,1877,5157,3508,3371,3343,3685,3836,2889,1928,838,28562
UCL412002,281,152,168,174,158,108,106,57,36,1231,4335,2689,3041,2886,2727,2186,2109,1164,415,21554
UCL412003,429,271,251,241,275,234,228,175,113,2212,4859,3135,3379,3015,3273,3374,3036,1867,804,26734
UCL412004,412,218,255,219,250,242,128,105,49,1884,3771,2394,2693,2336,2880,2886,2070,1409,447,20880
UCL413001,162,84,70,104,137,110,103,33,15,814,3057,1750,1211,1981,2460,2137,2027,878,275,15783
UCL413002,308,225,342,316,261,201,132,109,48,1927,2933,1985,2238,1950,2074,2242,2029,1447,549,17457
UCL413003,312,219,429,327,225,178,109,63,27,1889,2345,1423,2008,1536,1538,1661,1280,746,243,12788
UCL413004,259,173,164,153,171,164,132,94,59,1370,2599,1642,1806,1626,1783,1907,1656,959,432,14404
UCL413005,268,167,160,133,153,122,95,71,29,1194,2344,1689,1595,1371,1746,1815,1616,1092,437,13708
UCL413006,148,79,61,82,91,145,200,132,75,1009,1936,1103,1038,1294,1516,2341,3743,2682,1056,16709
UCL414001,49,42,35,48,62,99,110,77,35,556,855,516,510,605,818,1363,2209,1434,435,8756
UCL414002,82,36,54,40,45,32,28,19,3,331,1140,580,748,675,714,581,455,160,31,5082
UCL414003,82,40,66,61,44,46,49,48,23,471,959,540,751,710,560,570,545,398,191,5223
UCL414004,49,42,36,39,34,40,38,24,21,321,978,682,685,744,734,735,847,571,234,6204
UCL414005,84,44,49,40,63,48,62,53,13,449,1108,660,652,639,793,834,904,639,209,6429
UCL415001,21,15,16,9,27,23,20,10,6,149,418,192,186,259,310,323,293,167,47,2184
UCL415002,45,38,30,25,39,36,17,15,0,245,922,554,539,520,574,460,284,183,62,4088
UCL415003,23,21,10,4,21,12,16,8,8,126,356,204,202,164,225,237,267,182,108,1956
UCL415004,17,12,9,5,20,17,15,12,3,118,290,181,182,200,222,216,206,119,44,1660
UCL415005,27,12,15,22,14,13,11,14,10,134,270,179,203,189,214,220,292,206,127,1895
UCL415006,78,38,36,44,37,44,44,16,13,367,667,523,515,472,498,489,523,292,166,4143
UCL415007,26,16,38,33,23,24,16,20,0,206,489,322,425,368,296,313,276,237,109,2840
UCL415008,78,29,31,30,47,28,21,11,5,279,465,223,338,232,308,274,267,140,45,2290
UCL415009,54,28,37,29,37,26,25,15,11,265,555,331,422,354,399,422,463,296,131,3379
UCL415010,34,26,38,35,43,35,51,36,13,299,179,111,204,155,176,208,225,148,29,1437
UCL415011,15,4,7,9,9,18,10,14,5,87,255,89,132,135,128,177,199,143,67,1322
UCL415012,38,20,19,20,26,22,11,0,3,155,627,305,369,323,277,285,224,69,37,2516
UCL415013,25,15,9,16,21,30,19,12,11,164,357,217,137,249,310,290,313,250,184,2313
UCL415014,15,7,11,6,12,4,0,5,6,72,232,130,152,118,148,218,179,142,68,1389
UCL415015,72,46,38,39,42,50,26,37,23,382,781,487,497,498,545,645,624,409,180,4666
UCL415016,30,12,15,12,21,20,17,19,10,166,439,233,266,258,302,427,370,260,77,2633
UCL415017,37,9,34,22,18,34,28,30,25,235,283,142,226,162,207,311,312,199,80,1915
UCL415018,11,11,5,11,14,21,32,24,9,132,206,137,134,128,169,244,330,205,79,1637
UCL415019,25,21,12,10,22,13,4,8,0,117,361,293,203,238,405,402,177,75,26,2174
UCL415020,31,10,13,23,17,25,9,13,0,152,416,206,258,256,273,310,206,171,72,2174
UCL415021,56,36,21,37,41,20,45,32,15,302,694,369,409,393,451,473,548,423,194,3947
UCL415022,25,7,14,11,17,13,21,8,0,117,351,198,205,239,255,265,234,110,26,1883
UCL415023,29,21,11,14,12,17,16,8,13,147,159,90,89,85,109,188,149,140,63,1079
UCL415024,42,22,28,12,27,25,37,29,14,240,331,216,198,165,294,380,492,343,114,2537
UCL415025,13,16,7,10,13,11,8,0,0,86,304,142,79,199,200,109,94,42,6,1175
UCL415026,26,29,14,26,15,33,25,32,12,205,440,276,216,305,389,508,514,444,187,3277
UCL415027,29,13,14,16,12,15,5,0,0,106,274,102,200,191,134,125,67,31,11,1126
UCL415028,15,14,7,5,8,12,8,7,0,75,165,98,90,117,135,168,190,75,15,1057
UCL415029,44,52,39,35,47,51,44,37,25,376,709,549,402,467,610,728,695,397,210,4760
UCL415030,58,26,34,26,37,69,107,58,43,458,541,282,353,307,483,758,1095,609,198,4627
UCL415031,17,5,9,10,13,14,12,6,0,84,281,146,131,179,173,152,136,37,5,1232
UCL415032,23,5,11,19,10,30,35,12,8,155,266,126,117,178,196,438,608,261,67,2262
UCL415033,12,4,21,20,8,10,11,8,4,108,183,101,159,116,125,133,140,64,13,1026
UCL415034,16,13,15,4,13,18,11,7,5,108,227,111,148,150,184,216,202,105,35,1376
UCL415035,28,20,22,27,35,43,24,18,11,228,187,109,107,128,183,271,264,138,41,1428
UCL415036,6,3,6,5,8,19,15,16,6,82,123,59,67,61,90,191,257,181,85,1116
UCL415037,63,46,42,33,36,33,37,30,18,350,733,499,625,517,518,547,653,412,200,4703
UCL415038,3,5,5,8,13,20,17,13,0,86,149,79,115,113,126,210,233,110,29,1156
UCL415039,107,52,76,64,63,31,0,5,0,399,1023,395,759,674,457,311,50,14,3,3671
UCL415040,32,29,19,18,28,18,20,24,5,194,209,171,129,125,176,217,193,149,44,1412
UCL415041,41,26,16,25,27,34,38,27,9,240,706,359,391,516,579,614,637,386,210,4394
UCL415042,8,3,4,6,8,19,25,20,3,109,181,93,102,129,143,220,313,234,104,1511
UCL415043,48,29,41,28,28,22,13,16,5,231,622,359,496,366,386,345,231,93,35,2947
UCL415044,30,11,19,14,18,8,7,0,0,118,437,165,392,251,184,149,71,31,17,1687
UCL415045,32,13,23,17,5,13,22,20,12,153,247,145,188,140,142,182,310,198,121,1670
UCL415046,56,20,23,52,46,64,63,42,7,373,541,290,288,392,460,780,873,485,140,4241
UCL415047,18,12,9,14,24,12,7,4,7,116,462,255,260,272,335,303,224,78,52,2238
UCL415048,24,6,10,17,28,12,17,11,0,123,420,236,152,273,363,335,322,164,39,2300
UCL415049,17,11,0,8,14,10,6,11,3,85,286,177,174,222,234,271,250,188,83,1890
UCL421001,11,11,15,11,4,13,23,18,6,101,124,67,86,88,92,200,286,168,79,1188
UCL421002,3,3,5,3,12,11,21,10,5,78,63,21,46,44,61,92,136,56,15,530
UCL421003,18,4,6,9,11,9,8,0,0,66,190,111,93,98,141,132,102,47,18,932
UCL421004,19,15,4,12,9,18,21,13,3,110,138,72,70,73,91,162,181,98,29,922
UCL421005,4,5,9,7,8,19,9,12,7,77,132,47,84,75,76,119,115,92,46,796
UCL421006,4,5,4,0,10,10,3,0,0,38,143,83,53,96,101,123,60,20,7,688
UCL421007,4,6,3,0,4,10,11,0,0,42,82,32,52,67,76,123,145,74,7,667
UCL421008,17,7,14,16,27,14,22,16,0,128,139,67,96,92,124,161,205,87,35,1004
UCL421009,4,0,0,0,8,4,12,7,0,37,148,65,76,79,87,86,98,71,43,748
UCL421010,5,9,5,9,4,0,3,0,0,39,141,68,73,108,91,71,61,16,8,630
UCL421011,17,4,3,7,6,6,5,8,0,63,73,54,52,48,62,91,111,78,32,601
UCL421012,22,4,6,13,10,8,8,10,0,82,108,61,59,61,72,97,112,55,8,623
UCL421013,22,11,9,16,31,22,9,4,0,113,200,103,104,112,178,179,112,34,16,1045
UCL421014,7,5,4,0,10,0,6,0,8,42,114,92,71,71,103,100,71,42,58,721
UCL421015,5,7,4,16,4,7,0,0,4,53,110,69,49,83,75,101,71,32,33,615
UCL421016,0,8,3,3,11,10,0,0,0,37,66,68,33,45,85,109,76,22,0,511
UCL421017,3,0,0,10,4,8,6,0,0,29,131,54,53,98,71,58,40,5,0,511
UCL421018,19,13,17,13,16,19,17,3,8,128,203,113,124,124,134,160,154,82,43,1140
UCL421019,3,7,8,6,5,6,5,8,4,54,98,45,65,61,53,90,79,73,35,608
UCL421020,8,8,3,8,10,6,8,4,6,58,95,38,65,56,68,69,70,72,30,567
UCL421021,9,6,0,4,10,4,7,9,0,49,103,37,48,50,50,74,74,60,27,522
UCL421022,11,9,8,8,9,9,6,4,4,68,158,89,120,107,148,170,142,39,9,977
UCL421023,26,12,22,16,6,7,7,10,0,111,167,94,149,130,92,118,71,52,18,887
UCL421024,24,14,11,16,13,14,18,10,6,130,124,59,94,82,64,140,151,109,41,860
UCL421025,9,7,13,7,9,15,25,0,0,85,88,63,80,61,100,169,189,56,15,831
UCL421026,6,5,5,10,3,11,16,6,5,59,101,55,60,62,73,103,144,111,63,759
UCL421027,11,0,3,9,5,6,0,8,9,58,111,45,72,70,78,81,85,49,21,618
UCL421028,0,13,5,0,9,10,0,0,0,36,93,74,36,51,88,125,53,18,5,543
UCL421029,7,5,4,5,6,11,4,4,9,47,66,44,44,42,58,84,84,44,47,516
UCL421030,9,0,0,10,4,9,6,0,0,52,72,48,92,68,56,98,78,39,24,575
UCL421031,6,4,0,4,10,13,8,4,5,56,75,55,47,49,82,130,142,61,25,660
UCL421032,8,5,3,9,4,8,11,3,0,51,104,63,81,57,81,85,75,39,8,593
UCL421033,10,3,6,3,4,5,0,4,0,41,130,103,88,77,48,36,22,13,0,519
UCL421034,21,15,17,22,12,17,22,15,5,145,161,91,115,92,130,190,215,119,38,1150
UCL421035,6,7,9,0,4,11,14,9,8,74,107,72,51,48,83,118,139,113,55,795
UCL421036,9,8,4,12,9,5,3,0,0,53,208,156,95,133,156,140,66,22,11,987
UCL421037,19,15,15,8,14,12,16,8,10,114,166,81,120,83,101,139,154,71,52,967
UCL421038,14,9,9,4,15,13,4,0,0,71,169,106,90,125,115,154,115,45,20,931
UCL421039,13,6,0,6,9,17,0,0,0,50,160,65,82,108,94,97,37,11,0,661
UCL421040,12,4,0,3,10,7,10,0,0,46,122,88,42,71,111,82,92,33,7,661
UCL421041,9,0,5,6,4,3,4,3,13,51,94,31,61,58,52,77,76,32,29,516
UCL421042,0,3,0,3,5,6,3,3,0,32,86,55,47,57,93,113,160,112,68,795
UCL421043,5,3,8,4,19,6,18,7,4,66,83,56,45,48,92,103,144,68,28,667
UCL422001,15,4,3,8,9,4,3,0,0,35,68,26,30,45,37,41,30,3,4,277
UCL422002,19,9,13,5,7,10,0,0,0,70,105,63,87,40,55,36,6,8,0,393
UCL422003,0,0,0,0,4,8,8,5,0,31,20,9,18,17,30,62,82,31,7,280
UCL422004,6,0,0,4,4,11,4,5,0,27,27,17,17,22,40,59,51,24,10,260
UCL422005,3,0,3,3,0,3,7,4,0,28,36,11,21,20,16,33,57,13,4,219
UCL422006,0,0,0,0,5,0,3,3,0,19,37,22,30,30,54,63,91,28,8,370
UCL422007,0,0,0,0,0,13,13,0,0,31,23,10,13,20,32,63,63,21,10,247
UCL422008,0,4,3,0,0,13,4,0,0,35,78,58,48,54,42,70,53,34,3,442
UCL422009,0,0,0,0,0,0,0,0,0,8,24,16,25,16,22,44,43,46,33,266
UCL422010,14,6,0,8,3,8,5,0,0,52,83,18,17,49,53,68,64,30,5,390
UCL422011,0,0,0,5,0,9,6,8,3,27,23,9,8,18,30,37,56,33,5,228
UCL422012,0,3,4,8,5,7,11,4,0,46,77,66,58,55,71,78,49,20,0,478
UCL422013,9,0,0,4,9,0,5,0,0,21,67,28,35,39,57,48,27,13,0,317
UCL422014,0,3,6,0,3,0,0,0,0,9,25,24,14,17,25,46,28,9,0,193
UCL422015,9,0,4,3,0,11,5,3,4,37,27,13,24,20,44,95,109,42,12,386
UCL422016,0,0,0,4,6,4,3,3,0,18,27,12,11,14,23,47,33,15,7,197
UCL422017,5,3,4,0,7,3,9,0,0,21,22,19,10,11,29,33,46,33,14,222
UCL422018,0,4,0,5,3,0,4,3,0,23,16,12,24,18,20,32,48,19,3,193
UCL422019,10,5,0,0,4,9,16,3,0,48,37,22,25,30,42,101,156,67,14,497
UCL422020,4,0,0,3,0,6,0,0,0,30,67,23,22,51,29,52,48,31,8,333
UCL422021,0,0,7,0,8,0,4,4,0,25,31,12,26,20,34,32,43,17,10,226
UCL422022,10,9,9,0,3,0,0,0,0,27,75,77,63,44,37,19,10,4,6,338
UCL422023,9,6,3,0,10,8,6,0,0,46,50,27,30,28,50,51,42,22,0,287
UCL422024,0,0,3,0,0,0,0,0,0,8,53,62,50,43,26,19,4,3,0,261
UCL422025,0,0,4,0,3,3,4,0,0,22,53,25,36,23,28,50,70,38,31,337
UCL422026,11,5,0,4,0,6,0,0,0,23,94,43,68,46,57,57,31,15,3,417
UCL422027,0,0,10,0,0,3,0,0,0,29,13,9,21,14,9,21,6,0,0,91
UCL422028,7,4,9,4,3,7,11,3,0,48,40,27,29,29,21,51,60,23,9,288
UCL422029,0,0,3,0,0,0,0,0,0,10,69,57,67,31,30,20,4,3,0,277
UCL422030,7,0,0,3,0,3,11,0,0,28,52,25,29,32,31,59,65,32,5,326
UCL422031,7,4,0,4,8,7,6,0,0,41,44,32,19,31,50,60,56,24,9,324
UCL422032,9,10,0,3,8,10,0,0,0,36,68,33,27,46,44,55,35,7,3,324
UCL422033,3,7,9,0,14,15,4,3,5,49,25,42,11,14,58,69,33,10,5,270
UCL422034,4,6,4,0,12,5,0,0,0,42,46,39,38,17,51,64,49,17,7,324
UCL422035,4,6,0,3,9,7,0,0,0,30,98,61,58,51,60,59,35,22,3,443
UCL422036,3,0,0,3,3,6,3,0,0,27,81,37,44,57,52,74,65,33,3,456
UCL422037,12,7,4,0,8,0,3,0,0,28,67,30,21,40,37,26,43,25,0,291
UCL422038,7,0,3,4,4,0,3,3,0,21,38,27,20,21,38,31,32,32,3,251
UCL422039,7,0,3,0,4,6,4,0,0,31,30,12,21,16,26,47,48,20,0,227
UCL422040,0,0,4,0,3,4,7,0,6,30,29,15,21,31,39,37,52,31,10,269
UCL422041,4,0,0,0,0,10,6,7,0,23,36,25,24,21,28,56,79,51,0,327
