UCL_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
UCL113002,385,108,452,87,22,1154,1461,1008,455,37,615,564,157,278,1063,111,771,5547,417,10140,12,13,10,16,11,8,6,3,5,4,15,64,850,963,1904,1173,614,225,808,790,239,418,1452,221,1242,5691,1289,12263,6,0,0,0,0,0,0,0,0,0,0,0,0,8,125,42,75,12,74,88,19,47,75,24,82,117,9,450,131,42,75,12,75,93,17,47,75,24,86,118,9,454,1725,972,521,194,715,686,211,363,1311,194,1064,4261,346,9211,47,12,12,17,16,11,9,9,14,5,19,45,702,846,1901,1024,613,225,800,788,238,419,1400,221,1168,4424,1055,10515
UCL113003,424,112,467,110,35,1462,1886,1812,431,25,1107,751,164,393,1628,122,985,7906,647,14419,24,23,6,0,17,19,3,5,22,0,10,72,1430,1574,2486,2108,589,181,1427,1063,272,591,2073,235,1467,8089,2112,17456,3,0,0,0,0,0,0,0,0,0,0,12,3,14,131,59,36,20,83,83,19,55,74,20,63,126,16,441,134,58,36,20,84,83,19,55,74,20,63,134,18,459,2308,1729,542,155,1321,953,248,520,1904,211,1260,5818,541,12738,37,12,8,4,22,16,5,13,17,0,8,63,1140,1284,2474,1802,587,181,1428,1060,267,584,1996,235,1331,6012,1700,14478
UCL113004,139,40,191,31,12,419,517,564,238,11,142,236,25,109,609,43,522,6615,307,9178,11,5,0,0,4,3,0,0,8,3,5,59,861,941,656,622,287,69,187,306,60,153,752,80,715,6706,1180,10538,0,0,0,0,0,0,0,0,0,0,0,3,0,9,38,13,13,4,13,29,3,12,13,5,15,61,4,147,38,13,14,4,13,29,3,12,13,5,15,64,4,154,615,557,268,63,174,279,50,142,714,78,678,5423,261,8142,4,3,3,0,9,0,4,0,3,0,4,45,757,826,656,581,279,69,187,306,60,153,730,80,695,5532,1021,9121
UCL113005,632,141,716,119,38,1717,1664,1575,444,24,855,701,196,380,1676,109,1016,8101,572,14282,32,14,8,0,14,20,7,14,13,11,5,63,1027,1159,2343,1899,642,244,1156,1100,332,632,2326,257,1739,8277,1637,17155,3,0,0,0,0,0,0,0,5,0,0,13,0,16,153,38,53,11,85,91,18,44,87,23,76,146,16,497,154,39,53,11,88,95,18,44,90,23,76,159,16,515,2124,1510,565,182,1037,962,298,571,2042,221,1389,5757,433,12359,57,33,19,49,27,33,16,18,76,14,91,63,801,1043,2337,1576,636,244,1155,1087,334,631,2209,256,1556,5975,1256,13912
UCL113006,433,122,429,93,42,1225,943,961,262,25,541,405,104,245,1037,86,559,4366,418,8011,28,24,6,4,16,15,0,6,27,0,21,69,1679,1836,1340,1213,359,134,796,639,198,401,1497,212,1006,4523,2138,11073,0,0,0,0,0,0,0,0,0,0,0,4,0,11,84,25,35,5,52,59,11,31,70,18,33,71,8,274,83,25,35,5,52,59,11,31,70,18,33,75,9,284,1225,942,316,110,717,553,168,355,1318,182,834,3081,303,7132,26,27,9,12,27,27,9,13,27,7,15,51,1456,1610,1336,997,357,129,798,639,198,394,1415,212,877,3205,1774,9029
UCL113007,193,68,325,87,12,828,1435,1091,512,27,500,626,129,221,1002,93,1045,8271,448,13325,16,9,5,0,9,6,3,0,11,0,8,49,522,610,1741,1205,632,165,629,820,203,293,1203,163,1379,8413,982,14761,6,5,3,0,0,0,0,0,8,0,3,70,0,91,85,26,39,0,33,68,11,23,42,6,46,150,0,367,99,29,42,0,33,67,11,23,50,6,47,219,6,454,1564,1010,560,84,567,691,181,246,1061,139,1134,6174,364,11226,77,12,27,77,28,58,16,16,43,19,92,37,449,647,1735,1053,627,165,622,816,203,291,1156,161,1278,6436,821,12332
UCL113008,287,85,353,83,26,1016,1337,1027,309,23,639,515,76,254,1112,80,656,5239,422,9432,23,18,3,0,13,8,0,8,12,0,11,62,630,750,1729,1219,401,162,846,700,128,376,1418,169,1028,5385,1082,11197,0,0,0,0,0,0,0,0,0,0,0,4,0,4,98,29,34,8,44,47,9,24,38,5,38,75,10,273,93,29,34,8,44,47,9,24,36,5,38,78,9,278,1600,1020,365,146,786,638,114,335,1278,154,877,3942,355,8483,33,17,9,4,12,12,3,10,14,6,11,44,492,600,1730,1067,401,162,840,697,128,373,1328,169,923,4065,857,9364
UCL113009,193,39,235,72,5,562,841,975,217,5,433,297,69,122,999,45,746,5507,349,9149,10,3,3,0,0,7,0,0,4,0,6,36,242,304,986,1068,270,45,517,392,107,162,1199,88,988,5621,591,10019,35,25,9,0,5,13,3,0,39,0,43,285,11,418,124,40,40,8,56,62,8,26,133,12,96,184,4,516,157,68,50,8,61,74,12,26,169,10,138,467,14,936,821,760,217,37,446,311,94,125,920,72,701,3375,235,6523,5,0,0,0,9,6,0,4,3,0,3,25,194,239,978,830,270,45,510,389,102,159,1096,88,841,3873,449,7700
UCL113010,186,64,234,77,18,724,782,1019,241,16,374,356,61,193,963,53,583,6440,451,10151,17,9,0,3,5,8,0,0,8,3,3,54,594,688,1018,1127,309,104,491,500,114,305,1150,115,820,6569,1061,11563,0,0,0,0,0,0,0,0,0,0,0,6,0,10,46,20,16,7,33,39,4,17,33,0,13,106,0,237,46,24,16,7,33,39,4,17,37,0,13,110,4,247,939,895,281,89,450,444,103,270,1045,108,687,4579,347,8313,26,8,9,6,13,8,3,3,5,3,8,23,468,541,1007,923,303,104,488,491,110,301,1088,115,713,4716,817,9103
UCL113011,243,39,269,62,13,689,872,1090,240,10,515,339,93,187,1013,66,580,5753,389,9462,13,19,0,0,10,7,0,5,11,6,9,49,650,749,1095,1265,300,69,647,457,133,263,1266,111,856,5855,1054,10901,3,0,0,0,0,0,0,0,0,0,0,17,0,20,46,19,11,5,36,34,0,11,43,14,24,91,0,219,50,22,11,5,36,34,0,15,44,14,24,105,0,238,1028,980,286,63,603,411,119,243,1135,96,708,4018,286,7717,17,9,0,3,6,7,3,0,8,0,5,37,497,570,1093,1009,300,69,643,450,126,260,1190,111,741,4163,788,8527
UCL113012,250,60,313,82,34,996,1724,1050,579,23,646,693,151,287,1130,117,949,7472,473,12859,20,3,5,4,11,10,7,4,5,5,9,60,635,743,2060,1180,693,140,793,876,206,377,1387,182,1268,7611,1140,14593,21,10,3,0,0,9,0,5,12,0,16,141,4,204,165,45,62,3,66,101,20,33,87,22,71,208,10,585,184,51,60,3,68,108,18,37,103,22,90,348,18,787,1844,973,618,128,713,742,185,329,1213,154,1075,5639,417,11138,23,3,6,5,12,22,4,8,10,4,7,42,562,676,2055,1035,689,140,791,873,204,375,1324,179,1177,6028,1002,12595
UCL113013,468,84,442,99,33,1194,1222,1400,346,17,699,513,130,278,1723,92,892,6753,513,12012,11,19,4,0,11,17,3,3,15,0,9,58,758,876,1600,1647,465,134,945,721,198,417,2209,178,1338,6914,1305,14081,4,11,0,0,0,0,0,0,16,0,10,88,0,123,135,52,49,12,80,92,20,27,104,16,82,163,13,511,142,63,48,12,80,96,20,27,121,16,99,251,16,639,1424,1272,405,117,838,615,171,379,1927,157,1060,4643,381,9913,28,16,9,8,22,9,0,5,23,7,5,46,567,673,1598,1356,460,134,938,714,194,414,2067,178,1167,4943,954,11233
UCL113014,379,67,397,79,21,928,1153,1208,294,10,577,381,87,178,1173,71,795,7890,536,12564,17,11,0,0,7,5,9,3,6,0,0,66,631,734,1484,1386,372,132,742,563,159,274,1563,140,1201,8036,1181,14229,8,10,0,0,0,0,0,0,4,0,11,71,4,104,70,23,25,6,37,37,7,14,52,6,56,136,6,324,83,32,27,6,42,37,7,14,58,6,64,206,12,429,1390,1085,338,121,688,518,145,255,1387,128,987,5440,407,10153,18,9,3,5,11,3,0,4,11,3,5,29,489,557,1487,1133,367,132,734,551,156,267,1450,134,1060,5681,915,11139
UCL113015,341,81,417,72,17,1049,1414,938,401,24,719,490,167,314,1140,107,717,4976,355,9264,17,13,3,0,8,8,0,3,16,0,10,50,584,686,1850,1128,540,127,941,707,254,467,1495,187,1152,5088,960,11000,8,6,0,0,5,3,6,0,15,0,11,118,0,155,144,44,53,12,79,78,24,38,105,11,80,123,17,468,150,50,57,12,82,83,27,40,120,11,91,238,16,621,1660,914,475,112,833,610,222,421,1287,178,981,3552,294,8082,29,12,10,6,14,15,8,3,21,0,5,30,459,563,1842,980,538,127,935,705,258,465,1433,187,1075,3821,773,9268
UCL113016,687,202,644,142,87,2048,1876,1841,473,68,937,678,189,404,1827,138,995,8027,598,14583,38,36,13,14,14,22,6,9,30,0,18,83,1283,1479,2653,2248,688,335,1359,1127,341,643,2548,344,1655,8252,1969,18110,0,0,0,0,0,0,0,0,0,0,0,7,0,7,163,55,60,23,92,99,29,68,84,25,68,167,10,537,163,55,60,23,92,99,29,68,89,25,68,171,15,547,2408,1787,612,256,1220,970,288,529,2282,298,1397,5783,526,13045,75,43,11,55,36,51,19,35,54,21,59,81,986,1287,2647,1885,688,335,1344,1122,335,638,2417,343,1524,6038,1526,14876
UCL113017,330,84,356,77,20,1038,1877,1047,493,27,683,637,156,326,1124,113,876,7282,446,12551,24,6,3,3,11,8,3,3,13,7,3,56,694,801,2317,1218,619,107,876,846,223,454,1465,202,1238,7414,1161,14396,4,0,0,0,0,0,0,0,3,0,3,8,0,18,154,37,52,9,71,83,17,33,69,21,68,131,13,443,153,42,52,9,71,83,17,33,74,21,63,137,13,462,2117,1025,559,97,789,746,200,395,1313,176,1093,5480,361,11023,39,17,8,3,8,19,6,17,12,6,18,55,575,704,2313,1079,618,107,873,849,224,445,1405,202,1172,5680,952,12191
UCL113018,32,16,41,15,6,144,284,173,101,4,117,114,15,59,155,15,102,1219,99,2064,9,0,0,0,0,3,0,4,4,0,5,3,169,186,342,199,123,15,142,149,33,82,191,37,140,1241,279,2389,0,0,0,0,0,0,0,0,0,0,0,4,0,4,17,3,16,0,12,14,9,6,6,4,6,27,6,76,17,3,16,0,12,14,9,6,6,4,6,32,6,73,304,159,100,13,125,130,25,65,173,34,116,918,80,1762,18,3,3,3,4,9,5,3,7,0,11,12,144,183,338,167,119,15,142,149,30,82,184,37,131,968,228,2020
UCL114001,122,46,163,37,15,507,538,430,200,6,189,270,54,98,444,63,371,2538,177,4467,3,9,4,0,0,5,0,0,5,4,9,20,169,212,672,491,253,106,250,369,96,135,571,110,541,2601,354,5182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,14,25,0,29,34,12,13,28,7,24,63,3,191,51,14,25,0,29,34,12,13,28,7,24,69,3,192,611,414,219,84,221,329,87,119,521,99,467,1880,135,3975,9,10,6,18,3,3,0,3,0,0,4,8,145,197,670,431,248,106,250,369,96,131,553,110,496,1961,288,4361
UCL114002,287,105,395,48,11,954,1375,654,389,22,559,581,135,296,632,116,541,3312,217,6720,26,4,7,0,13,5,3,3,4,5,4,31,278,362,1822,815,552,166,736,810,212,442,919,227,943,3388,505,8037,0,0,0,0,0,0,0,0,0,0,0,3,0,3,142,32,55,11,82,103,20,43,65,26,59,121,17,446,142,32,55,11,82,103,20,43,65,26,59,122,17,446,1657,690,491,149,641,695,185,386,816,202,850,2667,193,6509,28,12,9,0,11,10,8,6,10,3,10,34,248,341,1822,731,552,166,733,812,215,439,886,227,919,2821,452,7298
UCL114003,314,101,335,79,23,968,960,949,290,16,575,482,129,245,899,83,558,4545,311,8024,12,21,8,3,12,11,3,3,19,8,8,43,876,975,1342,1152,411,104,747,689,197,372,1229,189,900,4671,1208,9968,0,0,4,0,0,0,0,0,0,0,0,3,0,8,96,38,37,9,61,85,12,34,56,20,42,57,5,286,104,38,32,13,61,84,14,34,58,16,42,61,5,292,1194,897,362,73,667,574,173,316,1063,159,738,3273,267,6989,44,13,5,18,20,26,9,13,26,3,21,39,624,758,1338,947,411,104,748,681,197,366,1152,189,802,3367,897,8032
UCL114004,156,38,216,37,11,491,641,472,174,8,291,233,43,120,561,30,357,3294,175,5416,10,0,0,0,4,5,0,4,11,4,0,28,485,537,846,553,226,77,384,323,74,183,726,77,572,3359,670,6447,0,0,0,0,0,0,0,0,0,0,3,4,4,7,55,19,21,5,30,27,12,16,27,9,25,63,5,195,55,19,21,5,30,27,12,16,27,9,30,62,9,202,778,466,202,63,348,289,59,165,651,64,483,2412,140,4661,14,3,4,6,8,8,0,0,3,7,13,37,443,518,845,488,221,77,384,323,76,181,683,77,525,2518,590,5382
UCL114005,174,54,186,35,10,592,716,550,245,10,351,304,92,170,561,70,293,2584,207,4816,13,7,5,0,10,0,0,4,5,0,11,24,276,326,987,675,307,86,469,432,136,264,742,118,495,2644,493,5732,0,0,0,0,0,0,0,0,0,0,0,0,0,4,58,23,32,5,40,33,11,31,47,10,24,55,9,206,59,24,29,6,38,33,11,30,47,10,23,54,11,208,901,556,271,81,417,390,120,227,646,104,423,1876,183,4310,24,16,6,4,10,10,7,4,10,0,10,24,218,300,986,594,307,86,467,432,136,261,699,118,455,1953,412,4820
UCL114006,106,30,171,36,7,428,656,511,191,10,308,294,51,139,494,50,257,2616,208,4714,7,8,7,0,8,11,0,9,4,0,3,30,237,303,793,581,257,66,384,394,83,196,607,85,431,2677,451,5444,0,0,0,0,0,0,0,0,0,0,0,3,0,3,61,18,19,5,37,46,6,25,32,7,17,57,11,195,61,18,19,5,37,46,6,25,32,7,17,64,11,201,712,479,232,50,335,336,75,163,552,67,358,2020,171,4197,18,9,5,8,10,7,3,9,10,3,20,26,186,265,787,509,256,66,384,388,80,196,591,85,392,2104,364,4660
UCL114007,199,61,262,55,22,780,830,721,238,15,421,319,64,212,778,45,478,3999,292,6937,16,7,5,0,9,4,0,0,3,0,8,42,459,543,1105,853,315,135,569,452,108,287,982,110,753,4104,778,8254,0,0,0,0,0,0,0,0,0,0,0,4,0,11,65,27,31,5,35,38,8,21,38,6,30,65,12,227,65,26,31,5,35,38,11,21,42,6,30,71,12,240,1013,718,279,124,520,407,100,264,871,92,637,2893,250,6104,25,3,6,3,12,8,0,4,9,0,5,42,353,439,1105,750,315,135,562,451,108,288,923,107,669,3005,620,6791
UCL114008,156,32,200,27,8,519,657,577,166,10,325,269,51,141,538,55,316,3046,182,5290,5,6,0,0,6,3,0,0,8,0,4,29,569,619,843,681,222,90,402,370,76,198,697,83,522,3099,756,6431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,14,14,8,26,28,5,17,18,3,15,45,5,154,35,14,14,8,27,28,5,17,16,3,15,49,5,156,782,556,209,73,366,315,66,171,626,75,449,2289,156,4681,22,12,5,15,10,25,5,10,19,0,16,23,464,553,843,572,222,90,401,371,74,197,663,80,485,2357,628,5389
UCL114009,52,14,103,33,5,249,257,651,90,4,157,91,44,52,472,25,362,4341,247,6208,3,0,0,0,0,0,0,0,0,0,0,25,284,322,333,685,118,27,178,118,59,69,525,40,467,4394,543,6782,8,6,5,0,0,0,0,0,3,0,9,133,4,159,22,14,10,0,8,11,3,6,14,6,16,43,8,112,34,17,13,0,8,11,3,6,18,6,22,182,7,270,297,540,101,28,161,104,52,60,474,36,371,2954,172,4685,3,4,0,0,0,0,0,0,0,5,4,12,263,288,331,560,110,27,173,118,58,66,499,40,396,3147,445,5246
UCL114010,117,35,124,47,8,401,693,576,205,8,384,300,63,155,531,37,341,3494,236,5822,14,4,4,0,4,0,0,0,5,0,0,37,551,609,846,645,261,39,458,371,93,193,653,73,470,3577,797,6837,0,0,0,0,0,0,0,0,0,0,0,7,0,7,21,14,18,0,26,24,6,12,17,7,8,40,3,120,21,14,18,0,26,24,6,12,17,7,8,47,3,127,800,523,235,33,412,338,86,177,590,61,404,2508,199,4880,19,15,4,3,10,5,0,3,6,0,4,33,440,516,846,554,255,39,450,363,93,190,613,73,418,2586,641,5523
UCL114011,178,53,173,31,7,483,560,443,172,9,265,247,42,130,477,51,324,2290,181,4174,8,0,3,0,3,0,0,3,7,0,0,26,480,527,765,543,225,71,347,354,74,190,655,101,500,2345,669,5184,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,15,16,0,33,38,12,13,28,4,29,48,3,163,37,15,16,0,33,38,12,15,28,4,29,50,3,165,668,430,193,41,302,280,57,161,566,91,439,1684,128,3673,56,19,11,25,15,34,8,15,36,6,8,24,375,475,766,456,224,71,347,352,74,190,633,98,472,1756,511,4309
UCL114012,52,7,83,18,0,153,248,499,67,4,148,65,20,25,484,9,413,4183,131,5835,0,3,0,0,0,0,0,0,0,0,0,28,201,233,277,533,83,9,163,85,23,38,537,18,498,4228,332,6224,38,19,10,0,4,3,3,0,48,0,38,265,12,392,31,18,11,0,17,12,3,4,35,0,33,93,3,204,66,39,17,0,24,11,8,7,80,0,68,361,11,596,215,386,64,7,136,65,18,25,419,12,340,2294,72,3587,0,0,0,0,0,0,0,0,0,0,0,13,155,169,275,419,80,9,158,79,26,31,501,16,409,2670,233,4350
UCL114013,122,42,184,69,69,605,685,736,188,22,381,275,83,153,613,55,398,4208,323,6918,7,12,3,0,9,4,0,0,5,0,4,31,747,816,869,842,258,77,488,391,124,235,744,98,586,4316,1134,8338,0,0,0,0,0,0,0,0,0,0,0,3,0,5,37,16,15,7,28,28,9,16,22,7,20,56,5,165,37,16,15,7,28,28,9,16,22,7,20,62,5,169,805,658,230,58,449,345,110,206,667,87,486,2951,232,5626,21,4,14,18,10,10,4,11,0,3,6,28,621,711,867,680,258,77,487,385,124,232,691,97,505,3036,863,6508
UCL114014,65,16,96,29,0,221,423,564,139,8,162,154,44,51,434,26,376,4015,213,5940,0,0,0,0,0,0,0,0,3,0,0,28,105,139,472,597,160,25,196,188,59,73,503,41,470,4072,315,6304,0,0,0,0,0,0,0,0,0,0,0,5,5,14,21,0,6,3,11,15,6,5,14,4,5,54,0,110,23,0,6,3,11,14,6,5,14,4,6,54,4,122,449,473,152,17,180,173,51,60,452,36,388,2836,160,4631,4,3,0,0,0,0,0,0,0,0,0,11,85,107,471,472,162,25,194,188,60,66,468,38,403,2900,254,4859
UCL114015,197,53,228,75,19,755,849,841,243,21,476,350,66,173,709,66,508,4814,338,7976,17,3,0,3,11,3,4,0,9,0,17,52,832,926,1132,977,326,91,615,497,108,249,918,121,747,4943,1195,9654,0,0,0,0,0,0,0,0,0,0,0,0,0,8,61,20,25,3,46,45,8,14,38,7,25,62,3,208,61,17,25,3,46,44,8,14,43,7,25,64,3,221,1036,793,295,85,556,434,98,231,819,107,614,3506,272,6815,32,10,4,5,5,19,4,8,17,3,8,54,630,741,1133,826,324,91,612,493,104,249,872,121,646,3619,904,7771
UCL114016,157,33,165,54,11,526,569,754,164,17,275,217,57,126,595,32,337,3935,272,6365,0,4,0,0,3,0,3,0,0,0,0,26,507,551,737,864,198,86,359,299,84,185,754,71,506,4018,792,7437,0,0,5,0,0,0,0,0,0,0,0,5,0,5,24,9,14,0,19,14,3,11,19,3,12,26,4,100,24,9,12,0,19,14,3,11,19,3,12,33,4,107,695,673,183,82,327,278,76,172,684,64,421,2847,195,5306,16,8,5,0,12,7,0,0,5,0,0,29,402,468,739,689,198,86,356,299,84,187,709,71,432,2906,599,5879
UCL114017,50,15,92,28,5,221,422,498,157,0,113,200,17,64,457,40,393,4772,282,6867,3,3,0,0,5,0,0,0,0,0,0,38,349,399,499,528,183,12,138,233,28,83,508,54,484,4843,639,7483,0,0,0,0,0,0,0,0,0,0,0,3,0,5,26,0,14,0,0,13,0,4,17,4,15,60,3,128,26,0,14,0,0,13,0,4,17,4,15,66,3,133,467,450,169,14,135,216,22,79,454,47,417,3518,213,5516,3,0,0,0,0,5,0,0,0,0,0,19,282,310,495,454,182,12,136,235,25,82,471,54,431,3603,505,5957
UCL114018,161,44,210,29,16,521,1048,632,353,16,357,509,109,178,654,60,518,4116,232,7273,18,3,0,0,6,9,0,5,4,0,9,31,366,430,1255,700,426,74,428,629,149,235,818,104,733,4170,608,8220,4,0,0,0,0,0,0,0,5,0,0,3,3,9,96,15,29,4,40,60,10,23,45,8,46,113,11,324,101,15,29,4,40,60,10,23,44,8,47,115,12,338,1134,592,389,69,384,547,128,208,737,93,641,3229,186,6473,19,7,6,0,9,16,3,3,4,4,0,25,341,401,1253,618,426,74,430,628,142,235,784,104,690,3370,537,7214
UCL114019,106,24,130,36,17,377,419,506,139,16,330,206,54,90,387,36,250,3429,243,5313,11,8,8,0,3,3,3,0,8,0,0,40,1315,1381,530,594,181,55,410,281,84,145,496,62,380,3511,1576,7070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8,6,0,18,25,4,8,15,9,10,27,4,97,24,8,6,0,18,25,4,8,15,9,10,30,4,96,498,492,167,52,381,255,74,133,452,51,328,2482,200,4437,11,18,8,5,10,5,8,6,14,6,5,43,1022,1114,530,520,181,55,406,285,84,145,480,63,345,2557,1229,5644
UCL114020,162,31,198,45,8,503,874,710,257,10,411,301,59,155,739,44,571,4832,308,7892,9,8,0,0,12,5,0,3,3,0,4,31,314,373,1060,808,318,33,507,384,77,214,909,76,774,4907,633,8774,0,0,0,0,0,0,0,0,0,0,0,13,0,16,57,13,23,5,25,33,6,21,32,5,23,80,6,213,55,13,23,5,25,33,6,21,32,6,23,97,6,234,988,675,291,31,468,349,68,186,833,68,657,3553,223,6626,13,6,0,3,7,5,0,0,4,0,0,17,267,310,1053,694,318,33,503,385,77,210,864,76,680,3667,498,7167
UCL114021,274,67,268,73,61,824,847,807,263,11,334,340,77,184,865,76,583,4989,314,8262,12,10,3,0,3,4,0,6,11,0,6,40,649,727,1105,940,352,94,451,486,128,277,1147,146,859,5102,1029,9812,0,0,0,0,0,0,0,0,0,0,0,3,0,11,52,13,28,4,32,38,8,25,36,9,32,86,0,231,52,13,28,4,32,38,8,25,34,9,28,88,0,240,1031,768,309,76,406,428,115,257,1019,130,734,3611,264,7114,19,11,7,11,8,12,0,0,18,7,7,38,598,699,1103,795,349,94,446,480,128,275,1077,149,773,3743,863,8047
UCL114022,262,73,279,45,6,811,865,525,290,19,372,397,90,290,615,56,400,2700,223,5257,20,10,8,5,13,9,6,4,10,5,5,54,498,600,1243,668,394,156,518,571,152,430,890,133,682,2796,733,6668,3,0,0,0,0,0,0,0,0,0,0,4,0,14,91,22,54,15,43,65,15,35,55,16,45,70,11,291,93,23,54,15,43,65,15,35,52,16,43,82,11,300,1131,565,332,138,468,488,129,389,790,114,579,2050,180,4964,26,24,7,3,6,15,9,11,18,4,14,33,394,497,1243,612,394,156,517,571,152,430,859,133,637,2164,586,5764
UCL114023,109,34,154,30,5,390,446,525,135,0,280,197,60,96,358,24,232,2827,197,4659,4,8,0,0,4,0,0,0,3,0,5,25,410,451,583,593,173,72,355,272,89,145,473,62,392,2877,611,5499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5,4,6,16,13,3,7,16,11,13,25,0,90,33,5,4,6,16,13,3,7,16,11,13,31,0,94,542,448,163,66,328,242,81,136,430,51,338,2083,139,3968,16,8,0,7,10,15,0,3,9,3,5,24,313,371,581,467,171,72,353,272,89,145,452,60,355,2142,458,4434
UCL114024,238,56,215,66,28,757,796,978,238,18,454,349,63,154,843,61,521,5056,360,8436,15,17,8,0,4,0,0,8,8,0,0,30,573,641,1102,1113,318,118,590,495,112,238,1094,121,748,5149,964,9832,3,0,0,0,0,0,0,0,0,0,0,0,0,3,57,18,24,3,30,44,9,19,28,6,25,61,10,208,63,18,24,3,32,44,9,19,32,6,31,61,10,215,1020,907,286,119,545,442,102,216,991,113,606,3572,293,7084,17,7,5,0,4,4,0,0,3,4,0,35,450,509,1100,929,312,118,581,494,115,237,1020,121,640,3671,742,7808
