UCL_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL322026,0,5,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,6,5,3,21,14,22,20,9,4,0,101
UCL322027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,8,16,12,8,0,0,50
UCL322028,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,7,17,10,21,22,4,4,0,87
UCL322029,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,11,38,22,19,16,5,0,0,112
UCL322030,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,9,27,17,19,31,4,0,0,116
UCL322031,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,4,0,0,0,4,3,4,23,16,29,37,9,0,0,119
UCL322032,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,0,0,4,16,8,8,0,0,44
UCL322033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,10,6,8,7,0,0,0,35
UCL322034,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,7,5,7,20,17,37,30,7,0,0,127
UCL322035,0,0,0,0,3,0,0,0,0,9,3,0,0,0,3,0,4,0,0,12,9,10,23,23,39,38,11,0,0,154
UCL322036,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,13,7,9,38,29,36,65,9,0,0,199
UCL322037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,17,7,25,20,7,0,0,84
UCL322038,0,0,0,4,0,0,0,0,0,8,5,0,0,6,0,3,0,0,0,10,10,5,15,28,26,29,15,3,0,126
UCL322039,0,5,0,0,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0,10,5,13,15,18,18,27,4,0,0,91
UCL322040,3,4,4,5,6,3,0,0,0,20,3,0,0,0,6,0,0,0,0,15,19,21,23,55,74,31,9,0,0,236
UCL322041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,28,15,13,20,12,0,0,91
UCL322042,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,8,4,35,42,23,25,0,0,0,142
UCL322043,0,0,0,0,0,3,0,0,0,9,0,0,0,4,0,0,0,0,0,12,8,17,20,27,41,41,12,3,0,169
UCL322044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,4,13,14,23,21,4,0,0,84
UCL322045,0,0,0,0,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,6,15,13,17,29,48,44,13,0,0,159
UCL322046,0,0,0,0,0,6,0,0,0,5,0,0,3,0,0,0,0,0,0,9,9,49,27,22,35,25,4,0,0,171
UCL322047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,0,6,11,0,0,0,52
UCL322048,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,6,0,7,32,18,27,15,5,0,0,113
UCL322049,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,4,5,21,19,25,28,9,0,0,115
UCL322050,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,9,16,14,60,76,68,39,5,0,0,272
UCL322051,0,6,0,3,0,4,0,0,0,13,0,0,0,0,0,3,0,0,0,0,9,13,14,20,28,27,12,0,0,120
UCL322052,0,0,3,0,5,0,0,0,0,9,0,0,0,0,0,4,0,0,0,4,8,14,14,15,19,16,0,0,0,92
UCL322053,0,0,4,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,10,3,8,31,35,33,54,11,0,0,170
UCL322054,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,12,4,4,5,20,39,57,10,0,0,134
UCL322055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,10,11,16,23,36,45,10,5,0,147
UCL322056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,16,18,24,8,0,0,0,79
UCL322057,0,0,3,0,4,0,0,0,0,14,0,0,4,0,0,3,0,0,0,13,27,22,41,50,48,31,3,6,0,223
UCL322058,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,10,3,4,10,17,33,57,17,3,0,139
UCL322059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,22,14,17,10,4,0,0,78
UCL322060,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,5,0,0,0,7,13,6,13,28,31,45,8,4,0,153
UCL322061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,23,30,16,6,19,3,0,0,98
UCL322062,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,11,38,16,31,26,9,3,0,147
UCL322063,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,11,9,19,50,30,30,37,15,0,0,195
UCL322064,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,9,12,17,25,31,37,3,5,0,141
UCL322065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,8,3,3,18,19,18,20,4,0,0,80
UCL322066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,17,28,7,0,0,67
UCL322067,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,15,3,6,33,34,53,76,17,3,0,225
UCL322068,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,6,0,13,26,15,27,21,15,0,0,112
UCL322069,0,0,3,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,4,5,8,14,14,37,47,9,6,0,137
UCL322070,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,6,4,8,18,21,33,26,8,0,0,117
UCL322071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,6,3,0,0,0,23
UCL322072,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,5,10,10,17,27,17,5,0,0,94
UCL322073,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,12,5,3,24,27,31,45,21,3,0,162
UCL322074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,19,3,0,0,44
UCL322075,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,11,9,15,11,0,0,0,53
UCL322076,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,4,5,28,19,9,19,5,0,0,92
UCL322077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,17,25,17,14,3,0,0,91
UCL322078,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,5,12,15,11,24,13,4,0,0,90
UCL322079,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,13,27,47,33,27,0,0,0,158
UCL322080,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,5,6,3,6,16,21,25,3,0,0,79
UCL322081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,5,16,20,24,28,10,5,0,110
UCL322082,0,0,0,4,0,0,0,0,0,4,3,0,0,0,4,0,0,0,0,9,11,10,14,32,42,28,9,0,0,143
UCL322083,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,4,3,12,25,18,19,12,3,0,95
UCL322084,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,3,8,4,15,11,3,0,0,42
UCL322085,0,0,0,3,0,0,0,0,0,14,0,3,0,3,0,4,3,0,0,15,16,20,27,44,61,40,18,0,0,228
UCL322086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,8,14,15,15,22,6,0,0,86
UCL322087,0,0,0,0,0,4,0,0,0,4,0,0,0,0,5,0,0,0,0,8,9,6,36,50,65,48,14,0,0,218
UCL322088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,11,11,18,4,3,0,52
UCL322089,0,5,0,0,0,0,0,0,0,9,0,0,9,0,0,5,0,0,0,19,10,17,32,32,42,29,8,0,0,173
UCL322090,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,4,8,7,27,22,23,27,5,0,0,119
UCL322091,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,6,3,16,11,19,27,10,0,0,92
UCL322092,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,6,4,12,24,14,18,13,4,0,0,96
UCL322093,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,0,6,15,28,37,41,11,0,0,149
UCL322094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,9,17,19,41,7,3,0,100
UCL322095,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,11,6,3,11,21,26,35,16,6,0,131
UCL322096,0,0,0,7,6,4,0,0,0,17,0,0,0,3,3,0,0,0,0,9,11,14,33,69,70,29,9,0,0,239
UCL322097,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,3,14,10,19,31,46,18,0,0,147
UCL322098,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,20,20,20,39,50,41,7,0,0,199
UCL322099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,15,11,7,13,3,3,0,71
UCL322100,0,0,3,0,0,0,0,0,0,4,0,0,3,4,0,4,0,0,0,15,6,18,53,42,46,54,19,4,0,244
UCL322101,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,0,10,3,21,52,35,45,52,16,4,0,226
UCL322102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,5,0,0,0,0,43
UCL322103,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,14,9,10,17,25,46,40,6,0,0,150
UCL322104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,11,12,12,14,22,54,61,5,0,0,187
UCL322105,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,5,6,6,21,5,12,19,3,4,0,79
UCL322106,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,6,20,32,18,22,18,8,0,0,120
UCL322107,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,9,8,7,7,0,0,42
UCL322108,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,5,19,8,19,20,11,0,0,85
UCL322109,0,0,0,4,0,3,0,0,0,9,0,0,3,0,0,0,0,0,0,4,13,16,34,37,41,34,3,0,0,171
UCL322110,0,0,3,0,0,0,0,0,0,6,0,0,5,6,0,3,0,0,0,13,5,7,34,26,45,45,9,0,0,173
UCL322111,0,0,0,5,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,9,6,13,23,24,27,33,3,0,0,129
UCL322112,0,0,3,0,4,0,0,0,0,5,0,0,0,3,0,0,0,0,0,6,5,3,21,24,30,33,0,0,0,117
UCL322113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,4,23,12,19,16,4,0,0,79
UCL322114,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,4,0,0,11,0,10,36,35,23,37,15,3,0,157
UCL322115,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,14,25,22,26,25,17,6,0,138
UCL322116,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,14,17,34,8,3,0,93
UCL322117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,11,12,20,35,10,0,0,85
UCL322118,0,0,0,0,4,0,0,0,0,5,0,0,4,0,0,0,0,0,0,3,8,12,26,19,24,22,10,5,0,126
UCL322119,0,0,0,0,3,0,0,0,0,7,0,0,0,4,3,0,0,0,0,6,3,13,17,34,19,32,5,0,0,120
UCL322120,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,5,6,18,59,32,36,36,19,4,0,207
UCL322121,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,11,0,7,19,15,24,28,5,5,0,109
UCL322122,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,0,0,0,0,8,9,11,13,14,25,38,11,6,0,117
UCL322123,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,4,0,8,15,30,25,0,0,0,85
UCL322124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10,0,8,14,14,12,23,8,0,0,75
UCL322125,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,7,5,10,17,16,22,25,6,0,0,102
UCL322126,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,12,14,19,16,24,9,0,0,106
UCL322127,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,17,10,19,27,31,41,22,5,0,167
UCL322128,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,10,17,18,23,8,0,0,0,82
UCL322129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,16,14,18,22,10,0,0,83
UCL322130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,8,27,21,29,10,0,0,108
UCL322131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,12,22,18,5,6,0,78
UCL322132,0,0,0,0,0,0,0,0,0,7,0,4,0,4,3,0,0,0,0,21,7,17,47,25,21,29,8,3,0,168
UCL322133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,27,11,5,4,0,0,68
UCL322134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,3,0,0,21
UCL322135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,8,14,12,12,0,0,0,44
UCL322136,0,0,0,0,0,3,0,0,0,9,0,0,6,6,3,0,0,0,0,14,9,10,30,33,50,36,6,0,0,173
UCL322137,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,3,0,0,0,4,4,4,10,16,14,24,7,0,0,78
UCL322138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,11,8,13,9,6,0,0,53
UCL322139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,13,9,14,14,3,0,0,51
UCL331001,714,704,1332,1523,1660,1475,440,53,0,7906,790,763,1384,1732,2330,1916,820,383,73,10202,13632,13696,28978,38205,49722,44064,15140,3367,359,207163
UCL379997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,13,15,0,0,0,0,29
UCL399994,6,7,27,20,14,6,6,0,0,95,6,23,47,49,40,28,3,0,0,194,128,325,1027,644,497,464,118,7,0,3219
UCL401001,875,2500,5800,4875,4832,3660,1147,160,10,23860,732,2082,4695,4333,3767,2732,860,270,73,19542,30286,58715,138940,132731,119963,92447,23689,2698,226,599698
UCL412001,20,61,117,111,90,93,30,3,0,525,15,45,107,77,74,73,24,3,0,412,865,1302,2593,2681,2939,2422,507,49,4,13372
UCL412002,18,55,131,105,82,61,26,0,0,476,19,34,58,67,49,36,19,6,0,300,690,1086,2508,2416,2272,1475,457,37,3,10948
UCL412003,26,49,124,106,101,76,27,5,0,515,16,40,119,66,83,79,24,12,0,448,953,1076,2591,2347,2522,2169,554,54,10,12280
UCL412004,13,29,57,47,65,48,21,0,0,280,20,26,46,53,60,58,7,4,0,274,510,766,1886,1655,1996,1574,294,34,0,8715
UCL413001,11,19,43,43,46,47,23,0,0,234,4,17,19,47,76,27,18,4,0,210,514,525,1026,1717,2167,1532,570,83,5,8135
UCL413002,16,36,65,46,52,46,12,4,0,285,16,20,58,46,48,35,16,4,0,236,435,659,1447,1197,1337,1238,316,36,0,6672
UCL413003,19,25,59,38,39,31,8,0,0,223,11,19,39,30,18,29,8,3,0,159,326,414,1241,910,998,954,222,19,0,5091
UCL413004,20,41,61,45,68,34,18,0,0,294,6,20,45,47,40,38,10,8,0,211,451,566,1372,1280,1339,1145,297,46,6,6509
UCL413005,10,23,55,55,39,48,14,0,0,234,8,18,26,29,36,26,7,4,0,148,401,569,1097,936,1174,987,196,18,0,5391
UCL413006,12,18,52,42,46,50,15,3,0,237,8,4,16,30,36,31,21,7,6,152,333,369,782,957,1075,1223,447,60,3,5252
UCL414001,3,5,18,14,26,30,16,0,0,127,10,6,9,16,17,18,10,11,0,93,152,145,355,436,560,642,264,47,0,2600
UCL414002,6,15,35,18,19,17,3,0,0,113,5,12,13,17,29,19,3,5,0,99,152,220,622,560,611,424,97,8,0,2703
UCL414003,0,7,11,12,17,12,10,0,0,72,10,13,24,28,21,13,4,4,0,117,122,223,577,542,438,387,132,30,4,2453
UCL414004,5,5,37,18,16,13,6,4,0,110,0,7,15,16,10,7,4,5,0,67,211,248,557,608,611,507,129,17,0,2891
UCL414005,5,11,24,21,32,16,4,0,0,112,0,0,17,18,16,17,7,4,0,85,159,236,489,504,610,523,134,21,0,2674
UCL415001,4,0,7,4,3,0,3,0,0,20,0,5,3,6,5,5,0,0,0,19,63,69,146,212,253,200,69,6,0,1028
UCL415002,5,13,29,26,21,8,3,0,0,108,4,6,11,14,13,15,3,0,0,71,164,230,482,462,492,309,56,9,0,2197
UCL415003,0,4,3,0,3,0,7,0,0,22,4,3,8,3,11,0,6,0,0,34,54,63,141,137,165,147,64,12,0,769
UCL415004,4,3,9,11,4,0,8,0,0,32,3,0,0,4,4,0,0,0,0,19,47,63,152,171,189,143,51,6,0,818
UCL415005,4,0,5,0,3,0,0,0,0,21,0,0,10,13,3,0,0,0,0,29,35,49,149,129,139,118,31,3,0,652
UCL415006,4,3,16,13,12,11,3,0,0,67,7,6,16,11,17,9,6,0,0,74,116,192,361,341,329,272,84,12,0,1705
UCL415007,7,13,10,20,8,13,12,0,0,75,5,3,4,17,7,5,6,0,0,45,68,162,338,296,237,223,96,24,0,1443
UCL415008,4,7,8,13,10,9,5,0,0,51,0,3,12,7,7,8,3,0,0,45,44,80,246,165,214,176,61,10,0,997
UCL415009,0,4,12,8,16,14,3,0,0,66,4,4,9,8,13,10,3,5,0,53,90,127,327,289,315,286,106,19,5,1570
UCL415010,0,0,0,0,4,0,0,0,0,11,5,0,6,0,5,10,4,5,0,30,18,25,129,85,74,94,47,8,0,482
UCL415011,0,0,5,0,9,6,0,0,0,26,0,0,4,0,4,3,0,0,0,12,37,23,95,93,75,116,25,5,0,464
UCL415012,3,3,13,9,8,4,3,0,0,43,7,4,7,11,7,4,0,0,0,48,62,115,298,269,220,178,40,5,0,1184
UCL415013,0,4,9,10,17,5,5,0,0,46,0,0,0,5,9,0,0,0,0,17,76,62,107,209,277,192,71,13,0,1012
UCL415014,0,5,6,7,5,11,0,0,0,29,0,0,6,4,4,6,4,0,3,22,31,63,131,92,117,153,49,16,3,653
UCL415015,3,11,13,21,22,12,3,0,0,86,9,5,14,15,5,7,4,7,0,69,145,144,354,377,384,341,124,18,6,1885
UCL415016,0,10,13,10,15,9,4,0,0,60,3,6,3,13,12,7,4,6,0,47,56,74,199,200,230,260,68,19,0,1100
UCL415017,0,4,3,9,6,13,0,0,0,35,3,0,0,6,6,5,3,0,0,30,49,58,164,127,149,191,66,17,0,818
UCL415018,0,0,6,3,0,0,0,0,0,13,4,0,3,0,0,0,3,0,0,12,40,57,102,98,133,138,83,18,0,672
UCL415019,12,9,12,5,7,9,0,0,0,53,0,10,11,9,17,13,0,0,0,55,83,104,172,191,330,259,32,10,0,1183
UCL415020,0,5,15,10,3,10,0,0,0,47,5,0,0,10,4,9,0,0,0,29,59,62,216,215,224,207,45,7,0,1031
UCL415021,0,3,16,15,17,9,4,0,0,62,0,9,11,11,13,6,4,4,3,53,99,134,318,305,336,309,90,23,3,1614
UCL415022,0,3,4,11,5,0,0,0,0,21,3,0,4,0,10,5,3,5,0,25,54,69,166,197,208,183,46,10,0,933
UCL415023,0,0,4,0,0,0,3,0,0,11,0,0,0,0,7,0,4,0,0,14,12,22,57,52,61,104,30,6,3,353
UCL415024,0,6,5,3,13,11,5,0,0,33,7,3,0,10,11,11,0,0,0,44,55,64,115,112,187,199,57,6,0,789
UCL415025,0,0,5,13,8,0,0,0,0,29,0,0,0,4,0,0,0,0,0,4,51,45,69,181,173,88,10,4,0,620
UCL415026,4,4,7,10,12,9,4,0,0,49,0,0,6,7,8,8,4,0,0,35,70,111,168,257,324,319,75,8,0,1334
UCL415027,0,5,4,11,7,6,0,0,0,32,0,0,0,0,4,4,0,3,0,13,23,35,163,159,111,85,14,3,0,588
UCL415028,0,0,3,5,5,7,3,0,0,24,0,0,0,0,4,0,0,0,0,15,30,38,75,95,112,84,36,3,0,466
UCL415029,9,12,19,18,14,15,8,0,0,87,9,12,3,8,17,16,5,4,0,75,146,151,285,348,428,373,97,15,0,1832
UCL415030,10,6,6,4,21,14,11,0,0,62,5,6,7,5,14,5,10,0,0,50,75,100,250,190,337,368,106,12,3,1439
UCL415031,0,0,7,5,4,0,0,0,0,22,3,0,0,11,13,0,4,0,0,24,38,45,97,136,129,99,25,6,0,577
UCL415032,0,3,4,4,8,3,5,0,0,31,0,0,0,7,5,4,5,3,0,25,54,30,78,139,149,225,95,9,5,773
UCL415033,0,0,4,3,6,0,0,0,0,14,0,0,5,3,4,5,0,0,0,13,26,46,124,82,100,87,23,6,0,489
UCL415034,0,6,0,8,4,7,0,0,0,21,0,0,0,0,8,3,0,3,0,21,39,39,116,126,154,144,55,14,0,685
UCL415035,0,0,0,0,3,0,0,0,0,8,0,0,5,0,7,0,0,0,0,12,22,20,40,68,79,101,39,4,0,378
UCL415036,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,7,13,22,53,52,68,96,38,0,0,346
UCL415037,0,4,18,10,6,4,3,0,0,50,3,10,32,16,15,8,4,0,0,96,117,185,455,363,341,314,102,17,3,1906
UCL415038,0,3,3,4,8,4,0,0,0,22,4,4,0,4,3,6,4,4,0,24,17,37,90,90,101,136,66,12,0,544
UCL415039,0,7,7,10,5,0,0,0,0,31,3,5,13,5,3,10,0,0,0,37,83,167,599,561,373,249,23,0,0,2057
UCL415040,0,4,4,5,5,7,0,0,0,17,0,6,3,3,4,3,0,0,0,25,41,55,71,73,103,103,21,9,0,480
UCL415041,0,4,11,10,17,14,6,0,0,65,8,8,3,12,15,14,0,0,0,60,113,118,340,445,497,417,115,11,0,2055
UCL415042,0,0,5,5,0,0,0,0,0,17,0,0,0,5,3,4,3,4,0,30,30,31,90,107,110,126,66,16,0,586
UCL415043,9,8,20,16,14,6,3,0,0,81,5,8,25,9,8,12,4,3,0,69,87,141,392,303,307,217,43,4,0,1494
UCL415044,0,4,17,12,4,0,0,0,0,38,0,0,11,6,13,3,0,0,0,31,28,85,331,221,144,104,22,0,0,936
UCL415045,0,6,4,4,3,4,0,0,0,23,0,0,12,3,3,0,5,0,0,28,36,57,137,104,102,100,48,8,0,585
UCL415046,3,7,0,11,13,21,0,0,0,67,0,0,8,12,12,15,3,6,0,60,65,99,177,255,287,357,104,17,0,1352
UCL415047,0,8,5,4,6,6,3,0,0,31,3,0,4,10,9,18,0,0,0,49,79,107,206,244,275,218,43,0,0,1170
UCL415048,0,0,5,4,7,8,0,0,0,24,0,0,6,0,7,4,0,0,0,17,71,79,118,221,318,212,66,6,0,1099
UCL415049,0,0,8,9,6,3,6,0,0,31,0,0,7,4,6,7,0,0,0,30,57,59,146,196,200,174,38,5,0,886
UCL421001,0,0,4,0,0,0,0,0,0,7,0,0,3,3,0,3,0,5,0,15,19,25,60,68,58,108,26,0,0,373
UCL421002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,9,4,32,34,49,52,30,4,0,219
UCL421003,3,4,5,0,7,3,0,0,0,20,0,3,4,0,0,3,0,0,0,11,26,51,72,75,113,91,23,0,0,456
UCL421004,0,0,0,0,0,0,0,0,0,9,5,0,0,3,4,5,5,0,0,19,23,19,48,51,70,96,34,3,0,351
UCL421005,0,0,8,5,0,0,5,0,0,23,0,0,0,0,4,6,0,7,0,11,17,20,66,56,62,77,31,11,0,341
UCL421006,0,3,5,0,4,3,0,0,0,16,0,0,0,0,10,5,0,0,0,19,34,22,49,85,91,84,3,0,0,373
UCL421007,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,4,16,40,55,67,78,16,0,0,276
UCL421008,0,0,4,4,0,5,0,0,0,15,0,0,3,0,5,3,4,0,0,9,24,19,74,68,90,93,33,3,0,409
UCL421009,0,0,5,3,8,0,0,0,0,17,0,0,0,0,3,0,0,0,0,11,21,32,62,66,75,47,26,10,0,347
UCL421010,0,0,0,3,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,14,18,25,64,81,77,48,12,0,0,323
UCL421011,0,3,0,6,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,12,23,33,34,38,46,20,0,0,206
UCL421012,0,0,4,3,0,3,7,0,0,11,0,0,5,0,0,4,0,0,0,12,11,10,38,35,42,45,14,3,0,203
UCL421013,5,0,4,0,7,5,0,0,0,23,0,0,4,0,3,3,0,0,0,18,37,25,83,88,135,120,39,5,0,533
UCL421014,0,0,3,5,4,3,0,0,0,19,0,0,4,0,0,3,5,0,0,11,30,29,64,64,82,62,19,0,0,352
UCL421015,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,4,0,0,0,14,12,18,29,48,42,47,12,0,0,208
UCL421016,0,0,0,0,8,7,0,0,0,16,0,0,3,5,0,0,4,0,0,13,21,27,31,42,74,89,19,0,0,300
UCL421017,0,0,3,11,0,0,0,0,0,16,0,4,0,0,4,5,0,0,0,12,15,14,47,81,56,39,17,0,0,268
UCL421018,0,4,3,0,4,0,0,0,0,19,0,0,0,3,9,4,6,0,0,24,38,48,98,102,111,109,49,6,0,555
UCL421019,0,0,6,4,9,5,0,0,0,17,0,0,4,0,0,3,5,0,0,10,7,18,56,54,42,68,29,9,0,282
UCL421020,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,6,0,0,0,5,14,13,45,39,46,50,18,0,0,222
UCL421021,0,0,0,3,4,3,5,0,0,10,0,0,0,0,0,0,0,0,0,4,8,11,30,40,34,37,21,0,0,186
UCL421022,0,0,4,0,0,0,3,0,0,17,0,0,6,6,11,6,0,0,0,27,11,40,96,94,126,115,34,0,0,518
