UCL_CODE_2021,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
UCL415042,0,0,0,3,17,0,25,0,0,0,0,7,0,7,0,0,0,0,0,0,3,0,0,0,0,6,0,6,0,0,4,0,35,0,40,0,0,0,0,3,0,5,0,0,0,0,9,0,5,0,0,0,0,12,0,12,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,0,10,0,0,0,14,0,0,8,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,4,0,11,3,0,28,12,120,3,168,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,5,0,0,5,0,0,0,3,7,0,12,0,0,6,0
UCL415043,0,0,0,0,7,0,15,0,0,0,0,6,0,7,0,0,3,0,56,0,57,0,0,0,0,9,0,9,0,0,4,3,72,6,89,0,0,0,0,17,3,21,0,0,0,5,23,0,26,0,0,0,0,4,0,3,0,0,0,0,36,4,33,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,0,4,0,4,0,0,5,5,6,0,16,0,0,0,0,6,0,8,0,4,0,13,25,0,41,5,0,3,0,5,0,12,0,0,0,3,6,0,14,0,0,0,0,9,0,9,0,0,0,0,31,0,30,0,0,0,4,13,9,25,7,4,28,40,332,20,431,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,6,12,0,22,0,0,0,0,0,0,0,0,0,0,6,4,7,14,0,0,0,0,10,0,9,0,0,6,3,23,0,32,0,0,0,4
UCL415044,0,0,5,0,8,0,15,0,0,0,0,0,0,4,3,0,4,3,20,0,31,0,0,0,0,4,0,10,0,0,0,3,44,0,52,0,0,0,3,13,0,15,0,0,4,0,9,0,12,0,0,0,0,0,0,0,0,0,0,3,11,0,17,0,0,0,0,5,0,5,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,4,3,0,14,0,0,0,0,11,0,14,0,0,4,9,17,0,33,0,0,4,6,3,0,21,0,0,8,4,3,0,12,0,0,0,0,0,0,3,0,0,0,0,8,0,11,0,0,0,0,5,0,9,6,3,40,48,170,5,268,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,3,8,0,10,0,0,0,0,0,0,4,0,0,0,0,7,0,11,0,0,4,0,7,0,5,0,0,10,3,15,0,20,0,0,0,0
UCL415045,4,0,0,3,13,0,25,0,0,0,0,0,0,0,0,0,3,0,9,0,10,0,0,0,0,3,0,4,0,0,0,0,20,0,20,0,0,0,0,6,0,9,0,0,0,5,9,0,11,0,0,0,0,5,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,6,0,4,0,0,0,5,13,0,18,0,0,8,0,0,0,8,0,0,3,0,4,0,9,0,0,0,0,3,0,3,0,0,0,0,5,0,10,0,0,0,0,5,0,5,6,0,24,18,102,5,154,0,0,3,5,0,0,12,0,0,0,0,0,0,0,4,0,3,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,18,0,0,0,0
UCL415046,0,0,0,0,14,4,19,0,0,0,0,14,0,16,0,0,0,8,9,0,17,0,0,0,5,12,0,14,0,0,0,0,60,8,67,0,0,0,0,11,0,10,0,0,4,4,18,0,23,0,0,0,3,16,4,26,0,0,0,3,12,3,20,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,5,9,0,14,0,0,0,0,10,0,9,5,0,3,4,19,0,27,0,0,11,0,4,0,18,5,0,12,4,11,0,32,0,0,0,0,0,0,0,0,0,0,0,19,0,23,0,0,0,0,10,3,9,13,10,32,42,245,25,352,0,0,0,0,5,0,11,0,0,0,0,6,0,6,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,3,8,0,10,0,0,0,0,0,0,0,0,0,0,0,16,7,18,0,0,0,4
UCL415047,0,0,0,3,6,0,10,0,0,0,4,8,0,13,3,0,9,9,48,4,69,0,0,0,0,8,0,16,0,0,0,3,78,4,93,0,0,0,4,9,0,15,0,0,0,0,15,0,24,0,0,0,3,4,0,4,0,0,0,0,11,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,6,0,0,0,3,6,0,12,0,0,0,0,3,0,4,0,0,4,13,8,0,28,3,0,15,0,3,0,18,0,0,3,4,8,0,19,0,0,3,0,5,0,9,0,0,0,0,15,0,16,0,0,0,3,13,0,16,11,10,41,52,267,18,387,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,7,7,9,0,23,0,0,0,0,0,0,4,0,0,0,4,0,0,9,0,0,0,0,5,0,9,0,0,3,4,15,0,25,0,0,0,4
UCL415048,0,0,4,4,3,0,19,0,0,0,0,3,0,9,0,0,10,5,24,0,44,0,0,0,5,6,0,7,0,0,0,3,60,4,65,0,0,0,5,4,0,8,0,0,3,0,9,0,10,0,0,0,4,13,0,26,0,0,7,0,6,0,11,0,0,0,0,0,0,0,4,0,6,0,0,0,12,0,0,0,4,4,0,3,9,0,18,4,9,0,42,0,0,0,0,7,0,12,0,4,5,13,10,0,30,5,6,21,5,0,0,34,4,6,16,3,0,0,27,0,0,0,0,3,0,3,0,0,0,0,5,0,11,0,0,0,0,0,0,10,25,22,106,50,170,12,383,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,5,12,4,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,6,0,0,7,4,13,0,28,0,0,6,5
UCL415049,4,0,3,0,7,0,15,3,0,0,0,6,0,11,0,0,6,3,16,0,24,0,0,0,6,0,0,10,0,0,0,5,39,0,46,0,0,0,3,5,0,10,3,0,0,8,19,0,23,0,0,3,0,14,0,13,0,0,0,0,5,0,6,0,0,0,0,4,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,5,0,0,12,0,0,0,21,0,0,0,0,6,0,12,6,5,8,5,10,0,33,0,3,10,0,3,0,22,6,0,10,3,8,0,20,0,0,0,0,0,0,4,0,0,3,0,9,0,9,0,0,0,0,8,4,14,24,13,65,33,167,3,304,0,0,0,0,3,0,3,0,0,0,0,0,0,5,3,0,0,0,6,0,17,0,0,0,0,0,0,4,0,0,3,4,9,0,13,0,0,0,0,0,0,0,0,0,0,4,7,0,21,6,0,0,3
UCL421001,0,0,0,0,9,0,4,0,0,0,0,8,0,11,0,0,0,6,14,0,20,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,4,0,4,0,0,0,0,6,0,6,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,4,0,11,0,0,6,0,0,0,6,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,6,5,0,12,7,81,4,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,3
UCL421002,0,0,0,0,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,8,40,3,61,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,4,9,0,14,0,0,0,0
UCL421003,0,0,0,0,4,0,3,0,0,0,0,4,0,4,0,0,7,4,13,0,26,0,0,0,0,4,0,3,0,0,0,0,21,0,25,0,0,0,0,4,0,5,0,0,0,0,7,0,5,0,0,0,0,0,0,4,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,6,0,11,0,0,4,5,3,0,15,0,0,3,4,7,0,15,0,0,0,0,5,0,5,0,0,3,0,0,0,7,0,0,5,0,8,0,14,0,0,0,0,0,0,4,3,0,26,21,98,0,154,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,5,0,0,0,3,0,0,8,0,0,0,0
UCL421004,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,14,0,17,0,0,0,0,4,0,5,0,0,0,0,0,0,4,0,0,0,0,4,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,17,0,0,3,0,4,0,6,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,4,3,0,17,11,60,6,97,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,10,0,0,0,3
UCL421005,0,0,0,0,13,3,16,0,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,9,0,9,0,0,0,0,9,0,9,0,0,0,0,0,0,3,0,0,0,0,8,0,14,0,0,0,0,4,0,4,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,5,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,9,0,10,0,0,0,0,0,0,4,8,0,8,8,75,7,104,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0
UCL421006,0,0,0,0,0,0,5,0,0,0,0,4,0,4,0,0,5,5,15,0,16,0,0,3,0,0,0,4,0,0,0,0,30,0,32,0,0,5,0,5,0,8,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,6,0,0,12,5,0,14,0,0,0,0,4,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,6,0,4,0,4,10,17,78,3,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,0,11,0,0,0,0,0,0,0,0,0,0,9,3,0,10,0,0,0,0,0,0,0,0,0,4,3,3,0,9,0,0,0,0
UCL421007,0,0,4,0,14,3,23,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,9,0,0,0,0,0,0,5,0,0,5,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,55,7,85,0,0,0,9,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,9,0,0,0,0
UCL421008,0,0,9,0,19,3,28,0,0,0,0,13,0,13,0,0,0,0,3,0,3,0,0,0,0,5,0,5,0,0,0,0,25,0,27,0,0,0,0,5,0,7,0,0,0,0,7,0,3,0,0,0,0,3,0,3,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,4,0,4,0,0,10,4,93,5,121,0,0,4,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0
UCL421009,0,0,0,11,18,9,32,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,3,0,12,0,15,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,9,0,0,4,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,5,0,0,0,0,0,0,0,3,0,12,12,73,9,111,0,0,0,5,3,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,8,0,9,0,0,0,0
UCL421010,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,6,3,3,0,10,0,0,0,0,0,0,8,0,0,0,0,27,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,4,0,0,7,0,0,0,0,0,0,0,0,0,5,0,3,0,10,3,0,7,0,0,0,8,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,9,7,6,24,17,64,6,114,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0
UCL421011,0,0,0,0,3,0,6,0,0,0,0,0,0,4,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,9,46,0,56,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,0,0,0
UCL421012,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,38,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL421013,0,0,3,5,11,0,15,0,0,0,0,9,0,7,0,0,7,0,28,0,40,0,0,0,0,5,0,9,0,0,0,0,25,0,29,0,0,0,0,0,0,0,0,0,3,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,12,0,0,0,0,0,0,0,0,0,3,5,0,0,8,5,0,10,6,0,0,14,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,3,3,0,6,6,4,36,26,109,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,5,3,4,0,12,0,0,0,0
UCL421014,0,0,0,3,4,0,3,0,0,0,0,0,0,3,0,0,0,0,12,0,21,0,0,0,0,5,0,10,0,0,0,6,17,0,19,0,0,0,0,3,0,5,0,0,0,0,4,0,3,0,0,0,4,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,5,0,0,7,0,3,0,9,0,5,0,0,3,0,10,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,4,0,6,6,7,8,22,75,3,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,3
UCL421015,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,13,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,3,6,43,4,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL421016,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,23,0,26,0,0,0,0,3,0,3,0,0,3,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,4,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,6,0,0,0,0,4,0,5,0,0,0,0,3,0,3,0,0,0,0,9,0,8,0,0,3,0,3,0,7,3,11,25,14,64,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0
UCL421017,0,0,0,0,3,0,3,0,0,0,0,6,0,7,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,4,14,0,14,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,7,0,6,0,0,0,0,7,3,8,0,0,4,13,68,5,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
UCL421018,0,0,3,0,31,0,39,0,0,0,0,0,0,0,0,0,0,0,14,0,13,0,0,0,0,0,0,0,0,0,0,0,33,0,34,0,0,0,0,11,0,16,0,0,0,0,9,0,10,0,0,0,0,3,0,5,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,8,0,0,10,6,126,10,154,0,0,4,5,5,0,17,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,0,6,0,0,3,0,23,0,28,0,0,0,0
UCL421019,0,0,0,4,8,7,16,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,6,0,5,0,0,0,3,0,0,4,3,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,4,4,0,9,16,49,3,75,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0
