SED_CODE_2021,M_LPLFS_EFT_DC_0_4,M_LPLFS_EFT_DC_5_9,M_LPLFS_EFT_DC_10_12,M_LPLFS_EFT_DC_13_14,M_LPLFS_EFT_DC_15_17,M_LPLFS_EFT_DC_18_20,M_LPLFS_EFT_DC_21_24,M_LPLFS_EFT_T,M_LPLFS_EPT_DC_0_4,M_LPLFS_EPT_DC_5_9,M_LPLFS_EPT_DC_10_12,M_LPLFS_EPT_DC_13_14,M_LPLFS_EPT_DC_15_17,M_LPLFS_EPT_DC_18_20,M_LPLFS_EPT_DC_21_24,M_LPLFS_EPT_T,M_LPLFS_EAW_DC_0_4,M_LPLFS_EAW_DC_5_9,M_LPLFS_EAW_DC_10_12,M_LPLFS_EAW_DC_13_14,M_LPLFS_EAW_DC_15_17,M_LPLFS_EAW_DC_18_20,M_LPLFS_EAW_DC_21_24,M_LPLFS_EAW_T,M_LPLFS_HNS_DC_0_4,M_LPLFS_HNS_DC_5_9,M_LPLFS_HNS_DC_10_12,M_LPLFS_HNS_DC_13_14,M_LPLFS_HNS_DC_15_17,M_LPLFS_HNS_DC_18_20,M_LPLFS_HNS_DC_21_24,M_LPLFS_HNS_T,M_LPLFS_EW_T_DC_0_4,M_LPLFS_EW_T_DC_5_9,M_LPLFS_EW_T_DC_10_12,M_LPLFS_EW_T_DC_13_14,M_LPLFS_EW_T_DC_15_17,M_LPLFS_EW_T_DC_18_20,M_LPLFS_EW_T_DC_21_24,M_LPLFS_EW_T_T,M_LPLFS_ULFTW_DC_0_4,M_LPLFS_ULFTW_DC_5_9,M_LPLFS_ULFTW_DC_10_12,M_LPLFS_ULFTW_DC_13_14,M_LPLFS_ULFTW_DC_15_17,M_LPLFS_ULFTW_DC_18_20,M_LPLFS_ULFTW_DC_21_24,M_LPLFS_ULFTW_T,M_LPLFS_ULPTW_DC_0_4,M_LPLFS_ULPTW_DC_5_9,M_LPLFS_ULPTW_DC_10_12,M_LPLFS_ULPTW_DC_13_14,M_LPLFS_ULPTW_DC_15_17,M_LPLFS_ULPTW_DC_18_20,M_LPLFS_ULPTW_DC_21_24,M_LPLFS_ULPTW_T,M_LPLFS_U_T_DC_0_4,M_LPLFS_U_T_DC_5_9,M_LPLFS_U_T_DC_10_12,M_LPLFS_U_T_DC_13_14,M_LPLFS_U_T_DC_15_17,M_LPLFS_U_T_DC_18_20,M_LPLFS_U_T_DC_21_24,M_LPLFS_U_T_T,M_LPLFS_T_LF_DC_0_4,M_LPLFS_T_LF_DC_5_9,M_LPLFS_T_LF_DC_10_12,M_LPLFS_T_LF_DC_13_14,M_LPLFS_T_LF_DC_15_17,M_LPLFS_T_LF_DC_18_20,M_LPLFS_T_LF_DC_21_24,M_LPLFS_T_LF_T,M_LPLFS_NLF_DC_0_4,M_LPLFS_NLF_DC_5_9,M_LPLFS_NLF_DC_10_12,M_LPLFS_NLF_DC_13_14,M_LPLFS_NLF_DC_15_17,M_LPLFS_NLF_DC_18_20,M_LPLFS_NLF_DC_21_24,M_LPLFS_NLF_T,M_LPLFS_LFSNS_DC_0_4,M_LPLFS_LFSNS_DC_5_9,M_LPLFS_LFSNS_DC_10_12,M_LPLFS_LFSNS_DC_13_14,M_LPLFS_LFSNS_DC_15_17,M_LPLFS_LFSNS_DC_18_20,M_LPLFS_LFSNS_DC_21_24,M_LPLFS_LFSNS_T,M_LPLFS_T_DC_0_4,M_LPLFS_T_DC_5_9,M_LPLFS_T_DC_10_12,M_LPLFS_T_DC_13_14,M_LPLFS_T_DC_15_17,M_LPLFS_T_DC_18_20,M_LPLFS_T_DC_21_24,M_LPLFS_T_T,F_LPLFS_EFT_DC_0_4,F_LPLFS_EFT_DC_5_9,F_LPLFS_EFT_DC_10_12,F_LPLFS_EFT_DC_13_14,F_LPLFS_EFT_DC_15_17,F_LPLFS_EFT_DC_18_20,F_LPLFS_EFT_DC_21_24,F_LPLFS_EFT_T,F_LPLFS_EPT_DC_0_4,F_LPLFS_EPT_DC_5_9,F_LPLFS_EPT_DC_10_12,F_LPLFS_EPT_DC_13_14,F_LPLFS_EPT_DC_15_17,F_LPLFS_EPT_DC_18_20,F_LPLFS_EPT_DC_21_24,F_LPLFS_EPT_T,F_LPLFS_EAW_DC_0_4,F_LPLFS_EAW_DC_5_9,F_LPLFS_EAW_DC_10_12,F_LPLFS_EAW_DC_13_14,F_LPLFS_EAW_DC_15_17,F_LPLFS_EAW_DC_18_20,F_LPLFS_EAW_DC_21_24,F_LPLFS_EAW_T,F_LPLFS_HNS_DC_0_4,F_LPLFS_HNS_DC_5_9,F_LPLFS_HNS_DC_10_12,F_LPLFS_HNS_DC_13_14,F_LPLFS_HNS_DC_15_17,F_LPLFS_HNS_DC_18_20,F_LPLFS_HNS_DC_21_24,F_LPLFS_HNS_T,F_LPLFS_EW_T_DC_0_4,F_LPLFS_EW_T_DC_5_9,F_LPLFS_EW_T_DC_10_12,F_LPLFS_EW_T_DC_13_14,F_LPLFS_EW_T_DC_15_17,F_LPLFS_EW_T_DC_18_20,F_LPLFS_EW_T_DC_21_24,F_LPLFS_EW_T_T,F_LPLFS_ULFTW_DC_0_4,F_LPLFS_ULFTW_DC_5_9,F_LPLFS_ULFTW_DC_10_12,F_LPLFS_ULFTW_DC_13_14,F_LPLFS_ULFTW_DC_15_17,F_LPLFS_ULFTW_DC_18_20,F_LPLFS_ULFTW_DC_21_24,F_LPLFS_ULFTW_T,F_LPLFS_ULPTW_DC_0_4,F_LPLFS_ULPTW_DC_5_9,F_LPLFS_ULPTW_DC_10_12,F_LPLFS_ULPTW_DC_13_14,F_LPLFS_ULPTW_DC_15_17,F_LPLFS_ULPTW_DC_18_20,F_LPLFS_ULPTW_DC_21_24,F_LPLFS_ULPTW_T,F_LPLFS_U_T_DC_0_4,F_LPLFS_U_T_DC_5_9,F_LPLFS_U_T_DC_10_12,F_LPLFS_U_T_DC_13_14,F_LPLFS_U_T_DC_15_17,F_LPLFS_U_T_DC_18_20,F_LPLFS_U_T_DC_21_24,F_LPLFS_U_T_T,F_LPLFS_T_LF_DC_0_4,F_LPLFS_T_LF_DC_5_9,F_LPLFS_T_LF_DC_10_12,F_LPLFS_T_LF_DC_13_14,F_LPLFS_T_LF_DC_15_17,F_LPLFS_T_LF_DC_18_20,F_LPLFS_T_LF_DC_21_24,F_LPLFS_T_LF_T,F_LPLFS_NLF_DC_0_4,F_LPLFS_NLF_DC_5_9,F_LPLFS_NLF_DC_10_12,F_LPLFS_NLF_DC_13_14,F_LPLFS_NLF_DC_15_17,F_LPLFS_NLF_DC_18_20,F_LPLFS_NLF_DC_21_24,F_LPLFS_NLF_T,F_LPLFS_LFSNS_DC_0_4,F_LPLFS_LFSNS_DC_5_9,F_LPLFS_LFSNS_DC_10_12,F_LPLFS_LFSNS_DC_13_14,F_LPLFS_LFSNS_DC_15_17,F_LPLFS_LFSNS_DC_18_20,F_LPLFS_LFSNS_DC_21_24,F_LPLFS_LFSNS_T,F_LPLFS_T_DC_0_4,F_LPLFS_T_DC_5_9,F_LPLFS_T_DC_10_12,F_LPLFS_T_DC_13_14,F_LPLFS_T_DC_15_17,F_LPLFS_T_DC_18_20,F_LPLFS_T_DC_21_24,F_LPLFS_T_T,T_LPLFS_EFT_DC_0_4,T_LPLFS_EFT_DC_5_9,T_LPLFS_EFT_DC_10_12,T_LPLFS_EFT_DC_13_14,T_LPLFS_EFT_DC_15_17,T_LPLFS_EFT_DC_18_20,T_LPLFS_EFT_DC_21_24,T_LPLFS_EFT_T
SED22201,13,47,33,33,43,26,11,208,3,16,7,7,17,5,0,57,0,8,3,5,4,0,0,18,0,0,0,0,0,0,0,0,19,70,45,41,65,35,14,281,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,6,0,0,4,0,0,0,0,13,19,65,53,45,67,35,14,292,7,11,8,6,11,7,5,52,0,0,0,0,0,0,0,5,21,78,56,46,79,43,19,342,47,130,104,95,154,81,42,654,82,200,142,106,114,57,34,730,13,13,7,7,13,5,0,65,7,5,3,5,6,3,0,30,143,355,257,210,283,152,84,1478,0,6,3,9,4,0,0,25,7,10,3,11,10,0,0,37,7,12,10,13,14,0,4,60,150,369,269,227,292,155,82,1539,134,146,77,56,65,30,16,518,0,4,4,4,0,0,0,8,279,515,346,278,361,184,98,2072,59,179,140,123,198,112,55,860
SED22305,22,24,24,22,24,26,17,152,8,12,7,3,14,8,4,55,0,3,0,0,4,0,0,5,7,9,0,0,0,0,0,18,33,47,29,25,37,38,17,231,0,5,0,0,0,0,0,9,0,4,5,9,0,0,3,13,0,6,5,5,3,0,3,24,35,57,33,32,36,39,17,254,23,23,16,13,18,16,10,115,3,4,6,0,0,0,0,12,65,83,53,50,55,50,26,382,52,107,79,59,120,62,31,515,74,155,92,72,116,50,23,581,16,16,7,8,13,7,0,67,7,20,8,10,12,4,0,59,157,292,191,148,247,120,59,1219,11,26,13,11,22,10,16,106,10,35,16,15,20,10,9,116,21,55,27,29,42,20,19,220,182,348,220,176,290,141,76,1439,300,338,193,134,183,88,70,1310,13,20,13,3,12,5,0,65,500,710,426,315,485,233,154,2819,76,136,104,82,136,92,43,668
SED22404,19,35,36,29,49,21,8,183,5,11,12,9,14,3,3,63,0,5,3,3,4,0,0,18,0,0,0,0,0,0,0,0,26,50,50,38,68,21,9,268,0,4,0,6,5,0,0,6,0,0,0,0,0,0,0,0,0,4,0,6,4,0,0,10,26,57,50,39,70,21,9,274,4,15,20,3,19,9,0,79,0,0,0,0,0,0,0,0,31,74,66,49,86,30,18,347,19,68,80,50,79,27,11,330,91,182,129,123,110,40,13,677,10,14,13,8,13,7,4,71,12,5,3,3,8,0,0,32,130,272,230,175,212,69,28,1118,3,3,4,5,7,0,0,23,7,14,13,12,5,4,0,50,8,17,16,9,14,3,0,73,141,286,244,186,226,71,28,1187,146,138,100,69,66,20,6,547,3,6,3,3,4,0,0,17,289,427,349,265,295,93,38,1756,37,107,116,73,128,43,18,517
SED22501,10,27,34,28,39,19,17,174,0,9,6,3,3,3,0,32,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,11,35,41,30,44,26,22,213,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,41,41,30,45,26,22,217,6,5,7,14,5,10,4,39,0,0,3,3,0,0,0,0,15,45,47,49,52,37,21,262,38,87,116,87,143,74,46,586,46,117,115,94,112,42,23,546,8,4,9,8,11,0,4,54,0,0,0,0,5,0,0,9,96,206,236,191,266,124,80,1187,0,3,0,0,4,0,5,16,4,10,7,5,5,0,0,33,4,10,6,4,3,0,6,46,100,228,245,193,270,121,84,1236,69,83,61,39,34,19,15,322,0,0,0,4,0,0,0,6,173,308,300,235,307,143,95,1558,43,114,142,108,183,94,72,758
SED22607,8,22,34,16,40,27,13,162,4,10,12,8,6,7,0,31,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,8,32,42,22,46,39,13,203,0,0,4,3,4,0,0,14,0,0,0,0,3,0,0,3,0,0,4,3,4,0,0,14,8,32,43,25,51,34,15,214,4,7,5,3,11,3,6,52,0,0,0,0,0,0,0,0,19,40,56,32,60,41,25,273,46,124,100,92,124,82,40,605,54,99,77,57,68,54,32,440,3,3,6,3,6,4,0,36,4,4,0,0,4,0,0,8,102,230,178,158,202,138,77,1085,6,11,3,3,6,7,0,40,14,4,8,4,4,3,0,41,23,18,13,11,15,9,4,83,122,240,193,166,217,152,74,1165,141,126,80,41,59,21,27,495,3,7,4,0,0,0,0,18,270,370,272,212,273,177,100,1680,53,148,134,108,166,105,54,762
SED22704,19,52,36,25,44,8,6,195,0,19,12,8,10,3,3,52,0,0,0,5,0,0,0,7,3,0,0,0,0,0,0,3,25,70,41,40,55,19,8,264,0,5,8,0,0,0,0,7,3,3,0,0,0,0,0,10,3,5,8,3,0,0,0,18,28,75,50,45,61,16,8,283,13,21,23,19,15,4,3,95,0,0,0,0,0,0,0,0,42,103,70,60,79,25,14,381,41,105,87,75,136,31,12,491,123,221,164,95,120,31,10,754,21,22,15,9,7,0,0,75,5,9,5,8,10,5,0,45,193,358,270,190,264,67,28,1363,4,7,3,5,3,0,0,31,12,18,10,5,12,0,0,49,16,27,14,9,11,0,0,80,205,387,281,200,276,66,28,1440,247,228,135,76,76,17,3,775,3,9,0,0,0,0,0,19,453,621,416,277,351,87,26,2236,66,154,123,110,180,43,14,683
SED22802,13,23,32,35,54,23,9,186,4,7,6,4,13,4,0,39,0,4,0,3,4,0,0,8,0,0,0,0,3,0,0,9,18,36,44,46,69,27,8,244,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,12,18,37,39,44,69,30,8,253,3,10,17,12,9,6,0,56,0,0,0,0,0,0,0,0,23,46,61,53,79,37,9,314,19,81,85,65,132,43,35,471,82,186,128,86,120,43,20,676,14,11,11,12,6,7,4,58,0,11,4,0,9,0,0,31,126,291,229,165,263,99,63,1230,3,4,4,0,0,3,3,19,4,8,7,3,3,0,0,24,6,6,6,3,7,7,3,47,128,300,244,171,270,97,65,1275,124,182,74,64,68,27,3,542,0,0,0,0,0,0,0,4,251,480,318,240,344,124,70,1819,35,102,117,98,187,66,45,655
SED22901,21,31,31,28,30,12,12,167,0,6,12,8,11,10,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,8,21,39,38,36,46,25,20,217,3,9,3,0,0,0,0,18,0,0,0,0,0,0,0,6,5,13,3,0,3,0,0,20,22,46,39,36,48,28,20,238,8,14,8,4,14,4,3,55,0,0,0,0,0,0,0,0,34,59,46,39,64,29,21,294,25,104,94,72,136,85,50,573,74,142,108,74,106,58,34,593,14,17,12,3,12,6,3,70,4,8,3,4,4,0,0,24,119,275,214,155,253,152,85,1255,3,4,9,3,3,0,0,30,7,14,10,3,16,4,0,62,9,24,21,10,17,9,3,93,134,303,237,161,271,157,85,1350,127,140,76,49,79,28,28,523,0,3,0,0,0,0,0,7,259,441,318,214,350,184,113,1878,47,134,121,102,171,101,68,744
SED23007,20,42,39,19,47,21,18,208,5,7,10,11,10,5,0,46,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,4,23,60,57,27,56,29,18,266,0,5,0,0,3,0,0,11,0,4,0,0,0,0,0,3,0,8,0,5,3,0,3,15,23,66,57,27,58,30,19,284,4,30,21,13,15,15,11,108,0,0,0,0,0,0,0,5,34,96,84,43,74,42,28,396,70,157,135,93,153,106,51,780,103,148,102,66,85,65,38,597,20,25,15,10,17,7,10,101,7,12,0,5,3,0,0,27,200,340,252,173,265,180,96,1512,9,13,21,3,14,16,8,82,23,28,16,12,17,9,11,113,26,43,38,22,33,23,11,195,227,387,286,193,299,201,112,1708,260,261,157,114,146,90,58,1084,3,4,11,8,5,5,5,39,491,652,450,315,447,300,171,2834,88,203,177,115,204,123,67,983
SED23101,6,21,35,18,38,20,23,162,0,11,8,15,16,6,7,54,5,4,0,0,0,0,0,10,0,0,0,0,0,0,0,6,9,36,45,27,52,31,30,229,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,4,0,3,0,3,0,14,9,36,48,30,55,33,26,239,3,4,4,9,11,8,7,47,0,0,0,0,0,0,0,0,14,40,49,40,73,42,28,285,25,91,84,71,123,92,45,528,33,79,86,57,100,59,50,462,3,5,0,3,4,7,0,23,0,3,0,0,3,3,0,12,70,172,175,130,228,157,89,1022,0,6,5,0,3,8,0,21,3,14,12,0,5,7,0,39,9,12,11,6,11,10,7,61,72,190,191,134,237,168,97,1084,66,105,68,46,89,64,50,487,0,0,0,0,0,0,0,3,143,295,259,179,332,227,145,1575,31,111,117,83,161,113,66,692
SED23205,20,69,43,38,59,17,11,262,3,17,15,9,12,4,0,60,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,6,25,89,54,47,78,21,13,333,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,4,0,0,5,0,0,12,24,94,56,44,77,21,13,342,9,33,25,11,21,4,4,108,0,0,5,0,0,0,0,8,37,122,86,62,96,29,16,453,51,142,120,91,165,82,35,683,116,274,193,126,147,50,31,942,25,16,11,13,15,5,4,93,4,6,3,11,0,5,3,35,193,440,331,238,333,145,67,1751,0,14,10,11,12,0,0,53,13,24,18,13,10,4,0,71,18,34,24,21,23,0,0,129,207,476,360,262,361,148,67,1878,292,297,162,123,121,43,23,1055,7,9,11,8,0,0,0,29,506,779,530,386,479,191,85,2961,79,212,161,127,226,99,44,946
SED23308,14,29,30,29,37,23,5,170,3,19,12,5,11,3,0,57,0,0,5,3,3,3,0,13,0,0,0,0,0,0,0,3,22,49,46,45,50,27,10,244,0,0,0,3,4,4,0,11,3,5,3,0,0,0,0,18,3,7,4,3,4,4,0,25,24,55,50,46,56,27,10,272,6,19,12,9,8,5,0,57,0,0,0,0,0,0,0,0,30,75,62,55,65,32,10,330,28,127,101,87,176,68,35,631,78,211,165,98,118,43,24,741,29,17,7,10,3,9,0,72,0,0,6,3,5,0,0,20,142,364,275,195,307,115,65,1453,3,8,4,0,4,4,0,23,13,15,13,4,7,0,0,46,10,22,10,3,13,0,3,73,151,382,296,198,319,118,71,1531,174,205,101,88,80,39,8,694,11,6,4,0,4,0,0,26,335,588,398,291,400,158,83,2251,44,156,131,121,211,85,45,796
SED23402,29,66,33,40,60,29,20,274,5,24,9,7,8,7,0,56,0,0,3,6,3,5,0,23,0,0,0,0,0,0,0,0,35,92,42,48,67,43,26,351,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,35,92,42,50,67,45,26,357,7,17,13,11,15,5,0,66,0,0,0,0,0,0,0,0,46,114,57,60,79,47,22,426,72,174,153,140,182,90,55,865,135,247,164,108,166,67,37,916,21,36,17,7,16,4,7,116,4,10,10,8,5,4,0,46,229,467,346,263,369,169,97,1938,3,23,11,4,6,6,5,52,22,37,15,12,9,0,0,85,27,53,21,18,15,8,5,141,251,524,367,281,384,178,98,2082,290,277,138,79,96,37,20,939,10,14,8,6,0,0,0,32,550,818,514,355,483,212,119,3051,99,242,188,175,240,124,76,1137
SED23502,16,38,37,28,34,13,0,166,3,12,6,7,9,0,0,46,0,4,4,0,0,0,0,12,0,0,4,0,3,0,0,11,21,51,46,41,51,12,3,221,0,7,4,4,6,0,0,14,0,3,0,0,0,0,0,7,4,5,4,4,3,0,0,22,25,60,51,44,58,12,3,248,19,17,11,14,11,4,0,83,0,4,7,0,0,0,0,6,43,83,68,55,69,14,5,338,33,78,93,88,103,8,0,407,109,229,132,103,114,20,4,708,30,22,19,13,16,0,0,103,0,10,4,5,5,0,0,23,171,336,247,212,232,36,7,1243,5,13,9,6,0,0,0,38,14,18,12,8,6,0,0,65,18,32,25,18,11,0,0,99,185,369,267,229,244,40,7,1343,222,245,126,89,73,12,6,772,7,10,10,7,9,0,0,36,411,622,402,322,328,46,13,2147,46,120,126,114,137,18,5,574
SED23602,18,28,33,26,34,6,6,152,3,8,11,12,19,0,0,58,0,0,0,3,6,0,0,8,0,0,4,0,0,0,0,3,23,35,46,36,63,12,6,220,0,0,6,4,0,0,0,12,5,0,0,3,0,0,0,14,5,4,7,6,3,0,0,29,24,37,49,43,69,15,6,242,15,26,11,13,15,4,0,87,0,0,0,0,0,0,0,9,38,61,69,60,82,21,4,337,34,89,66,66,73,33,11,373,94,218,143,93,127,18,5,694,13,21,8,6,6,0,0,59,5,5,12,4,3,0,0,31,144,331,233,171,207,52,25,1158,3,13,13,9,10,0,0,51,16,24,8,13,8,9,0,70,19,37,20,19,16,3,0,116,161,368,247,194,221,60,25,1272,198,210,100,78,62,9,8,666,0,0,5,6,0,0,0,11,361,578,355,274,284,73,29,1949,50,113,96,93,108,42,18,525
SED23702,31,41,29,35,50,18,11,217,4,23,7,14,8,8,0,56,0,0,0,4,0,0,0,8,0,0,5,0,0,0,0,4,33,64,44,48,59,23,14,288,0,0,3,4,3,0,0,10,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,12,36,69,44,52,63,30,11,300,8,14,16,6,14,5,0,59,0,4,0,0,0,0,0,3,39,86,59,60,73,36,11,370,43,116,106,96,142,54,16,576,146,279,208,144,184,64,23,1057,25,34,17,15,18,4,5,125,3,11,6,0,6,0,0,25,222,444,338,262,355,128,43,1789,7,15,3,6,10,5,0,38,7,10,0,7,0,0,0,24,11,28,3,11,6,7,0,64,234,469,339,272,362,133,43,1847,240,241,129,95,81,33,10,831,0,5,8,0,0,0,0,12,473,715,478,366,446,164,51,2694,78,162,138,132,190,77,28,797
SED23806,11,39,30,20,37,26,26,188,0,3,8,5,4,8,4,30,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,41,39,23,44,33,33,226,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,13,11,45,36,22,47,36,33,236,4,3,4,8,4,3,8,32,5,0,0,0,0,0,0,5,18,51,44,27,50,41,39,272,34,102,91,57,91,90,49,517,40,76,54,49,73,51,33,380,13,6,4,4,8,0,0,36,0,9,3,3,3,0,0,12,81,188,155,124,173,146,87,955,3,9,4,0,0,0,0,14,3,10,3,0,7,0,0,30,3,13,9,0,8,0,0,48,86,202,166,123,182,142,87,994,37,66,44,39,71,55,35,345,0,3,0,0,0,0,0,3,123,271,206,167,257,201,118,1349,42,141,116,78,128,114,78,706
SED23901,16,47,32,36,40,17,24,214,0,4,9,4,9,13,6,54,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,5,24,52,49,41,54,29,27,276,0,3,0,0,0,0,0,13,0,0,0,3,0,0,0,9,0,3,0,0,0,0,5,17,24,61,55,47,54,30,31,295,6,8,4,16,13,5,3,56,0,0,0,0,0,0,0,0,25,71,54,62,66,31,37,352,52,86,88,92,132,86,49,583,50,119,82,71,103,74,32,541,16,13,3,6,7,3,6,46,6,0,5,5,9,0,0,26,126,217,181,173,253,159,87,1193,0,3,0,5,7,6,6,29,4,13,6,5,7,0,0,36,9,19,11,8,13,6,4,69,130,236,187,184,265,165,93,1259,104,124,73,51,76,52,26,514,0,8,0,0,0,0,4,10,236,366,264,237,339,218,121,1781,70,131,124,124,170,105,72,798
SED24006,18,38,39,42,38,43,17,232,3,8,11,12,10,12,0,65,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,21,45,54,50,53,58,19,301,0,0,4,0,4,3,4,17,5,0,4,0,0,0,0,10,5,4,6,0,4,6,6,26,20,47,59,50,57,66,20,326,0,4,7,10,13,8,7,53,0,0,0,0,0,0,0,0,24,53,64,65,70,76,29,385,35,93,111,88,148,102,66,633,44,99,86,82,119,91,43,549,9,4,0,6,8,7,0,30,0,0,0,0,3,0,0,16,84,195,199,175,275,194,116,1232,0,0,4,6,7,9,0,27,0,10,8,12,10,4,0,39,5,12,10,11,15,6,3,66,86,203,211,185,291,201,121,1298,46,103,115,100,152,131,79,735,0,3,10,4,4,3,3,21,133,308,333,291,452,340,198,2057,55,122,148,128,183,142,85,862
SED24105,17,28,25,24,45,36,18,190,3,13,16,10,13,7,5,74,4,0,4,0,6,3,0,21,0,0,0,3,0,0,0,9,27,41,48,34,63,46,25,287,4,3,0,5,3,0,0,13,0,0,0,3,3,0,0,14,4,8,0,10,8,0,3,26,30,49,48,43,69,45,29,318,19,26,8,10,20,11,11,103,0,0,0,0,0,0,0,0,43,73,60,57,90,61,38,420,63,153,105,97,155,96,63,734,71,180,146,100,128,79,46,758,14,11,3,5,8,0,3,47,7,12,9,10,6,6,4,55,163,357,260,208,292,188,123,1589,7,7,3,4,11,0,4,39,7,18,16,4,15,6,5,83,15,31,24,11,26,14,7,118,172,387,281,217,320,201,133,1709,238,292,145,85,134,81,54,1034,7,23,7,5,3,0,0,42,418,693,434,305,456,282,185,2782,80,186,128,117,196,129,83,921
SED24207,20,50,43,34,47,26,7,232,7,15,11,9,6,5,3,62,3,8,0,0,3,0,0,17,3,9,3,0,0,0,0,15,35,77,64,43,59,34,16,327,4,4,3,7,5,4,5,29,4,9,5,6,0,0,0,17,3,9,7,12,3,5,5,41,37,86,71,55,65,40,19,373,17,34,32,15,17,15,8,133,4,4,0,7,3,0,0,10,58,122,103,72,83,50,23,515,109,212,168,146,212,129,64,1037,136,251,164,124,208,90,48,1031,27,33,21,13,23,13,9,144,8,18,10,3,9,7,3,59,287,517,363,283,455,241,126,2264,14,26,17,22,20,11,5,117,31,69,22,30,35,21,11,213,43,94,42,49,58,33,21,337,324,614,406,333,511,267,148,2603,357,448,249,171,187,109,76,1589,16,25,12,9,3,3,4,73,701,1088,666,518,699,381,222,4264,130,262,214,177,257,151,80,1264
SED24308,19,48,36,30,42,19,14,208,5,11,11,11,13,6,0,54,0,0,0,0,0,0,0,9,3,3,0,0,0,4,0,8,33,63,46,40,54,28,14,275,0,0,9,0,5,0,5,18,0,12,0,0,0,0,0,15,0,12,11,0,0,0,5,31,32,72,58,42,57,29,16,311,5,34,21,17,12,4,8,105,3,7,0,3,0,0,0,9,45,109,86,64,75,33,22,424,73,132,125,96,162,50,17,655,154,274,184,141,180,47,23,996,31,29,27,18,16,6,3,118,17,17,6,0,4,0,3,52,264,454,341,256,364,98,46,1823,8,16,14,9,19,3,0,76,29,46,23,13,7,5,0,127,34,62,37,29,27,8,0,204,305,518,378,286,390,102,46,2024,403,372,211,164,163,72,44,1426,22,13,5,0,0,0,0,40,728,899,595,448,559,179,83,3487,93,182,159,130,203,66,30,861
SED24408,20,33,17,24,34,10,3,143,0,10,13,9,6,0,0,35,3,0,3,0,0,0,0,14,0,0,0,0,0,0,0,4,28,39,32,32,41,10,3,198,4,3,3,0,0,0,0,4,0,3,0,0,0,0,0,6,4,4,5,0,0,0,0,15,33,48,39,37,41,10,3,210,14,28,14,18,10,5,0,86,3,0,0,0,0,0,0,3,45,80,54,52,51,10,3,300,22,81,68,79,103,8,3,366,120,190,153,107,110,36,0,713,16,16,9,10,9,0,0,72,5,3,5,3,0,0,0,15,161,294,237,193,215,44,11,1165,6,0,4,5,0,0,0,22,3,14,3,5,9,0,0,42,9,17,7,9,14,0,0,61,172,313,246,201,229,44,11,1223,222,196,118,72,53,9,4,681,8,11,6,0,5,0,0,26,405,517,371,280,287,58,16,1925,46,115,84,102,135,17,14,507
SED24504,18,39,34,31,49,17,3,191,0,6,13,8,14,0,0,49,0,5,4,0,0,0,0,7,0,0,0,0,0,0,0,0,16,54,50,42,67,20,3,246,0,3,5,0,0,0,4,11,0,3,0,0,0,0,0,3,0,3,5,0,4,0,4,16,19,57,54,42,70,20,4,260,7,20,6,9,17,4,7,68,0,0,0,5,0,0,0,5,22,80,63,53,86,21,9,339,15,102,93,73,121,44,22,472,76,179,107,107,114,41,18,631,14,22,12,6,6,3,0,75,0,4,0,0,0,0,0,11,109,314,216,185,251,86,36,1191,0,0,6,0,3,0,0,14,0,12,4,5,9,3,4,41,5,12,11,7,12,3,0,56,116,323,223,195,256,88,39,1244,132,127,68,46,37,19,6,435,6,5,3,7,0,0,0,16,248,452,294,245,300,112,48,1695,29,142,130,111,168,59,25,664
SED24606,9,34,26,14,34,27,11,161,0,8,7,5,9,4,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,39,29,17,44,35,19,196,5,0,4,0,4,0,0,6,0,0,0,0,0,0,0,0,5,0,4,0,4,0,0,6,16,39,34,17,47,35,19,210,0,0,6,0,3,3,6,18,0,0,0,0,0,0,0,3,19,41,41,21,47,38,24,229,36,75,72,57,107,81,43,469,52,89,58,64,71,56,34,417,11,5,4,3,6,4,0,34,0,5,5,3,0,0,0,8,97,165,142,125,182,144,77,928,0,5,0,4,0,0,4,23,3,11,3,6,4,0,3,34,3,18,8,6,7,4,6,50,100,184,147,135,190,142,86,984,33,62,67,46,79,58,47,396,0,0,3,0,0,0,0,6,136,246,216,176,271,207,132,1382,50,103,99,75,145,103,54,628
