SED_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SED40028,7,9,10,130,165,294,0,0,0,0,0,0,6,11,11,6354,5615,11964,328,342,669,106,3,110,52,6,52,16,4,18,57,23,85,112,127,240,7161,6299,13462,6,3,16,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,9,14,0,0,0,0,3,3,18,29,51,7,16,27,3,3,8,36,58,89,66,43,106,106,105,207,6,4,11,3,3,12,4,0,5,6,13,22,442,639,1074,728,1173,1898,43,26,66,8486,8253,16738
SED40029,4,0,4,20,10,30,4,4,3,0,0,0,0,9,12,6673,5136,11806,457,467,924,167,11,177,43,5,50,55,18,74,121,28,153,551,426,978,8099,6114,14209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,4,79,42,119,87,45,129,0,0,0,0,0,3,11,3,18,16,5,22,1107,1088,2194,587,1017,1600,112,90,207,10003,8367,18365
SED40030,66,60,125,49,23,75,9,0,6,0,0,0,4,0,9,5553,5039,10593,256,299,554,123,10,130,43,11,52,44,14,57,96,26,114,283,219,505,6531,5696,12225,16,15,34,0,0,0,0,0,0,54,49,102,0,6,4,3,0,0,77,71,145,0,0,0,0,0,0,5,8,10,0,4,7,0,0,0,6,10,20,68,26,97,150,108,263,14,17,26,0,0,0,0,0,7,12,15,28,907,1157,2062,789,1263,2047,67,59,128,8463,8300,16759
SED40031,3,0,4,445,608,1054,0,0,0,0,0,0,16,16,33,6653,5475,12132,350,526,875,86,0,86,59,3,68,85,24,106,78,20,99,67,45,112,7848,6724,14572,3,5,8,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,9,3,20,0,0,0,3,3,7,76,111,189,25,22,50,4,0,3,109,141,245,57,44,97,175,190,364,0,0,0,6,13,20,0,0,0,7,13,18,1017,1046,2064,681,1258,1937,21,34,54,9758,9259,19019
SED40032,22,35,59,203,285,488,0,0,0,202,300,501,29,25,55,5640,5027,10668,227,443,670,43,0,40,62,8,69,175,55,225,80,22,101,159,192,348,6832,6394,13226,4,8,13,0,0,0,0,0,0,8,9,15,0,0,0,0,0,0,15,16,33,0,0,0,31,25,56,15,3,16,3,17,20,4,14,14,52,53,105,85,75,159,154,146,299,5,10,14,8,9,18,0,0,6,15,24,34,972,1080,2052,772,1223,1996,39,27,66,8783,8892,17671
SED40033,0,0,3,28,9,36,3,0,8,0,5,5,18,11,27,6260,5838,12100,459,396,857,114,0,118,45,10,52,57,9,64,55,13,71,203,152,352,7245,6449,13692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,6,0,0,0,7,0,11,79,30,99,81,27,116,0,0,0,0,0,0,0,0,5,0,0,5,382,527,906,624,1030,1652,58,56,113,8395,8087,16478
SED40034,0,0,0,30,6,36,0,0,0,4,0,4,5,4,7,3848,3542,7385,198,220,419,139,0,145,16,0,16,24,5,32,128,19,145,443,312,751,4835,4107,8942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,23,74,52,19,76,0,0,0,0,0,0,5,0,5,5,0,8,671,681,1349,545,807,1350,77,64,136,6185,5678,11867
SED40035,0,0,6,493,655,1153,4,0,4,0,0,0,21,25,50,6266,4830,11104,268,380,645,78,0,74,60,12,70,49,9,57,88,27,112,111,101,210,7436,6046,13481,10,6,12,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,12,8,15,0,0,0,11,6,12,52,85,135,16,20,43,5,3,10,86,115,200,53,22,80,145,146,292,0,0,0,7,9,18,5,0,3,10,10,21,631,791,1414,702,1146,1849,37,29,68,8963,8160,17129
SED40036,8,5,18,205,319,522,6,0,3,0,10,10,30,32,65,7696,5634,13333,387,572,958,98,3,99,67,4,73,42,0,42,82,38,122,55,70,122,8679,6678,15364,15,18,36,0,0,0,0,0,0,4,7,12,0,0,0,0,0,0,20,30,50,0,0,0,3,5,10,31,36,70,9,37,47,3,8,11,49,89,136,77,73,147,142,186,330,14,12,26,11,11,20,3,0,4,26,24,53,440,561,1001,604,982,1583,36,26,66,9928,8467,18397
SED40037,209,341,548,94,103,199,0,3,0,7,5,7,21,36,54,6245,5440,11684,299,385,691,61,0,66,73,8,81,103,32,132,65,26,92,133,129,266,7315,6517,13836,29,33,59,0,0,0,8,12,20,10,16,26,8,11,16,3,3,4,55,66,124,0,0,0,0,0,0,5,3,13,6,4,8,0,3,3,6,16,24,70,95,160,133,180,309,18,20,35,0,3,0,0,0,3,22,23,44,615,792,1410,727,1257,1984,32,28,64,8845,8806,17649
SED40038,9,7,20,190,222,412,0,0,5,0,0,0,31,32,59,6834,4883,11714,441,496,927,84,3,91,55,4,60,38,8,49,77,19,90,100,82,182,7860,5750,13611,10,17,25,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,7,16,26,0,0,0,0,0,0,17,15,31,13,23,32,6,3,9,32,42,78,64,53,115,105,112,216,14,16,25,3,9,19,4,0,5,22,30,51,257,378,634,545,959,1509,82,53,134,8866,7287,16148
SED40039,67,71,136,153,203,358,0,3,4,0,3,3,15,17,25,5795,4894,10689,327,351,685,95,3,102,86,5,86,32,6,39,70,22,92,57,63,122,6705,5636,12345,22,8,29,0,0,0,0,0,5,33,34,71,6,5,8,5,0,8,60,55,116,0,0,0,0,7,5,11,10,19,3,18,23,4,0,6,20,37,54,73,50,123,151,143,293,6,15,20,6,0,6,0,0,0,12,15,25,438,577,1019,717,1188,1903,40,34,72,8063,7595,15660
SED40040,0,0,0,65,37,98,0,0,0,0,0,0,8,4,14,6930,5870,12805,315,332,649,155,6,157,47,4,47,52,13,66,99,30,126,301,245,547,7970,6541,14504,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,21,46,70,5,10,12,3,0,3,26,53,89,65,29,92,96,86,188,0,0,0,5,3,9,0,0,0,5,3,9,899,1142,2040,764,1231,1995,75,56,133,9816,9054,18870
SED40041,0,0,3,79,37,118,5,0,8,0,3,3,17,15,34,4609,4542,9153,347,363,714,73,0,72,79,6,84,61,23,80,91,22,116,403,349,751,5762,5376,11133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,7,3,7,54,37,92,62,40,102,0,0,0,0,0,0,0,0,3,0,3,3,479,440,918,769,890,1662,61,58,119,7133,6811,13940
SED40042,9,4,10,150,173,323,6,0,9,0,4,3,19,19,33,6816,5328,12143,431,464,888,125,6,128,55,5,62,45,10,55,69,21,90,173,116,288,7885,6150,14032,5,9,15,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,9,7,20,0,0,0,0,5,4,12,21,42,11,19,32,7,7,18,39,56,94,73,51,129,123,124,244,9,6,13,0,12,14,6,0,6,11,18,29,401,573,972,603,1074,1676,55,45,98,9080,7981,17057
SED40043,3,5,10,654,962,1620,0,0,0,0,0,0,54,32,85,7471,5673,13152,303,598,907,63,4,67,82,7,92,112,34,144,66,22,93,96,108,199,8922,7448,16371,11,4,13,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,12,10,16,0,0,0,4,9,6,98,110,210,19,70,87,14,9,28,135,191,333,81,51,139,230,255,483,0,10,12,10,22,26,7,0,7,18,26,46,907,991,1896,759,1288,2048,48,37,84,10884,10046,20931
SED40044,42,36,80,331,458,794,0,0,0,89,94,187,29,39,65,5429,4781,10206,220,538,758,27,5,29,80,17,94,519,253,769,57,23,84,350,404,753,7170,6657,13819,9,6,12,0,0,0,0,0,3,4,3,11,0,0,0,5,3,8,19,15,35,0,0,0,5,15,23,19,4,26,16,16,38,16,8,23,52,54,105,83,66,147,154,135,288,5,9,15,14,16,28,8,5,10,26,33,51,1360,1448,2811,721,1317,2038,15,26,43,9434,9611,19048
SED40045,280,198,477,158,140,303,0,0,0,4,3,8,8,13,14,5805,5409,11217,215,423,641,59,0,62,76,10,85,198,52,254,56,23,76,102,111,217,6965,6383,13346,25,22,40,0,0,0,3,6,10,48,46,96,10,9,23,8,7,9,90,91,177,0,0,0,0,0,0,11,15,28,0,10,15,0,0,5,17,27,46,73,58,136,179,179,357,10,17,24,0,4,3,3,0,7,17,16,37,1446,1319,2766,861,1520,2381,18,36,49,9483,9449,18937
SED40046,22,13,34,527,741,1268,3,0,4,64,85,147,42,63,104,6500,5121,11627,301,651,956,64,0,63,116,18,135,325,145,468,95,30,127,230,266,501,8291,7140,15431,11,15,29,0,0,0,0,0,0,0,5,3,0,0,3,0,0,5,14,23,34,0,0,0,7,9,21,22,19,41,9,44,57,12,30,42,54,104,156,85,86,172,151,213,364,4,9,16,17,29,40,5,6,11,31,40,72,891,988,1873,783,1299,2085,32,33,69,10176,9715,19891
SED40047,0,0,0,407,535,937,0,3,3,0,0,0,18,22,35,6591,5429,12020,297,406,705,89,3,94,67,5,74,43,5,48,69,20,85,59,50,108,7640,6475,14114,0,0,3,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,7,3,7,0,0,0,3,5,3,55,82,141,7,16,22,3,8,9,73,109,180,56,30,85,133,144,273,0,0,0,4,7,8,4,0,4,10,7,13,625,802,1426,719,1269,1986,25,34,54,9142,8722,17864
SED49494,0,5,6,16,11,30,0,0,0,0,0,0,0,3,4,221,115,333,29,30,53,6,0,6,0,0,0,0,0,0,13,3,18,23,21,43,308,184,492,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,7,5,5,0,5,3,4,8,0,4,0,0,0,0,0,0,0,0,4,0,29,38,70,63,80,134,10,3,11,419,311,724
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SED50106,0,0,0,108,26,131,0,0,0,0,0,0,18,13,36,6280,5967,12255,419,494,917,121,0,128,39,8,49,69,19,90,119,31,146,199,178,374,7382,6741,14126,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,5,7,9,0,0,5,0,0,3,13,9,19,67,45,113,80,58,139,0,3,3,6,0,6,4,0,4,7,3,9,487,661,1149,908,1175,2086,56,37,91,8925,8676,17599
SED50202,227,262,491,171,76,246,0,0,0,0,0,0,40,28,62,8153,6675,14830,559,496,1061,127,9,142,52,0,56,46,7,52,271,75,350,113,111,218,9774,7739,17510,81,128,209,0,0,0,0,0,0,63,75,135,13,17,31,9,8,20,165,230,399,0,0,0,0,0,0,3,3,6,6,7,10,10,3,18,24,19,40,115,41,150,303,290,587,44,71,112,10,3,13,6,0,8,56,76,130,326,515,844,1137,1386,2520,65,45,116,11658,10047,21707
SED50304,199,217,412,434,510,945,0,0,0,0,0,0,64,59,122,8454,7331,15788,364,773,1142,123,3,124,60,8,65,129,31,162,207,58,263,99,114,211,10133,9108,19246,170,221,388,0,0,0,0,0,0,84,94,172,17,17,35,13,3,19,277,333,612,0,0,0,0,0,0,24,37,57,13,23,44,9,12,26,46,72,117,85,58,144,409,466,872,58,58,117,6,12,19,11,3,17,73,78,152,769,920,1690,894,1451,2350,63,35,98,12339,12063,24400
SED50405,409,468,877,323,133,460,0,0,4,0,0,0,30,21,52,9265,8359,17624,642,616,1262,107,4,114,59,5,66,39,4,44,493,110,607,132,131,257,11512,9848,21357,193,275,470,0,0,5,0,0,0,160,148,306,27,38,69,9,8,18,393,473,863,0,0,0,0,0,0,15,9,18,15,14,27,12,4,16,33,29,63,159,51,211,579,558,1137,86,121,209,28,7,36,4,0,4,111,124,243,526,991,1518,1791,1944,3741,59,41,96,14584,13512,28091
SED50502,282,301,583,208,160,364,3,5,9,5,0,5,50,52,98,7467,6285,13749,440,579,1025,130,11,136,64,3,73,95,18,117,225,50,281,80,85,165,9046,7555,16600,89,101,186,0,0,0,0,0,0,92,93,183,8,23,31,10,9,18,194,224,425,0,0,0,0,0,0,18,21,35,6,22,22,9,13,21,30,52,80,104,41,145,336,310,649,30,53,84,12,9,16,7,0,8,41,63,107,599,738,1337,965,1286,2253,42,33,77,11032,9984,21017
SED50605,270,203,468,513,324,840,0,0,0,0,0,0,26,34,60,7090,6205,13297,386,615,1000,57,0,57,40,0,42,164,41,207,122,38,159,132,124,258,8802,7587,16393,254,206,466,0,0,0,0,0,0,62,37,100,12,25,35,17,4,21,350,272,620,0,0,0,0,0,0,18,17,32,4,8,14,7,4,13,31,37,69,62,39,100,440,342,780,42,46,93,9,0,10,0,3,3,55,54,105,1203,1262,2464,946,1501,2445,43,26,65,11485,10772,22253
SED50702,133,143,270,758,699,1463,0,0,4,0,0,0,110,86,203,8737,6992,15730,508,797,1302,114,5,118,62,9,72,147,20,167,367,114,482,192,167,361,11133,9036,20168,86,86,169,0,0,0,0,0,0,60,70,127,15,7,25,8,0,9,166,161,327,0,0,0,0,0,0,26,32,65,13,40,55,28,20,43,67,89,159,112,49,163,345,305,651,22,52,72,29,24,51,8,3,7,53,72,128,739,821,1558,1277,1451,2728,89,46,136,13638,11727,25364
SED50805,81,69,146,414,302,718,4,0,4,0,0,0,30,14,45,6331,6324,12654,298,386,687,39,3,39,63,11,72,148,50,196,145,34,179,130,160,293,7676,7355,15033,148,114,259,0,0,0,0,0,0,41,55,96,12,13,25,5,0,9,205,184,387,4,0,5,0,0,0,20,28,50,9,16,26,10,0,6,38,48,88,80,27,105,323,263,581,23,24,45,11,0,13,6,4,7,38,27,68,890,1164,2055,956,1512,2468,25,25,47,9914,10341,20250
SED50906,9,8,11,222,72,291,0,0,0,0,0,0,28,25,53,7125,6871,13996,619,666,1281,79,3,85,37,9,45,109,37,144,167,55,221,201,206,408,8598,7948,16538,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,5,3,5,0,0,0,0,0,0,71,30,107,11,9,19,14,0,19,96,48,142,134,47,177,232,95,331,0,0,3,13,7,20,4,0,8,21,11,28,304,521,827,1152,1390,2543,62,32,88,10364,9990,20355
SED51004,579,540,1116,166,59,228,6,3,9,0,0,0,26,27,54,7861,7237,15098,535,578,1109,187,5,194,52,0,49,33,13,47,330,49,384,98,97,189,9876,8607,18486,193,161,356,0,0,0,0,0,0,153,125,278,29,29,63,16,5,21,393,324,717,0,0,0,0,0,0,3,9,10,6,11,15,15,3,13,23,16,39,84,65,149,501,407,906,67,74,145,3,3,6,10,5,10,79,81,160,816,1142,1960,1363,1646,3009,57,37,90,12687,11917,24604
SED51104,441,473,907,290,92,387,3,0,9,0,0,0,26,20,40,8154,8027,16182,645,642,1288,192,3,193,54,0,54,28,11,37,546,94,640,141,127,276,10521,9496,20018,187,188,374,0,0,0,0,0,0,147,128,278,32,30,59,19,11,28,382,359,743,0,0,0,0,0,0,5,7,14,11,12,28,18,0,22,39,23,62,138,52,191,559,439,992,71,86,156,17,5,21,8,3,7,95,91,192,612,1090,1705,1868,1950,3818,62,37,107,13716,13105,26826
SED51205,383,496,880,329,350,677,3,0,5,0,0,0,91,63,155,9947,7038,16984,513,788,1307,144,4,151,61,10,73,86,26,110,249,68,316,105,121,224,11909,8972,20879,184,285,472,0,0,0,0,0,0,101,91,196,18,37,61,15,7,20,330,422,753,0,0,0,0,0,0,31,28,60,12,37,46,14,10,27,55,75,131,128,63,195,519,558,1079,87,111,194,16,7,19,8,3,19,109,124,232,525,693,1212,1208,1418,2624,66,54,120,14330,11816,26148
SED51304,379,316,701,79,39,115,0,0,0,0,0,0,22,9,32,6639,6150,12781,298,401,697,108,0,109,51,4,57,109,18,130,151,29,182,84,99,179,7921,7060,14981,276,119,396,0,0,0,0,0,0,158,148,303,26,23,51,20,0,24,477,293,774,0,0,0,0,0,0,7,14,22,6,5,8,5,0,5,14,17,31,62,36,95,556,348,905,51,47,99,3,6,9,4,3,9,58,53,115,1172,1310,2481,1044,1539,2578,30,27,57,10780,10336,21117
SED51401,4,9,9,172,50,222,0,0,0,0,0,0,5,11,19,5066,4403,9474,315,329,643,204,3,206,35,5,39,49,22,74,219,74,294,634,462,1098,6713,5368,12075,0,0,0,0,0,0,0,0,0,4,9,16,0,0,0,0,0,0,8,9,20,0,0,0,0,0,0,15,0,15,0,0,3,8,0,6,25,3,23,108,29,140,133,48,181,9,0,7,11,0,11,20,0,17,32,7,40,937,942,1878,832,936,1771,107,69,179,8751,7373,16128
SED51504,185,223,411,492,425,914,0,0,0,0,0,0,56,48,108,7219,6350,13577,408,620,1029,61,4,66,66,6,78,336,95,428,161,48,209,194,193,387,9178,8015,17190,148,165,315,0,0,0,0,0,0,74,65,136,12,9,24,12,4,21,246,245,490,0,0,0,0,0,0,32,27,57,9,23,32,12,15,21,51,67,118,86,60,140,381,371,754,37,43,75,17,9,22,10,0,8,54,52,109,1244,1322,2560,956,1572,2528,37,26,61,11856,11355,23208
SED51605,432,419,851,219,121,338,4,6,9,0,0,0,38,25,59,9162,8034,17198,521,643,1165,126,0,131,49,4,54,40,14,52,268,69,331,108,115,222,10972,9442,20413,185,211,392,0,0,0,0,0,0,140,122,266,17,39,55,10,0,13,357,373,734,0,0,0,0,0,0,12,9,28,12,12,26,11,14,24,41,36,80,119,63,185,518,472,987,83,83,167,14,4,16,11,0,6,99,86,186,662,981,1644,1326,1717,3040,47,26,78,13628,12719,26353
SED51706,8,0,8,293,65,353,0,5,3,0,4,4,5,19,25,7031,6605,13640,584,482,1068,151,3,160,43,0,49,49,13,67,188,30,217,195,166,360,8553,7391,15946,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,96,20,114,5,0,3,10,0,12,105,22,126,110,49,155,226,73,294,0,0,0,13,0,20,5,0,4,23,3,24,434,672,1105,1432,1498,2931,68,57,123,10725,9693,20419
SED51804,619,437,1057,353,242,600,4,0,4,0,0,3,23,26,51,6265,5669,11933,314,478,787,19,0,20,71,4,77,335,82,420,107,48,154,287,278,570,8393,7279,15680,62,58,123,0,4,5,0,0,0,49,40,88,9,14,25,18,6,25,135,131,265,0,0,0,0,0,0,10,20,30,0,15,13,8,4,10,18,37,51,75,46,121,226,211,441,26,22,41,7,0,7,4,6,8,35,22,60,1512,1561,3075,943,1386,2325,46,39,86,11158,10506,21658
SED51902,123,160,287,209,49,260,0,4,6,0,0,0,21,19,33,8389,7383,15764,476,464,944,324,24,344,47,3,50,24,5,22,294,94,381,170,140,311,10074,8334,18412,27,36,66,0,0,0,0,0,0,144,106,254,12,15,35,7,0,4,197,162,362,0,0,0,0,0,0,3,15,17,8,7,12,18,0,21,29,19,50,116,32,148,345,213,556,23,45,69,11,0,15,8,0,8,46,49,94,675,1176,1857,1385,1629,3015,64,59,127,12593,11462,24059
SED52006,114,116,230,286,101,383,0,0,0,0,0,0,13,9,22,5102,5367,10468,422,404,828,106,4,108,19,3,22,29,10,47,354,94,453,92,78,171,6544,6192,12736,40,30,75,0,0,0,0,0,0,72,62,136,7,6,10,4,0,7,117,102,220,0,0,0,0,0,0,15,8,25,9,15,17,9,5,14,34,22,64,112,35,152,273,161,436,32,26,63,21,11,32,4,0,4,60,39,96,476,743,1216,1514,1317,2837,58,34,92,8921,8492,17412
SED52102,68,89,156,284,181,464,0,3,3,0,0,0,41,22,67,7889,6456,14341,432,418,850,207,7,217,54,0,62,43,9,52,271,71,337,99,88,188,9399,7349,16745,26,45,67,0,0,0,0,0,0,59,57,108,4,11,15,3,0,3,93,109,199,0,0,0,0,0,0,18,18,35,18,21,38,19,3,26,53,43,98,97,41,141,241,191,435,24,20,41,3,0,3,0,3,3,29,27,48,434,743,1180,1056,1363,2421,65,39,107,11222,9706,20930
SED52205,215,210,425,318,321,643,8,5,8,3,0,3,46,36,88,6593,6275,12871,375,506,879,79,0,77,82,15,98,277,139,416,208,73,280,377,408,778,8575,7992,16566,193,142,330,0,0,0,0,0,0,99,118,218,12,25,42,29,20,53,337,299,642,0,0,0,3,0,3,12,19,28,14,11,26,13,16,28,40,47,89,88,60,147,464,407,877,30,37,64,11,4,20,9,6,15,52,44,98,957,1221,2182,1168,1545,2709,48,50,99,11259,11265,22527
SED52301,4,0,4,158,40,201,0,0,4,0,0,0,13,16,30,6155,6195,12349,490,533,1017,149,10,153,79,11,95,108,46,163,174,41,217,194,162,353,7535,7049,14582,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,4,9,0,0,0,0,0,0,11,0,14,5,5,7,10,9,14,27,14,34,63,43,109,97,56,156,0,0,0,9,0,8,9,0,9,17,3,15,276,476,752,1059,1109,2170,34,38,69,9022,8730,17751
SED52404,283,325,607,137,45,181,4,7,3,0,0,0,26,9,40,7160,6454,13620,374,423,794,128,0,129,51,4,56,61,9,67,237,32,263,90,100,188,8542,7409,15956,189,140,338,0,0,0,0,0,0,213,166,374,15,20,40,13,4,12,433,327,763,0,0,0,0,0,0,7,3,7,0,5,5,6,4,8,16,7,23,73,31,105,522,368,886,73,63,134,3,0,5,10,0,9,86,67,145,924,1249,2172,1153,1621,2774,32,22,58,11250,10735,21983
SED52505,366,315,678,222,150,366,5,3,7,0,0,0,38,33,72,10637,9068,19707,499,740,1240,112,6,116,39,3,45,64,15,75,288,68,355,104,108,219,12375,10506,22880,371,278,649,0,0,0,0,0,0,278,157,437,13,32,50,6,5,12,672,476,1153,0,0,0,0,0,0,12,25,36,9,17,26,13,3,17,37,38,75,126,54,182,831,579,1406,112,115,224,16,3,23,0,0,0,127,120,244,1009,1278,2284,1299,1919,3213,59,44,101,15689,14441,30135
SED52604,478,450,931,157,78,237,3,0,8,0,0,0,39,21,57,6985,6281,13269,420,484,908,135,4,136,53,0,56,65,14,76,246,30,279,175,197,363,8752,7575,16327,182,140,320,0,0,0,0,0,0,155,130,283,38,35,72,27,3,29,397,303,699,0,0,0,0,0,0,10,3,11,3,10,14,13,4,13,32,13,43,82,43,125,508,365,869,53,62,111,5,3,5,7,0,13,69,62,131,873,1086,1964,1169,1527,2700,39,34,73,11407,10657,22065
SED52702,77,64,140,184,90,272,5,0,5,0,0,0,18,5,21,6457,5925,12377,330,343,672,200,9,207,60,3,68,51,6,60,184,36,223,158,134,297,7724,6619,14339,23,19,39,0,0,0,0,0,0,115,84,203,3,12,16,5,0,5,147,116,253,0,0,0,0,0,0,19,14,32,8,5,12,12,0,9,30,21,56,75,29,107,255,167,419,16,14,34,3,3,11,6,0,4,22,20,47,895,1148,2045,1066,1368,2439,56,25,83,10007,9356,19361
SED52803,4,0,9,491,127,615,13,4,15,0,0,0,43,49,101,6743,5410,12149,756,628,1376,149,14,160,58,9,71,76,28,100,303,77,377,343,404,744,8971,6751,15726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,0,0,63,22,83,7,3,17,23,5,23,103,24,124,133,67,196,226,98,326,3,0,3,16,0,19,7,0,3,24,3,27,139,308,443,941,795,1732,64,36,102,10361,7992,18354
SED52903,3,4,9,115,74,192,3,0,4,0,0,0,10,17,23,3834,4020,7854,431,541,974,76,4,86,107,43,151,165,122,291,194,69,265,778,988,1766,5722,5891,11615,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,6,0,10,4,3,3,4,0,3,10,8,14,68,42,109,78,53,132,0,0,0,0,0,0,4,0,4,0,3,4,272,384,652,569,707,1281,125,102,232,6768,7149,13914
SED53004,474,403,879,134,49,185,0,0,5,0,0,0,23,26,48,6822,6351,13173,346,392,736,112,0,112,49,5,54,78,10,82,193,39,230,83,63,147,8324,7336,15654,189,168,354,0,0,0,0,0,0,146,126,278,13,31,44,20,4,31,374,326,702,0,0,0,0,0,0,9,12,20,6,7,12,12,0,11,27,17,40,71,23,99,475,363,838,72,50,128,3,0,3,0,0,0,74,57,133,827,1037,1862,1091,1625,2721,31,20,50,10829,10435,21267
