SED_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
SED21906,159,485,16,76,107,17,0,0,6,865,44,128,6,12,25,4,0,0,3,225,1209,3812,181,567,962,348,21,126,94,7325,0,5,0,4,5,0,0,0,0,18,123,212,44,118,165,64,0,30,10,772,162,241,73,315,238,110,15,30,15,1191,93,114,146,268,203,73,6,37,11,955,14,12,13,17,28,19,0,8,0,108,32,32,11,52,74,25,0,10,8,245,4,41,0,23,23,12,0,8,3,112,32,80,13,39,49,17,0,5,49,280,2407,7168,550,1630,2172,785,60,292,249,15301,22,59,0,0,4,4,0,0,0,104,114,759,9,11,26,5,7,0,7,930,1075,2931,131,191,402,195,82,83,102,5200,40,104,5,9,10,9,0,0,3,169,287,773,24,99,147,34,6,7,15,1395,74,168,5,22,34,9,0,0,6,313,2862,7375,529,855,1434,710,135,284,212,14397,0,5,4,8,5,0,0,0,0,27
SED22005,43,232,8,91,57,9,0,11,0,458,17,83,0,6,13,0,0,0,0,121,516,2334,166,561,812,322,77,249,74,5117,0,5,3,7,0,0,0,5,0,19,69,124,37,149,181,46,9,46,12,680,120,170,110,393,285,122,28,99,21,1348,82,62,182,475,237,98,44,95,27,1304,10,10,6,34,41,15,4,13,0,138,21,23,19,65,79,31,4,31,7,278,13,32,6,18,26,11,7,9,7,124,14,44,11,46,43,24,9,40,58,285,1165,4429,627,2043,2125,807,215,708,250,12372,10,27,6,3,3,0,0,0,0,43,51,417,10,8,11,3,0,7,3,510,573,2128,267,273,540,285,275,335,72,4759,20,62,8,9,9,4,4,3,5,135,94,347,25,109,77,24,9,19,5,702,30,109,9,9,17,0,4,0,0,173,1280,4384,632,795,1270,587,416,627,164,10156,0,4,3,10,0,0,6,3,0,29
SED22105,59,235,6,277,57,20,3,11,3,673,13,113,4,10,14,3,0,4,0,161,436,3023,217,882,891,295,84,301,74,6202,3,4,4,23,5,0,0,4,0,41,127,175,58,259,283,80,16,69,22,1083,276,393,173,1321,654,236,58,190,58,3369,312,202,428,1473,971,418,158,362,67,4401,29,11,19,64,114,64,20,60,4,397,34,27,19,185,127,51,24,69,12,564,7,46,15,29,36,12,3,16,6,173,37,52,15,119,67,32,16,58,86,484,1530,5344,1052,4976,3515,1332,435,1254,370,19812,0,27,6,0,7,0,0,0,0,40,28,209,8,5,9,5,8,0,5,282,539,1715,221,422,538,207,270,197,67,4175,18,80,9,21,18,8,19,12,3,187,96,355,28,309,79,29,29,23,6,949,27,157,9,20,24,3,3,3,0,243,1157,4848,801,1211,1382,517,670,643,155,11376,4,5,12,23,12,8,10,6,0,81
SED22201,65,326,3,132,55,3,0,9,3,602,28,121,0,8,27,0,0,0,0,186,467,2219,106,398,576,160,24,61,44,4059,5,0,0,8,6,0,0,0,0,21,91,179,32,182,198,49,10,30,11,773,182,222,82,418,346,129,14,52,17,1458,153,129,268,624,486,176,38,94,32,2011,18,10,9,27,55,30,3,19,0,166,22,34,6,88,103,38,0,24,6,319,6,18,0,12,16,12,4,3,4,77,12,39,7,54,44,22,8,19,28,232,1246,4216,538,2022,2049,639,110,323,160,11303,3,23,0,0,4,0,0,0,0,29,44,229,3,8,12,5,6,0,0,294,394,1286,46,80,206,57,17,18,22,2130,18,45,3,7,7,0,0,0,0,86,126,485,18,159,75,10,5,12,5,884,52,154,9,24,37,3,0,4,3,278,1087,3705,310,564,816,310,94,154,79,7125,7,0,4,11,6,0,0,0,6,29
SED22305,15,127,4,108,27,12,3,8,0,308,13,48,0,3,11,0,0,0,0,78,243,1197,125,420,530,198,56,222,41,3023,0,4,3,9,10,0,0,0,0,25,45,71,44,107,131,37,19,53,6,509,94,130,95,467,221,99,34,133,15,1291,62,62,173,558,260,143,53,197,23,1533,3,4,4,26,37,22,6,27,3,130,10,20,16,88,43,28,8,45,0,264,5,13,6,21,13,5,7,10,5,86,12,25,18,58,34,12,11,45,46,263,586,2222,535,2013,1483,610,220,845,166,8675,0,19,0,0,6,0,0,0,0,27,20,143,14,0,6,3,0,0,8,196,215,878,132,198,267,106,162,197,41,2193,6,38,6,7,9,3,0,6,0,80,30,194,10,115,35,14,8,14,4,430,25,68,6,3,20,3,0,0,0,117,555,2158,472,598,862,329,398,513,93,5977,4,9,13,11,9,3,3,4,3,55
SED22404,72,249,12,118,50,15,0,11,3,523,19,78,7,11,18,4,0,0,0,132,400,1355,98,300,349,98,7,81,22,2713,0,0,0,0,5,4,0,0,0,14,142,166,38,185,182,48,5,41,10,823,201,189,105,441,343,79,7,72,14,1451,203,116,347,693,537,231,35,205,14,2383,30,14,24,39,69,45,3,36,0,253,48,21,27,63,70,29,0,18,3,279,5,12,0,15,13,0,0,0,0,62,26,29,16,69,56,41,5,43,24,318,1298,2713,682,1986,1733,594,80,513,108,9709,6,18,4,0,0,0,0,0,0,20,33,122,3,0,10,0,3,0,3,173,262,551,20,53,58,14,9,13,7,997,15,37,0,4,3,3,0,0,0,58,119,333,21,137,61,16,5,15,3,715,26,87,8,15,19,3,0,0,0,168,807,2052,217,427,419,150,52,157,43,4328,7,7,0,0,5,4,0,0,0,24
SED22501,100,485,10,101,58,12,0,5,7,776,43,146,3,14,25,3,0,0,0,235,681,2596,122,403,644,181,8,45,40,4709,0,0,0,3,0,0,0,0,0,7,114,205,29,170,214,58,8,12,9,825,164,206,51,278,277,89,14,28,3,1103,136,104,177,375,436,110,14,47,13,1404,15,17,3,30,59,18,0,7,0,152,29,31,10,61,130,46,4,16,4,328,15,24,3,10,21,6,0,0,0,75,18,46,10,23,50,18,0,5,27,209,1626,4991,438,1540,2072,560,49,179,135,11586,14,40,0,3,9,0,0,0,0,64,104,465,4,8,26,4,0,6,0,609,640,1469,54,74,192,36,13,11,40,2533,21,75,0,5,9,0,0,4,3,115,186,713,24,125,82,17,4,16,4,1172,82,175,7,27,36,6,0,3,0,337,1675,4405,342,577,887,304,66,111,71,8444,0,0,0,3,0,0,0,0,0,9
SED22607,172,574,10,92,104,10,0,4,9,978,49,188,3,7,27,6,0,0,4,289,1093,3564,144,508,1000,337,22,120,72,6860,6,0,0,6,7,0,0,0,0,16,120,201,31,123,213,50,5,17,15,782,177,224,70,301,346,131,11,42,11,1311,120,112,141,326,310,107,18,68,14,1220,23,20,8,31,42,23,5,8,0,143,29,31,14,56,98,47,7,14,4,309,12,36,0,10,21,3,3,5,0,99,19,52,10,42,34,24,0,14,44,242,2363,7003,472,1608,2487,793,79,323,227,15359,19,73,0,7,10,5,0,0,0,122,133,722,6,15,36,0,0,0,3,914,977,2713,109,162,391,113,56,71,74,4661,47,104,0,6,18,5,0,6,3,188,311,871,19,115,155,21,0,17,19,1527,94,234,9,23,34,15,0,0,9,418,2460,6632,486,807,1568,595,127,299,144,13130,6,8,0,6,7,3,0,0,0,27
SED22704,74,239,8,100,26,0,3,6,5,462,24,81,0,3,3,0,0,5,0,117,346,1346,62,214,280,70,8,75,19,2421,0,4,0,11,0,0,0,0,6,20,153,144,34,154,153,45,5,32,13,725,160,219,86,505,273,73,17,77,24,1437,240,138,346,818,600,250,53,233,32,2706,32,13,25,50,66,48,4,60,3,303,38,18,17,66,63,30,5,45,9,296,5,18,5,9,12,7,0,7,0,72,52,44,19,61,46,31,4,49,48,349,1244,2661,614,2029,1572,561,104,606,157,9550,4,15,0,0,0,0,0,0,0,24,27,88,8,5,9,0,0,0,6,136,220,491,20,40,46,14,4,13,13,855,9,31,0,7,6,0,0,3,0,52,101,327,14,118,37,4,4,15,5,625,37,98,4,10,14,3,0,13,0,176,724,1873,157,299,337,117,37,152,30,3730,3,4,0,9,0,0,0,4,4,24
SED22802,47,238,8,122,55,9,3,6,4,491,24,103,3,6,16,0,0,0,0,157,332,1746,83,310,442,136,19,55,40,3166,0,0,0,5,0,0,0,0,5,16,118,171,44,166,224,53,4,27,8,828,185,203,79,526,421,125,16,63,21,1635,209,133,347,780,691,201,49,161,26,2599,24,8,16,40,58,41,11,30,6,233,27,15,19,72,93,29,0,21,0,287,3,28,0,12,20,10,0,5,0,75,30,37,10,51,53,27,3,15,34,255,1108,3235,619,2125,2141,659,111,390,153,10544,0,23,0,0,0,0,0,0,0,26,23,128,5,0,15,0,0,0,0,165,246,732,32,50,92,36,17,15,11,1222,11,29,0,0,7,5,0,0,4,55,78,354,14,140,64,7,3,11,4,682,34,129,5,9,21,5,0,0,0,210,810,2774,238,450,573,231,64,150,59,5348,6,4,0,5,7,0,0,0,5,22
SED22901,41,249,3,107,42,8,0,5,4,461,22,96,0,3,18,0,0,0,0,140,434,2022,144,359,695,235,36,94,46,4055,0,0,0,0,0,0,0,0,0,11,70,151,35,120,178,51,9,33,12,668,135,139,71,396,322,115,20,57,25,1281,139,98,212,522,394,174,37,97,21,1696,8,0,10,41,46,22,0,13,0,147,23,15,18,58,81,24,6,23,3,254,13,24,5,12,19,9,3,8,6,87,23,32,4,39,54,19,5,17,30,207,1106,3759,536,1743,2045,727,112,356,164,10558,6,22,0,0,3,0,0,0,0,38,40,293,9,10,3,0,3,4,5,369,546,1437,92,107,326,107,28,38,34,2708,19,84,0,5,12,6,0,0,3,132,91,358,18,118,60,13,9,9,4,681,40,122,4,9,16,0,0,4,0,196,1155,3641,450,514,1000,432,175,222,95,7693,0,0,5,0,6,0,0,0,0,16
SED23007,118,429,5,119,79,9,3,4,5,776,48,126,0,15,29,4,0,0,0,229,853,3031,231,645,1023,364,64,231,71,6514,0,3,0,12,5,5,0,0,0,29,100,135,58,144,148,50,14,36,16,705,161,227,95,416,312,140,28,93,26,1487,115,132,190,481,354,154,67,133,9,1629,18,3,8,33,46,17,8,24,0,161,28,32,12,63,65,33,17,19,5,270,13,34,4,15,15,5,3,7,3,101,19,48,8,54,57,35,4,28,66,317,1847,5944,681,2177,2466,917,245,641,238,15150,8,45,3,3,5,0,0,0,0,78,64,500,13,5,23,4,0,4,6,615,727,2510,192,249,511,265,296,239,75,5066,20,95,10,11,20,15,7,6,3,187,195,679,20,139,118,18,16,15,7,1204,75,183,5,24,38,4,8,4,7,350,1876,5795,720,1029,1684,674,403,556,173,12916,3,7,8,9,6,9,0,6,0,39
SED23101,65,304,7,83,60,12,0,0,0,529,24,68,0,6,18,7,0,0,0,126,584,2280,160,453,779,294,14,97,73,4727,0,0,0,0,0,0,0,0,0,3,78,146,35,108,147,56,11,25,12,611,108,132,50,278,251,90,15,32,13,974,70,60,116,286,210,87,11,50,5,906,11,6,15,18,19,7,0,16,0,91,22,15,10,43,76,30,7,16,0,222,3,17,4,17,19,11,3,8,0,80,11,34,13,21,30,15,0,7,24,150,1287,4376,462,1414,1965,691,66,287,165,10714,7,28,0,4,4,3,0,0,0,50,77,495,12,6,14,5,4,0,3,605,723,2092,165,148,489,186,63,98,61,4029,21,73,6,5,21,5,0,4,0,135,137,504,29,95,88,15,7,5,4,881,46,102,5,10,26,8,0,0,0,192,1505,4318,510,624,1182,505,162,253,143,9198,0,0,5,0,3,3,0,0,0,15
SED23205,50,280,10,112,46,18,0,3,6,528,14,105,0,10,17,0,0,5,0,157,355,1812,77,350,400,148,20,76,24,3265,0,0,0,7,0,6,0,0,0,10,108,191,30,168,178,57,11,28,3,774,170,249,73,496,302,132,20,66,26,1536,168,126,273,735,501,220,53,171,25,2270,22,13,14,46,55,43,5,27,0,228,31,14,12,74,77,31,7,28,0,279,14,33,0,12,10,8,0,0,3,77,15,40,14,48,40,26,0,24,33,249,1081,3548,516,2105,1698,702,122,440,138,10347,6,39,0,0,0,0,0,0,0,49,22,164,0,8,12,0,0,3,7,215,249,802,30,65,100,23,18,20,18,1325,9,49,0,5,8,0,3,0,0,70,90,401,17,135,62,23,6,11,6,746,32,135,3,11,23,0,4,5,3,217,798,2864,267,504,553,253,82,160,46,5515,0,5,0,7,3,6,0,3,0,15
SED23308,84,428,10,110,66,10,4,3,8,723,35,166,0,12,22,4,0,0,0,243,512,2721,127,498,553,201,19,89,35,4756,5,0,0,16,8,0,0,3,0,28,112,210,35,142,187,42,11,21,11,777,142,185,83,444,285,107,14,51,12,1331,178,153,304,844,518,218,45,187,27,2477,23,6,18,47,40,38,8,22,4,205,27,14,18,71,56,30,4,14,5,239,6,22,3,16,17,3,0,0,0,73,17,32,11,49,34,20,0,17,37,229,1378,5108,657,2354,1924,721,107,449,149,12847,6,66,0,6,3,0,0,0,0,74,47,451,12,7,25,0,0,0,5,546,444,1414,93,133,189,90,96,120,33,2607,22,82,0,5,6,5,5,4,0,137,146,626,29,127,87,12,4,12,8,1048,64,222,4,23,34,3,3,0,0,360,1218,4538,384,755,787,338,122,268,73,8484,9,3,3,16,8,0,4,3,0,41
SED23402,87,342,11,172,44,14,0,8,0,678,20,119,3,11,12,5,0,5,0,170,463,2436,127,491,630,182,32,96,64,4512,0,4,3,7,9,5,0,3,0,27,133,194,45,196,283,70,18,34,12,980,263,326,108,750,535,169,30,72,27,2273,253,177,405,883,847,330,86,200,38,3213,22,14,18,67,95,52,7,25,0,299,42,16,19,120,121,56,11,26,0,409,10,19,6,13,27,6,0,3,8,90,35,50,11,55,78,43,7,25,35,342,1498,4668,796,2872,2835,972,190,512,198,14547,3,23,0,0,3,0,0,0,0,39,40,264,8,7,9,4,0,0,0,334,406,1320,100,148,220,80,55,53,32,2413,19,63,0,9,7,3,0,0,5,107,140,485,18,186,63,16,7,13,8,928,47,142,3,17,20,8,3,0,0,252,1163,3881,420,692,885,319,185,246,105,7899,3,5,5,6,9,5,4,0,0,44
SED23502,47,235,5,98,37,8,6,0,0,437,14,74,0,12,10,0,3,0,0,114,278,1278,44,219,203,51,8,59,15,2150,0,4,0,6,3,0,0,3,0,22,79,141,23,151,107,28,4,25,14,577,131,221,54,446,224,68,5,62,18,1230,225,137,267,824,569,221,43,210,30,2532,32,12,12,65,69,34,0,33,0,255,26,15,3,62,64,26,0,30,0,231,8,16,0,12,10,6,0,8,0,62,38,40,21,54,53,49,0,49,37,340,969,2525,437,1988,1389,488,74,487,133,8483,0,15,0,0,0,0,0,0,0,21,20,81,0,6,5,0,0,0,0,113,147,417,9,43,31,10,5,19,3,676,3,33,0,0,3,0,0,0,0,43,85,294,10,110,35,8,3,8,0,569,27,86,0,11,11,0,3,0,0,142,552,1802,110,306,259,76,25,121,30,3289,3,4,0,10,3,0,0,3,7,29
SED23602,54,237,5,96,27,10,0,3,3,438,16,82,4,4,8,0,0,0,0,118,309,1371,61,207,241,59,3,67,26,2345,0,0,0,6,0,0,0,0,0,20,111,140,18,128,99,26,0,34,9,563,141,177,48,412,226,72,10,57,18,1160,216,130,285,695,477,226,40,190,24,2283,32,16,10,44,52,34,0,34,4,235,25,19,12,73,50,27,0,23,9,236,8,13,4,13,12,4,3,8,0,67,41,28,15,50,45,34,3,27,30,279,1062,2642,475,1756,1284,496,59,451,129,8366,6,12,0,0,5,0,0,0,0,21,23,90,0,0,8,0,0,0,0,129,187,544,18,30,37,9,0,10,14,861,4,29,0,9,0,0,0,0,5,47,104,337,14,100,29,8,4,6,4,616,28,92,7,6,12,0,0,3,6,164,683,2105,136,303,282,93,26,112,42,3788,5,3,7,9,3,0,0,0,0,24
SED23702,58,268,7,130,47,17,0,8,0,534,19,89,4,17,14,0,0,0,0,146,288,1821,87,303,360,118,5,67,31,3070,0,5,0,9,7,4,0,3,0,27,100,180,51,210,221,47,9,22,11,853,200,259,112,639,449,144,8,86,17,1911,238,156,464,1051,835,288,60,255,35,3372,26,12,19,70,116,57,9,37,6,350,25,19,36,101,115,39,9,23,6,381,7,15,3,12,25,8,0,6,4,74,21,38,24,76,77,31,6,32,28,333,1074,3353,798,2643,2324,761,118,534,144,11750,5,36,0,0,0,0,0,0,0,47,17,77,0,0,8,0,0,3,0,104,156,537,12,40,55,28,6,5,5,839,10,32,0,0,7,0,0,3,0,59,85,345,17,142,63,18,3,12,0,689,37,103,13,23,19,0,0,0,0,186,639,2573,230,416,443,195,52,120,43,4715,4,5,0,14,7,4,0,3,0,34
SED23806,168,534,16,73,90,15,3,3,7,920,38,131,0,4,23,5,0,0,0,203,1217,3888,194,446,998,366,24,91,95,7316,0,3,0,0,3,0,0,0,0,8,124,186,20,71,170,73,0,11,7,658,156,154,47,183,220,94,5,22,11,892,91,73,84,154,163,83,5,27,13,698,10,15,3,9,27,8,0,4,0,88,28,28,7,33,55,20,0,12,0,178,7,37,5,18,13,15,0,3,0,104,24,50,0,25,41,15,0,3,34,180,2577,7531,431,1114,2113,784,42,214,198,15012,27,66,0,3,3,0,4,0,0,104,169,1060,15,6,29,4,6,4,10,1300,1406,3282,101,163,484,176,46,75,74,5799,54,159,0,5,16,3,7,0,5,248,311,853,39,82,141,33,9,12,12,1482,72,174,8,9,31,7,0,0,3,303,2916,7641,456,662,1494,677,101,228,186,14344,0,6,3,3,4,0,4,0,0,19
SED23901,108,567,6,95,90,12,0,6,7,888,38,182,3,8,28,9,6,3,7,274,826,3272,177,453,859,230,22,64,61,5972,0,0,0,4,6,4,0,0,0,15,97,185,41,113,211,46,4,21,10,733,138,172,63,281,246,84,0,29,14,1022,107,94,152,357,291,103,26,68,16,1218,4,10,3,25,43,23,0,9,6,130,25,23,14,39,73,33,4,11,0,230,11,49,3,12,16,9,0,4,0,111,23,38,11,26,50,16,3,6,31,203,1853,6572,526,1530,2162,612,73,239,176,13738,16,66,0,0,3,0,0,0,0,99,132,913,14,10,28,0,0,5,8,1109,921,2585,121,143,357,97,61,60,46,4388,28,110,3,0,13,0,0,0,3,154,233,846,17,111,131,24,3,10,8,1385,70,232,12,10,36,13,6,4,9,382,2045,5995,491,711,1246,440,144,209,128,11406,0,0,0,5,6,4,0,0,0,19
SED24006,109,401,13,74,87,13,0,5,0,713,35,94,4,9,20,0,0,0,0,161,973,3030,132,390,977,340,20,71,95,6037,0,0,4,0,0,0,0,0,0,8,131,188,26,91,173,58,3,19,8,697,139,125,39,161,200,95,4,22,19,801,60,54,84,154,149,66,9,29,8,609,13,6,0,12,22,18,0,0,0,78,35,18,9,33,66,25,0,3,4,193,17,44,0,12,25,6,0,3,7,118,18,39,4,15,38,16,0,5,37,169,2072,5870,349,1051,2046,706,42,165,205,12522,17,47,0,3,8,0,0,0,0,79,142,1004,5,3,32,10,0,6,12,1220,1151,2597,101,127,371,144,23,42,61,4614,50,120,6,0,32,5,0,0,6,227,231,648,22,82,120,38,5,4,4,1160,53,128,5,12,25,6,0,0,3,228,2518,6106,369,575,1402,650,102,182,200,12106,0,0,0,0,0,0,0,0,0,12
SED24105,35,167,3,100,37,13,0,7,4,366,7,67,0,13,14,0,0,3,0,102,412,1807,133,428,717,267,52,183,65,4063,4,0,0,4,0,0,0,4,0,14,72,101,44,120,174,62,12,49,5,641,114,129,87,410,301,125,34,118,15,1321,108,53,182,525,266,145,47,142,25,1498,16,3,10,31,52,22,15,26,5,178,24,8,21,75,64,37,14,38,3,283,12,28,9,17,21,7,7,16,0,110,16,33,19,48,61,22,3,36,61,308,978,3110,552,1879,1909,761,200,683,214,10283,7,28,0,3,0,0,3,0,0,42,26,213,5,7,8,0,0,4,3,270,349,1087,120,152,316,131,120,132,45,2453,17,57,5,12,7,11,9,0,0,113,79,252,16,111,49,14,9,15,6,547,22,99,0,8,22,0,9,0,4,162,984,3306,505,611,1076,488,359,448,122,7900,6,0,6,4,0,0,4,4,0,25
SED24207,38,237,3,175,43,14,4,8,0,525,14,86,4,10,13,3,0,0,0,128,550,2571,187,653,1120,320,77,186,86,5759,3,3,0,7,6,5,0,0,0,24,107,115,36,169,238,73,23,49,8,818,185,200,97,659,396,151,52,101,31,1865,141,102,225,762,482,194,110,201,42,2263,21,9,18,53,68,36,12,30,4,248,26,19,24,102,117,42,14,53,10,401,15,32,8,21,23,9,0,8,5,116,24,53,19,71,71,37,14,39,87,412,1274,4310,673,2863,2815,942,337,719,302,14233,7,33,0,3,3,0,0,0,0,46,25,185,9,7,9,0,0,0,0,237,423,1410,127,239,359,128,192,105,63,3042,26,96,6,10,22,0,4,3,5,171,74,347,20,193,54,14,14,14,0,733,22,122,13,5,15,3,4,0,0,193,1256,4427,688,897,1672,560,540,453,170,10670,9,3,10,12,4,0,7,5,3,47
